goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,14,14,0,0,100.0,0.0
goal_02,False,11,11,0,0,100.0,0.0
goal_03,False,20,20,0,0,100.0,0.0
goal_04,False,20,20,0,0,100.0,0.0
goal_05,True,18,18,0,0,100.0,0.0
goal_06,False,13,13,0,0,100.0,0.0
goal_07,False,13,13,0,0,100.0,0.0
goal_08,False,16,16,0,0,100.0,0.0
goal_09,True,21,21,0,0,100.0,0.0
goal_10,True,11,11,0,0,100.0,0.0
goal_11,False,13,13,0,0,100.0,0.0
goal_12,False,11,11,0,0,100.0,0.0
goal_13,True,28,28,0,0,100.0,0.0
goal_14,False,18,18,0,0,100.0,0.0
goal_15,False,12,12,0,0,100.0,0.0
goal_16,False,19,19,0,0,100.0,0.0
goal_17,True,10,10,0,0,100.0,0.0
goal_18,True,12,12,0,0,100.0,0.0
goal_19,True,19,19,0,0,100.0,0.0
goal_20,False,13,13,0,0,100.0,0.0
goal_21,False,19,19,0,0,100.0,0.0
goal_22,False,21,21,0,0,100.0,0.0
goal_23,True,15,15,0,0,100.0,0.0
goal_24,True,18,18,0,0,100.0,0.0
goal_25,True,9,9,0,0,100.0,0.0
goal_26,False,16,16,0,0,100.0,0.0
goal_27,False,14,14,0,0,100.0,0.0
goal_28,False,15,15,0,0,100.0,0.0
