goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,38,28,10,9,73.7,23.7
goal_02,False,40,35,5,3,87.5,7.5
goal_03,False,31,24,7,4,77.4,12.9
goal_04,False,37,32,5,5,86.5,13.5
goal_05,True,40,31,9,5,77.5,12.5
goal_06,False,26,24,2,2,92.3,7.7
goal_07,False,39,36,3,2,92.3,5.1
goal_08,False,45,32,13,12,71.1,26.7
goal_09,True,30,21,9,5,70.0,16.7
goal_10,True,31,22,9,7,71.0,22.6
goal_11,False,40,33,7,5,82.5,12.5
goal_12,False,45,38,7,4,84.4,8.9
goal_13,True,29,25,4,4,86.2,13.8
goal_14,False,38,34,4,3,89.5,7.9
goal_15,False,44,32,12,7,72.7,15.9
goal_16,False,33,31,2,1,93.9,3.0
goal_17,True,42,35,7,6,83.3,14.3
goal_18,True,34,29,5,4,85.3,11.8
goal_19,True,35,28,7,6,80.0,17.1
goal_20,False,29,23,6,5,79.3,17.2
goal_21,False,42,37,5,3,88.1,7.1
goal_22,False,32,23,9,6,71.9,18.8
goal_23,True,37,30,7,6,81.1,16.2
goal_24,True,41,36,5,5,87.8,12.2
goal_25,True,43,34,9,9,79.1,20.9
goal_26,False,29,26,3,2,89.7,6.9
goal_27,False,41,33,8,7,80.5,17.1
goal_28,False,38,33,5,2,86.8,5.3
