goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,20,6,14,11,30.0,55.0
goal_02,False,18,2,16,10,11.1,55.6
goal_03,False,29,7,22,13,24.1,44.8
goal_04,False,29,6,23,15,20.7,51.7
goal_05,True,28,4,24,14,14.3,50.0
goal_06,False,20,5,15,10,25.0,50.0
goal_07,False,23,6,17,10,26.1,43.5
goal_08,False,22,4,18,14,18.2,63.6
goal_09,True,32,3,29,21,9.4,65.6
goal_10,True,16,2,14,10,12.5,62.5
goal_11,False,20,2,18,13,10.0,65.0
goal_12,False,18,6,12,4,33.3,22.2
goal_13,True,37,9,28,22,24.3,59.5
goal_14,False,26,7,19,13,26.9,50.0
goal_15,False,25,6,19,14,24.0,56.0
goal_16,False,25,4,21,14,16.0,56.0
goal_17,True,22,4,18,10,18.2,45.5
goal_18,True,23,3,20,7,13.0,30.4
goal_19,True,24,7,17,11,29.2,45.8
goal_20,False,19,2,17,10,10.5,52.6
goal_21,False,28,4,24,16,14.3,57.1
goal_22,False,29,1,28,16,3.4,55.2
goal_23,True,24,6,18,12,25.0,50.0
goal_24,True,33,5,28,22,15.2,66.7
goal_25,True,16,3,13,12,18.8,75.0
goal_26,False,27,7,20,16,25.9,59.3
goal_27,False,25,7,18,15,28.0,60.0
goal_28,False,21,7,14,10,33.3,47.6
