goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,29,25,4,4,86.2,13.8
goal_02,False,31,27,4,2,87.1,6.5
goal_03,False,31,29,2,1,93.5,3.2
goal_04,False,38,31,7,5,81.6,13.2
goal_05,True,38,36,2,1,94.7,2.6
goal_06,False,29,27,2,1,93.1,3.4
goal_07,False,23,20,3,3,87.0,13.0
goal_08,False,26,24,2,2,92.3,7.7
goal_09,True,38,33,5,5,86.8,13.2
goal_10,True,35,33,2,1,94.3,2.9
goal_11,False,41,36,5,2,87.8,4.9
goal_12,False,36,31,5,2,86.1,5.6
goal_13,True,35,29,6,5,82.9,14.3
goal_14,False,36,33,3,2,91.7,5.6
goal_15,False,38,36,2,2,94.7,5.3
goal_16,False,37,32,5,4,86.5,10.8
goal_17,True,26,24,2,0,92.3,0.0
goal_18,True,32,28,4,3,87.5,9.4
goal_19,True,33,30,3,1,90.9,3.0
goal_20,False,25,20,5,2,80.0,8.0
goal_21,False,38,33,5,4,86.8,10.5
goal_22,False,35,33,2,2,94.3,5.7
goal_23,True,32,27,5,5,84.4,15.6
goal_24,True,43,36,7,6,83.7,14.0
goal_25,True,32,26,6,5,81.2,15.6
goal_26,False,34,32,2,2,94.1,5.9
goal_27,False,49,44,5,3,89.8,6.1
goal_28,False,34,29,5,4,85.3,11.8
