goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,38,28,10,8,73.7,21.1
goal_02,False,40,35,5,5,87.5,12.5
goal_03,False,31,29,2,1,93.5,3.2
goal_04,False,37,27,10,7,73.0,18.9
goal_05,True,40,29,11,10,72.5,25.0
goal_06,False,26,19,7,6,73.1,23.1
goal_07,False,39,36,3,3,92.3,7.7
goal_08,False,45,34,11,8,75.6,17.8
goal_09,True,30,21,9,7,70.0,23.3
goal_10,True,31,20,11,10,64.5,32.3
goal_11,False,40,33,7,3,82.5,7.5
goal_12,False,45,38,7,6,84.4,13.3
goal_13,True,29,24,5,4,82.8,13.8
goal_14,False,38,33,5,4,86.8,10.5
goal_15,False,44,32,12,10,72.7,22.7
goal_16,False,33,28,5,4,84.8,12.1
goal_17,True,42,36,6,3,85.7,7.1
goal_18,True,34,28,6,4,82.4,11.8
goal_19,True,34,25,9,6,73.5,17.6
goal_20,False,29,25,4,2,86.2,6.9
goal_21,False,42,35,7,5,83.3,11.9
goal_22,False,32,25,7,4,78.1,12.5
goal_23,True,37,29,8,7,78.4,18.9
goal_24,True,41,34,7,6,82.9,14.6
goal_25,True,43,34,9,9,79.1,20.9
goal_26,False,29,26,3,3,89.7,10.3
goal_27,False,41,29,12,11,70.7,26.8
goal_28,False,38,34,4,3,89.5,7.9
