goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,159,153,6,153,96.2,96.2
goal_02,False,146,137,9,137,93.8,93.8
goal_03,False,159,155,4,155,97.5,97.5
goal_04,False,177,174,3,174,98.3,98.3
goal_05,True,159,157,2,157,98.7,98.7
goal_06,False,160,154,5,154,96.2,96.2
goal_07,False,179,168,11,168,93.9,93.9
goal_08,False,180,172,8,172,95.6,95.6
goal_09,True,155,150,5,150,96.8,96.8
goal_10,True,152,148,4,148,97.4,97.4
goal_11,False,165,156,9,156,94.5,94.5
goal_12,False,168,157,11,157,93.5,93.5
goal_13,True,152,147,5,147,96.7,96.7
goal_14,False,153,146,7,146,95.4,95.4
goal_15,False,175,171,3,171,97.7,97.7
goal_16,False,182,172,10,172,94.5,94.5
goal_17,True,159,150,9,150,94.3,94.3
goal_18,True,168,166,2,166,98.8,98.8
goal_19,True,144,139,5,139,96.5,96.5
goal_20,False,159,156,2,156,98.1,98.1
goal_21,False,171,163,8,163,95.3,95.3
goal_22,False,169,166,3,166,98.2,98.2
goal_23,True,152,147,5,147,96.7,96.7
goal_24,True,149,143,6,143,96.0,96.0
goal_25,True,156,154,2,154,98.7,98.7
goal_26,False,153,149,4,149,97.4,97.4
goal_27,False,158,151,7,151,95.6,95.6
goal_28,False,159,150,9,150,94.3,94.3
