goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,83,3,80,51,3.6,61.4
goal_02,False,106,2,104,60,1.9,56.6
goal_03,False,91,2,89,60,2.2,65.9
goal_04,False,80,4,76,51,5.0,63.7
goal_05,True,90,0,90,54,0.0,60.0
goal_06,False,90,0,90,62,0.0,68.9
goal_07,False,101,2,99,55,2.0,54.5
goal_08,False,88,3,85,56,3.4,63.6
goal_09,True,98,5,93,63,5.1,64.3
goal_10,True,102,1,101,57,1.0,55.9
goal_11,False,90,4,86,48,4.4,53.3
goal_12,False,89,1,88,55,1.1,61.8
goal_13,True,88,7,81,53,8.0,60.2
goal_14,False,76,2,74,51,2.6,67.1
goal_15,False,91,1,90,54,1.1,59.3
goal_16,False,86,1,85,56,1.2,65.1
goal_17,True,62,2,60,37,3.2,59.7
goal_18,True,95,1,94,54,1.1,56.8
goal_19,True,82,4,78,46,4.9,56.1
goal_20,False,80,1,78,55,1.2,68.8
goal_21,False,90,1,89,55,1.1,61.1
goal_22,False,86,2,84,46,2.3,53.5
goal_23,True,83,0,83,50,0.0,60.2
goal_24,True,73,1,72,38,1.4,52.1
goal_25,True,98,2,95,54,2.0,55.1
goal_26,False,75,0,75,46,0.0,61.3
goal_27,False,86,2,84,49,2.3,57.0
goal_28,False,95,4,91,60,4.2,63.2
