goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,33,27,6,4,81.8,12.1
goal_02,False,33,27,6,3,81.8,9.1
goal_03,False,38,35,3,2,92.1,5.3
goal_04,False,31,24,7,6,77.4,19.4
goal_05,True,29,26,3,3,89.7,10.3
goal_06,False,33,28,5,3,84.8,9.1
goal_07,False,45,36,9,7,80.0,15.6
goal_08,False,35,28,7,5,80.0,14.3
goal_09,True,31,27,4,4,87.1,12.9
goal_10,True,35,30,5,3,85.7,8.6
goal_11,False,43,38,5,3,88.4,7.0
goal_12,False,37,31,6,4,83.8,10.8
goal_13,True,41,37,4,4,90.2,9.8
goal_14,False,40,34,6,4,85.0,10.0
goal_15,False,33,28,5,3,84.8,9.1
goal_16,False,30,27,3,3,90.0,10.0
goal_17,True,36,23,13,11,63.9,30.6
goal_18,True,42,36,6,4,85.7,9.5
goal_19,True,28,24,4,4,85.7,14.3
goal_20,False,38,35,3,3,92.1,7.9
goal_21,False,43,32,11,9,74.4,20.9
goal_22,False,36,32,4,3,88.9,8.3
goal_23,True,33,27,6,6,81.8,18.2
goal_24,True,27,26,1,1,96.3,3.7
goal_25,True,37,37,0,0,100.0,0.0
goal_26,False,32,29,3,2,90.6,6.2
goal_27,False,38,36,2,1,94.7,2.6
goal_28,False,31,25,6,4,80.6,12.9
