goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,23,0,23,17,0.0,73.9
goal_02,False,36,0,36,20,0.0,55.6
goal_03,False,33,0,33,26,0.0,78.8
goal_04,False,23,1,22,13,4.3,56.5
goal_05,True,32,0,32,20,0.0,62.5
goal_06,False,24,0,24,15,0.0,62.5
goal_07,False,37,1,36,21,2.7,56.8
goal_08,False,30,0,30,18,0.0,60.0
goal_09,True,33,0,33,23,0.0,69.7
goal_10,True,28,1,27,16,3.6,57.1
goal_11,False,28,0,28,15,0.0,53.6
goal_12,False,29,0,29,19,0.0,65.5
goal_13,True,32,1,31,23,3.1,71.9
goal_14,False,24,1,23,18,4.2,75.0
goal_15,False,32,0,32,19,0.0,59.4
goal_16,False,27,0,27,19,0.0,70.4
goal_17,True,13,0,13,6,0.0,46.2
goal_18,True,30,0,30,18,0.0,60.0
goal_19,True,30,1,29,17,3.3,56.7
goal_20,False,24,1,23,13,4.2,54.2
goal_21,False,35,0,35,24,0.0,68.6
goal_22,False,33,0,33,16,0.0,48.5
goal_23,True,28,0,28,17,0.0,60.7
goal_24,True,29,0,29,18,0.0,62.1
goal_25,True,33,0,33,20,0.0,60.6
goal_26,False,29,0,29,16,0.0,55.2
goal_27,False,30,2,28,15,6.7,50.0
goal_28,False,27,0,27,13,0.0,48.1
