goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,64,40,24,17,62.5,26.6
goal_02,False,62,44,18,13,71.0,21.0
goal_03,False,63,42,21,16,66.7,25.4
goal_04,False,58,38,20,12,65.5,20.7
goal_05,True,70,46,24,21,65.7,30.0
goal_06,False,72,43,29,21,59.7,29.2
goal_07,False,73,46,27,20,63.0,27.4
goal_08,False,69,48,21,13,69.6,18.8
goal_09,True,64,52,12,9,81.2,14.1
goal_10,True,60,39,21,16,65.0,26.7
goal_11,False,65,44,21,16,67.7,24.6
goal_12,False,65,47,18,15,72.3,23.1
goal_13,True,62,44,18,14,71.0,22.6
goal_14,False,218,152,66,43,69.7,19.7
goal_15,False,171,112,59,46,65.5,26.9
goal_16,False,207,135,72,57,65.2,27.5
goal_17,True,52,29,23,19,55.8,36.5
goal_18,True,73,50,23,17,68.5,23.3
goal_19,True,56,31,25,16,55.4,28.6
goal_20,False,68,50,18,16,73.5,23.5
goal_21,False,54,35,19,14,64.8,25.9
goal_22,False,67,44,23,15,65.7,22.4
goal_23,True,190,123,67,48,64.7,25.3
goal_24,True,185,130,55,44,70.3,23.8
goal_25,True,197,140,57,41,71.1,20.8
goal_26,False,193,128,65,48,66.3,24.9
goal_27,False,187,117,70,52,62.6,27.8
goal_28,False,198,140,58,45,70.7,22.7
