goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,43,33,10,8,76.7,18.6
goal_02,False,41,30,11,7,73.2,17.1
goal_03,False,42,35,7,4,83.3,9.5
goal_04,False,32,21,11,9,65.6,28.1
goal_05,True,52,42,10,9,80.8,17.3
goal_06,False,47,40,7,5,85.1,10.6
goal_07,False,45,32,13,9,71.1,20.0
goal_08,False,45,37,8,6,82.2,13.3
goal_09,True,37,30,7,5,81.1,13.5
goal_10,True,39,31,8,4,79.5,10.3
goal_11,False,34,30,4,3,88.2,8.8
goal_12,False,47,42,5,5,89.4,10.6
goal_13,True,40,30,10,7,75.0,17.5
goal_14,False,140,114,26,19,81.4,13.6
goal_15,False,112,85,27,19,75.9,17.0
goal_16,False,124,86,38,25,69.4,20.2
goal_17,True,33,21,12,10,63.6,30.3
goal_18,True,40,31,9,6,77.5,15.0
goal_19,True,27,19,8,4,70.4,14.8
goal_20,False,43,33,10,8,76.7,18.6
goal_21,False,36,31,5,4,86.1,11.1
goal_22,False,41,33,8,5,80.5,12.2
goal_23,True,121,103,18,14,85.1,11.6
goal_24,True,113,80,33,23,70.8,20.4
goal_25,True,135,100,35,18,74.1,13.3
goal_26,False,128,102,26,16,79.7,12.5
goal_27,False,121,92,29,21,76.0,17.4
goal_28,False,133,108,25,20,81.2,15.0
