goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,66,44,22,21,66.7,31.8
goal_02,False,71,54,17,12,76.1,16.9
goal_03,False,52,42,10,7,80.8,13.5
goal_04,False,58,43,15,13,74.1,22.4
goal_05,True,58,46,12,8,79.3,13.8
goal_06,False,46,36,10,9,78.3,19.6
goal_07,False,64,51,13,11,79.7,17.2
goal_08,False,77,51,26,21,66.2,27.3
goal_09,True,55,38,17,16,69.1,29.1
goal_10,True,47,31,16,10,66.0,21.3
goal_11,False,60,47,13,10,78.3,16.7
goal_12,False,63,44,19,14,69.8,22.2
goal_13,True,47,36,11,10,76.6,21.3
goal_14,False,63,49,14,11,77.8,17.5
goal_15,False,61,44,17,14,72.1,23.0
goal_16,False,54,44,10,6,81.5,11.1
goal_17,True,58,48,10,8,82.8,13.8
goal_18,True,57,42,15,14,73.7,24.6
goal_19,True,58,44,14,10,75.9,17.2
goal_20,False,46,37,9,8,80.4,17.4
goal_21,False,55,47,8,7,85.5,12.7
goal_22,False,54,41,13,10,75.9,18.5
goal_23,True,55,40,15,10,72.7,18.2
goal_24,True,63,47,16,13,74.6,20.6
goal_25,True,60,46,14,12,76.7,20.0
goal_26,False,53,43,10,10,81.1,18.9
goal_27,False,62,42,20,14,67.7,22.6
goal_28,False,59,41,18,14,69.5,23.7
