goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,50,10,40,25,20.0,50.0
goal_02,False,68,14,54,23,20.6,33.8
goal_03,False,52,14,38,25,26.9,48.1
goal_04,False,44,9,35,21,20.5,47.7
goal_05,True,57,13,44,20,22.8,35.1
goal_06,False,50,12,38,22,24.0,44.0
goal_07,False,53,8,45,24,15.1,45.3
goal_08,False,53,11,42,22,20.8,41.5
goal_09,True,60,16,44,26,26.7,43.3
goal_10,True,64,17,47,27,26.6,42.2
goal_11,False,47,6,41,21,12.8,44.7
goal_12,False,52,12,40,21,23.1,40.4
goal_13,True,54,15,39,22,27.8,40.7
goal_14,False,44,15,29,21,34.1,47.7
goal_15,False,52,11,41,18,21.2,34.6
goal_16,False,48,9,39,24,18.8,50.0
goal_17,True,35,5,30,15,14.3,42.9
goal_18,True,52,17,35,19,32.7,36.5
goal_19,True,51,15,36,16,29.4,31.4
goal_20,False,49,12,37,24,24.5,49.0
goal_21,False,56,19,37,14,33.9,25.0
goal_22,False,58,14,44,21,24.1,36.2
goal_23,True,57,15,42,25,26.3,43.9
goal_24,True,53,13,40,18,24.5,34.0
goal_25,True,61,10,51,24,16.4,39.3
goal_26,False,48,8,40,19,16.7,39.6
goal_27,False,55,10,45,22,18.2,40.0
goal_28,False,54,12,42,19,22.2,35.2
