goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,46,12,34,22,26.1,47.8
goal_02,False,37,10,27,22,27.0,59.5
goal_03,False,36,5,31,21,13.9,58.3
goal_04,False,50,11,39,29,22.0,58.0
goal_05,True,41,9,32,19,22.0,46.3
goal_06,False,47,13,34,19,27.7,40.4
goal_07,False,49,10,39,26,20.4,53.1
goal_08,False,50,12,38,24,24.0,48.0
goal_09,True,52,11,41,23,21.2,44.2
goal_10,True,47,16,31,16,34.0,34.0
goal_11,False,45,15,30,18,33.3,40.0
goal_12,False,55,11,44,27,20.0,49.1
goal_13,True,53,9,44,27,17.0,50.9
goal_14,False,45,10,35,22,22.2,48.9
goal_15,False,65,17,48,30,26.2,46.2
goal_16,False,59,13,46,30,22.0,50.8
goal_17,True,38,12,26,17,31.6,44.7
goal_18,True,44,8,36,26,18.2,59.1
goal_19,True,39,8,31,20,20.5,51.3
goal_20,False,36,11,25,18,30.6,50.0
goal_21,False,53,17,36,22,32.1,41.5
goal_22,False,59,18,41,25,30.5,42.4
goal_23,True,33,7,26,16,21.2,48.5
goal_24,True,48,10,38,25,20.8,52.1
goal_25,True,43,10,33,20,23.3,46.5
goal_26,False,56,12,44,27,21.4,48.2
goal_27,False,37,8,29,17,21.6,45.9
goal_28,False,45,11,34,23,24.4,51.1
