goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,154,153,1,153,99.4,99.4
goal_02,False,170,164,6,164,96.5,96.5
goal_03,False,176,172,4,172,97.7,97.7
goal_04,False,185,178,7,178,96.2,96.2
goal_05,True,184,180,4,180,97.8,97.8
goal_06,False,163,160,3,160,98.2,98.2
goal_07,False,168,162,6,162,96.4,96.4
goal_08,False,160,154,6,154,96.2,96.2
goal_09,True,189,185,4,185,97.9,97.9
goal_10,True,163,160,3,160,98.2,98.2
goal_11,False,157,152,5,152,96.8,96.8
goal_12,False,176,169,7,169,96.0,96.0
goal_13,True,198,193,5,193,97.5,97.5
goal_14,False,164,163,1,163,99.4,99.4
goal_15,False,189,187,2,187,98.9,98.9
goal_16,False,162,159,3,159,98.1,98.1
goal_17,True,150,146,4,146,97.3,97.3
goal_18,True,166,162,4,162,97.6,97.6
goal_19,True,150,147,3,147,98.0,98.0
goal_20,False,140,137,3,137,97.9,97.9
goal_21,False,187,183,4,183,97.9,97.9
goal_22,False,185,181,4,181,97.8,97.8
goal_23,True,151,148,3,148,98.0,98.0
goal_24,True,189,182,7,182,96.3,96.3
goal_25,True,143,139,4,139,97.2,97.2
goal_26,False,162,162,0,162,100.0,100.0
goal_27,False,181,178,3,178,98.3,98.3
goal_28,False,178,175,3,175,98.3,98.3
