goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,43,33,10,6,76.7,14.0
goal_02,False,44,37,7,3,84.1,6.8
goal_03,False,60,52,8,6,86.7,10.0
goal_04,False,53,45,8,7,84.9,13.2
goal_05,True,44,41,3,2,93.2,4.5
goal_06,False,51,40,11,8,78.4,15.7
goal_07,False,58,53,5,3,91.4,5.2
goal_08,False,57,46,11,6,80.7,10.5
goal_09,True,50,40,10,7,80.0,14.0
goal_10,True,53,48,5,3,90.6,5.7
goal_11,False,56,48,8,3,85.7,5.4
goal_12,False,56,46,10,6,82.1,10.7
goal_13,True,50,46,4,2,92.0,4.0
goal_14,False,59,48,11,6,81.4,10.2
goal_15,False,60,57,3,1,95.0,1.7
goal_16,False,47,43,4,3,91.5,6.4
goal_17,True,50,42,8,7,84.0,14.0
goal_18,True,68,63,5,4,92.6,5.9
goal_19,True,47,42,5,2,89.4,4.3
goal_20,False,52,45,7,5,86.5,9.6
goal_21,False,66,51,15,11,77.3,16.7
goal_22,False,55,48,7,3,87.3,5.5
goal_23,True,45,37,8,5,82.2,11.1
goal_24,True,47,40,7,7,85.1,14.9
goal_25,True,49,44,5,3,89.8,6.1
goal_26,False,50,44,6,2,88.0,4.0
goal_27,False,55,49,6,3,89.1,5.5
goal_28,False,42,34,8,4,81.0,9.5
