goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,65,35,30,24,53.8,36.9
goal_02,False,82,47,35,28,57.3,34.1
goal_03,False,63,36,27,22,57.1,34.9
goal_04,False,73,46,27,20,63.0,27.4
goal_05,True,76,46,30,25,60.5,32.9
goal_06,False,49,35,14,11,71.4,22.4
goal_07,False,78,47,31,27,60.3,34.6
goal_08,False,63,30,33,30,47.6,47.6
goal_09,True,67,39,28,23,58.2,34.3
goal_10,True,73,42,31,23,57.5,31.5
goal_11,False,65,37,28,24,56.9,36.9
goal_12,False,69,38,31,29,55.1,42.0
goal_13,True,81,49,32,24,60.5,29.6
goal_14,False,198,119,79,68,60.1,34.3
goal_15,False,181,112,69,55,61.9,30.4
goal_16,False,167,102,65,48,61.1,28.7
goal_17,True,67,42,25,19,62.7,28.4
goal_18,True,62,32,30,27,51.6,43.5
goal_19,True,86,47,39,31,54.7,36.0
goal_20,False,70,38,32,23,54.3,32.9
goal_21,False,70,44,26,21,62.9,30.0
goal_22,False,76,39,37,29,51.3,38.2
goal_23,True,224,135,89,74,60.3,33.0
goal_24,True,195,117,78,60,60.0,30.8
goal_25,True,205,124,81,70,60.5,34.1
goal_26,False,225,131,94,75,58.2,33.3
goal_27,False,215,128,87,71,59.5,33.0
goal_28,False,199,115,84,66,57.8,33.2
