goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,220,165,55,220,75.0,100.0
goal_02,False,197,148,49,197,75.1,100.0
goal_03,False,213,152,61,213,71.4,100.0
goal_04,False,203,142,61,203,70.0,100.0
goal_05,True,206,164,42,206,79.6,100.0
goal_06,False,182,134,48,182,73.6,100.0
goal_07,False,178,135,43,178,75.8,100.0
goal_08,False,218,170,48,218,78.0,100.0
goal_09,True,202,158,44,202,78.2,100.0
goal_10,True,187,141,46,187,75.4,100.0
goal_11,False,177,131,46,177,74.0,100.0
goal_12,False,218,161,57,218,73.9,100.0
goal_13,True,174,129,45,174,74.1,100.0
goal_14,False,180,124,56,180,68.9,100.0
goal_15,False,218,156,62,218,71.6,100.0
goal_16,False,208,153,55,208,73.6,100.0
goal_17,True,186,132,54,186,71.0,100.0
goal_18,True,192,145,47,192,75.5,100.0
goal_19,True,190,145,45,190,76.3,100.0
goal_20,False,163,123,40,163,75.5,100.0
goal_21,False,197,135,62,197,68.5,100.0
goal_22,False,196,147,49,196,75.0,100.0
goal_23,True,185,140,45,185,75.7,100.0
goal_24,True,195,150,45,195,76.9,100.0
goal_25,True,199,145,54,199,72.9,100.0
goal_26,False,175,134,41,175,76.6,100.0
goal_27,False,191,135,56,191,70.7,100.0
goal_28,False,203,147,56,203,72.4,100.0
