goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,44,30,14,13,68.2,29.5
goal_02,False,52,43,9,7,82.7,13.5
goal_03,False,37,30,7,3,81.1,8.1
goal_04,False,45,34,11,9,75.6,20.0
goal_05,True,48,33,15,11,68.8,22.9
goal_06,False,27,19,8,7,70.4,25.9
goal_07,False,49,32,17,15,65.3,30.6
goal_08,False,43,26,17,14,60.5,32.6
goal_09,True,43,30,13,11,69.8,25.6
goal_10,True,52,39,13,12,75.0,23.1
goal_11,False,47,35,12,11,74.5,23.4
goal_12,False,44,28,16,14,63.6,31.8
goal_13,True,48,40,8,7,83.3,14.6
goal_14,False,103,76,27,19,73.8,18.4
goal_15,False,113,78,35,28,69.0,24.8
goal_16,False,106,79,27,19,74.5,17.9
goal_17,True,42,28,14,10,66.7,23.8
goal_18,True,44,32,12,10,72.7,22.7
goal_19,True,51,38,13,6,74.5,11.8
goal_20,False,46,31,15,12,67.4,26.1
goal_21,False,42,29,13,9,69.0,21.4
goal_22,False,43,32,11,8,74.4,18.6
goal_23,True,145,102,43,37,70.3,25.5
goal_24,True,118,84,34,28,71.2,23.7
goal_25,True,133,91,42,36,68.4,27.1
goal_26,False,143,104,39,34,72.7,23.8
goal_27,False,137,98,39,32,71.5,23.4
goal_28,False,122,78,44,33,63.9,27.0
