goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,21,1,20,11,4.8,52.4
goal_02,False,38,3,35,23,7.9,60.5
goal_03,False,32,0,32,18,0.0,56.2
goal_04,False,26,2,24,14,7.7,53.8
goal_05,True,33,2,31,19,6.1,57.6
goal_06,False,29,0,29,19,0.0,65.5
goal_07,False,25,1,24,13,4.0,52.0
goal_08,False,34,5,29,16,14.7,47.1
goal_09,True,32,3,29,17,9.4,53.1
goal_10,True,34,2,32,18,5.9,52.9
goal_11,False,26,2,24,16,7.7,61.5
goal_12,False,30,3,27,21,10.0,70.0
goal_13,True,20,1,19,12,5.0,60.0
goal_14,False,32,0,32,18,0.0,56.2
goal_15,False,38,3,35,24,7.9,63.2
goal_16,False,32,2,30,16,6.2,50.0
goal_17,True,36,1,35,20,2.8,55.6
goal_18,True,37,2,35,23,5.4,62.2
goal_19,True,26,2,24,16,7.7,61.5
goal_20,False,25,3,22,11,12.0,44.0
goal_21,False,43,2,41,22,4.7,51.2
goal_22,False,32,1,31,22,3.1,68.8
goal_23,True,29,1,28,17,3.4,58.6
goal_24,True,28,2,26,12,7.1,42.9
goal_25,True,31,1,30,15,3.2,48.4
goal_26,False,26,3,23,14,11.5,53.8
goal_27,False,32,2,30,18,6.2,56.2
goal_28,False,31,1,30,20,3.2,64.5
