goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,63,35,28,26,55.6,41.3
goal_02,False,76,55,21,18,72.4,23.7
goal_03,False,62,38,24,18,61.3,29.0
goal_04,False,71,37,34,20,52.1,28.2
goal_05,True,75,45,30,23,60.0,30.7
goal_06,False,47,25,22,19,53.2,40.4
goal_07,False,77,47,30,21,61.0,27.3
goal_08,False,62,29,33,28,46.8,45.2
goal_09,True,63,32,31,28,50.8,44.4
goal_10,True,72,39,33,28,54.2,38.9
goal_11,False,62,40,22,19,64.5,30.6
goal_12,False,68,32,36,28,47.1,41.2
goal_13,True,76,49,27,21,64.5,27.6
goal_14,False,189,118,71,53,62.4,28.0
goal_15,False,177,100,77,60,56.5,33.9
goal_16,False,163,107,56,44,65.6,27.0
goal_17,True,65,40,25,18,61.5,27.7
goal_18,True,62,34,28,26,54.8,41.9
goal_19,True,81,52,29,20,64.2,24.7
goal_20,False,70,38,32,23,54.3,32.9
goal_21,False,66,49,17,12,74.2,18.2
goal_22,False,75,42,33,27,56.0,36.0
goal_23,True,218,142,76,61,65.1,28.0
goal_24,True,181,116,65,52,64.1,28.7
goal_25,True,201,120,81,65,59.7,32.3
goal_26,False,219,133,86,65,60.7,29.7
goal_27,False,213,134,79,66,62.9,31.0
goal_28,False,187,110,77,63,58.8,33.7
