goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,50,6,44,34,12.0,68.0
goal_02,False,68,10,58,34,14.7,50.0
goal_03,False,54,9,45,37,16.7,68.5
goal_04,False,45,4,41,28,8.9,62.2
goal_05,True,60,10,50,30,16.7,50.0
goal_06,False,51,9,42,32,17.6,62.7
goal_07,False,53,3,50,32,5.7,60.4
goal_08,False,53,5,48,31,9.4,58.5
goal_09,True,60,4,56,39,6.7,65.0
goal_10,True,65,9,56,36,13.8,55.4
goal_11,False,48,8,40,25,16.7,52.1
goal_12,False,53,5,48,28,9.4,52.8
goal_13,True,54,7,47,34,13.0,63.0
goal_14,False,44,5,39,32,11.4,72.7
goal_15,False,52,11,41,24,21.2,46.2
goal_16,False,49,6,43,28,12.2,57.1
goal_17,True,35,7,28,17,20.0,48.6
goal_18,True,53,6,47,31,11.3,58.5
goal_19,True,52,10,42,22,19.2,42.3
goal_20,False,49,5,44,28,10.2,57.1
goal_21,False,60,7,53,29,11.7,48.3
goal_22,False,59,10,49,31,16.9,52.5
goal_23,True,58,4,54,34,6.9,58.6
goal_24,True,54,4,50,32,7.4,59.3
goal_25,True,64,9,55,34,14.1,53.1
goal_26,False,49,5,44,25,10.2,51.0
goal_27,False,56,5,51,31,8.9,55.4
goal_28,False,56,5,51,30,8.9,53.6
