goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,36,13,23,14,36.1,38.9
goal_02,False,50,16,34,30,32.0,60.0
goal_03,False,47,12,35,28,25.5,59.6
goal_04,False,40,11,29,19,27.5,47.5
goal_05,True,50,19,31,24,38.0,48.0
goal_06,False,52,18,34,29,34.6,55.8
goal_07,False,53,12,41,28,22.6,52.8
goal_08,False,52,16,36,31,30.8,59.6
goal_09,True,45,15,30,25,33.3,55.6
goal_10,True,50,16,34,24,32.0,48.0
goal_11,False,47,15,32,24,31.9,51.1
goal_12,False,51,11,40,35,21.6,68.6
goal_13,True,37,13,24,19,35.1,51.4
goal_14,False,55,15,40,26,27.3,47.3
goal_15,False,53,13,40,27,24.5,50.9
goal_16,False,46,9,37,28,19.6,60.9
goal_17,True,53,13,40,28,24.5,52.8
goal_18,True,49,12,37,32,24.5,65.3
goal_19,True,45,13,32,23,28.9,51.1
goal_20,False,36,9,27,22,25.0,61.1
goal_21,False,61,10,51,33,16.4,54.1
goal_22,False,47,10,37,30,21.3,63.8
goal_23,True,46,9,37,25,19.6,54.3
goal_24,True,41,10,31,22,24.4,53.7
goal_25,True,49,15,34,25,30.6,51.0
goal_26,False,48,15,33,25,31.2,52.1
goal_27,False,48,13,35,27,27.1,56.2
goal_28,False,49,13,36,29,26.5,59.2
