goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,51,6,45,30,11.8,58.8
goal_02,False,43,3,40,26,7.0,60.5
goal_03,False,43,3,40,25,7.0,58.1
goal_04,False,63,5,58,44,7.9,69.8
goal_05,True,47,4,43,31,8.5,66.0
goal_06,False,56,5,51,30,8.9,53.6
goal_07,False,56,4,52,40,7.1,71.4
goal_08,False,55,6,49,30,10.9,54.5
goal_09,True,62,4,58,30,6.5,48.4
goal_10,True,54,4,50,27,7.4,50.0
goal_11,False,56,6,50,30,10.7,53.6
goal_12,False,68,3,65,37,4.4,54.4
goal_13,True,61,4,57,36,6.6,59.0
goal_14,False,55,5,50,33,9.1,60.0
goal_15,False,73,10,63,36,13.7,49.3
goal_16,False,66,6,60,36,9.1,54.5
goal_17,True,45,3,42,30,6.7,66.7
goal_18,True,49,5,44,30,10.2,61.2
goal_19,True,46,4,42,28,8.7,60.9
goal_20,False,41,4,37,25,9.8,61.0
goal_21,False,63,3,60,37,4.8,58.7
goal_22,False,70,5,65,39,7.1,55.7
goal_23,True,39,7,32,21,17.9,53.8
goal_24,True,53,6,47,33,11.3,62.3
goal_25,True,57,6,51,32,10.5,56.1
goal_26,False,64,9,55,39,14.1,60.9
goal_27,False,45,4,41,26,8.9,57.8
goal_28,False,50,4,46,24,8.0,48.0
