goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,67,12,55,38,17.9,56.7
goal_02,False,85,12,73,42,14.1,49.4
goal_03,False,75,12,63,46,16.0,61.3
goal_04,False,82,9,73,45,11.0,54.9
goal_05,True,84,15,69,42,17.9,50.0
goal_06,False,75,16,59,39,21.3,52.0
goal_07,False,86,17,69,48,19.8,55.8
goal_08,False,81,15,66,42,18.5,51.9
goal_09,True,77,14,63,39,18.2,50.6
goal_10,True,83,14,69,39,16.9,47.0
goal_11,False,75,17,58,38,22.7,50.7
goal_12,False,77,8,69,51,10.4,66.2
goal_13,True,79,13,66,34,16.5,43.0
goal_14,False,75,9,66,42,12.0,56.0
goal_15,False,87,15,72,48,17.2,55.2
goal_16,False,69,6,63,39,8.7,56.5
goal_17,True,87,17,70,41,19.5,47.1
goal_18,True,91,15,76,54,16.5,59.3
goal_19,True,71,11,60,38,15.5,53.5
goal_20,False,71,13,58,31,18.3,43.7
goal_21,False,85,18,67,39,21.2,45.9
goal_22,False,79,9,70,50,11.4,63.3
goal_23,True,78,6,72,43,7.7,55.1
goal_24,True,59,8,51,35,13.6,59.3
goal_25,True,81,9,72,43,11.1,53.1
goal_26,False,79,14,65,44,17.7,55.7
goal_27,False,69,13,56,33,18.8,47.8
goal_28,False,82,10,72,43,12.2,52.4
