goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,214,144,69,214,67.3,100.0
goal_02,False,223,159,63,223,71.3,100.0
goal_03,False,190,124,66,190,65.3,100.0
goal_04,False,227,146,81,227,64.3,100.0
goal_05,True,219,146,71,219,66.7,100.0
goal_06,False,210,147,63,210,70.0,100.0
goal_07,False,214,157,57,214,73.4,100.0
goal_08,False,215,143,70,215,66.5,100.0
goal_09,True,242,149,90,242,61.6,100.0
goal_10,True,230,159,70,230,69.1,100.0
goal_11,False,210,150,60,210,71.4,100.0
goal_12,False,217,150,66,217,69.1,100.0
goal_13,True,235,157,77,235,66.8,100.0
goal_14,False,203,130,72,203,64.0,100.0
goal_15,False,234,153,80,234,65.4,100.0
goal_16,False,217,151,65,217,69.6,100.0
goal_17,True,212,145,66,212,68.4,100.0
goal_18,True,210,142,66,210,67.6,100.0
goal_19,True,206,149,56,206,72.3,100.0
goal_20,False,213,146,65,213,68.5,100.0
goal_21,False,240,160,77,240,66.7,100.0
goal_22,False,225,155,70,225,68.9,100.0
goal_23,True,220,146,73,220,66.4,100.0
goal_24,True,208,123,80,208,59.1,100.0
goal_25,True,196,127,69,196,64.8,100.0
goal_26,False,192,126,66,192,65.6,100.0
goal_27,False,205,135,70,205,65.9,100.0
goal_28,False,209,143,66,209,68.4,100.0
