goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,33,27,6,6,81.8,18.2
goal_02,False,33,30,3,1,90.9,3.0
goal_03,False,38,30,8,6,78.9,15.8
goal_04,False,31,27,4,4,87.1,12.9
goal_05,True,29,23,6,6,79.3,20.7
goal_06,False,33,31,2,2,93.9,6.1
goal_07,False,45,36,9,6,80.0,13.3
goal_08,False,35,30,5,4,85.7,11.4
goal_09,True,31,28,3,3,90.3,9.7
goal_10,True,36,32,4,2,88.9,5.6
goal_11,False,43,40,3,2,93.0,4.7
goal_12,False,37,33,4,4,89.2,10.8
goal_13,True,41,36,5,4,87.8,9.8
goal_14,False,40,33,7,7,82.5,17.5
goal_15,False,33,28,5,5,84.8,15.2
goal_16,False,30,26,4,4,86.7,13.3
goal_17,True,37,29,8,7,78.4,18.9
goal_18,True,42,34,8,6,81.0,14.3
goal_19,True,28,27,1,1,96.4,3.6
goal_20,False,39,36,3,3,92.3,7.7
goal_21,False,44,33,11,9,75.0,20.5
goal_22,False,36,30,6,4,83.3,11.1
goal_23,True,33,27,6,5,81.8,15.2
goal_24,True,27,23,4,4,85.2,14.8
goal_25,True,37,34,3,2,91.9,5.4
goal_26,False,32,26,6,4,81.2,12.5
goal_27,False,38,34,4,2,89.5,5.3
goal_28,False,31,27,4,4,87.1,12.9
