goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,186,141,45,186,75.8,100.0
goal_02,False,204,145,59,204,71.1,100.0
goal_03,False,160,107,53,160,66.9,100.0
goal_04,False,179,121,58,179,67.6,100.0
goal_05,True,195,142,53,195,72.8,100.0
goal_06,False,210,159,51,210,75.7,100.0
goal_07,False,185,131,54,185,70.8,100.0
goal_08,False,203,148,55,203,72.9,100.0
goal_09,True,195,142,53,195,72.8,100.0
goal_10,True,221,167,54,221,75.6,100.0
goal_11,False,192,137,55,192,71.4,100.0
goal_12,False,193,134,59,193,69.4,100.0
goal_13,True,172,124,48,172,72.1,100.0
goal_14,False,209,152,57,209,72.7,100.0
goal_15,False,221,167,54,221,75.6,100.0
goal_16,False,202,150,52,202,74.3,100.0
goal_17,True,189,142,47,189,75.1,100.0
goal_18,True,200,147,53,200,73.5,100.0
goal_19,True,203,143,60,203,70.4,100.0
goal_20,False,191,143,48,191,74.9,100.0
goal_21,False,175,127,48,175,72.6,100.0
goal_22,False,165,113,52,165,68.5,100.0
goal_23,True,198,146,52,198,73.7,100.0
goal_24,True,228,179,49,228,78.5,100.0
goal_25,True,185,129,56,185,69.7,100.0
goal_26,False,177,132,45,177,74.6,100.0
goal_27,False,194,133,61,194,68.6,100.0
goal_28,False,195,129,66,195,66.2,100.0
