goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,114,94,14,114,82.5,100.0
goal_02,False,119,102,12,119,85.7,100.0
goal_03,False,118,99,13,118,83.9,100.0
goal_04,False,107,88,14,107,82.2,100.0
goal_05,True,119,103,13,119,86.6,100.0
goal_06,False,100,75,21,100,75.0,100.0
goal_07,False,108,94,11,108,87.0,100.0
goal_08,False,108,91,15,108,84.3,100.0
goal_09,True,105,85,15,105,81.0,100.0
goal_10,True,132,114,12,132,86.4,100.0
goal_11,False,92,75,11,92,81.5,100.0
goal_12,False,103,84,14,103,81.6,100.0
goal_13,True,132,104,22,132,78.8,100.0
goal_14,False,112,87,15,112,77.7,100.0
goal_15,False,112,92,17,112,82.1,100.0
goal_16,False,106,91,8,106,85.8,100.0
goal_17,True,103,78,19,103,75.7,100.0
goal_18,True,109,83,17,109,76.1,100.0
goal_19,True,110,90,12,110,81.8,100.0
goal_20,False,100,76,18,100,76.0,100.0
goal_21,False,103,90,8,103,87.4,100.0
goal_22,False,125,102,20,125,81.6,100.0
goal_23,True,105,92,11,105,87.6,100.0
goal_24,True,103,91,9,103,88.3,100.0
goal_25,True,102,85,11,102,83.3,100.0
goal_26,False,110,88,15,110,80.0,100.0
goal_27,False,111,91,14,111,82.0,100.0
goal_28,False,118,95,17,118,80.5,100.0
