goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,172,170,2,170,98.8,98.8
goal_02,False,175,173,2,173,98.9,98.9
goal_03,False,178,175,2,175,98.3,98.3
goal_04,False,152,149,3,149,98.0,98.0
goal_05,True,187,184,3,184,98.4,98.4
goal_06,False,150,150,0,150,100.0,100.0
goal_07,False,190,190,0,190,100.0,100.0
goal_08,False,198,197,1,197,99.5,99.5
goal_09,True,161,161,0,161,100.0,100.0
goal_10,True,156,156,0,156,100.0,100.0
goal_11,False,174,171,3,171,98.3,98.3
goal_12,False,184,182,2,182,98.9,98.9
goal_13,True,159,157,2,157,98.7,98.7
goal_14,False,175,174,1,174,99.4,99.4
goal_15,False,172,171,1,171,99.4,99.4
goal_16,False,192,192,0,192,100.0,100.0
goal_17,True,162,161,1,161,99.4,99.4
goal_18,True,182,181,1,181,99.5,99.5
goal_19,True,183,182,1,182,99.5,99.5
goal_20,False,142,140,2,140,98.6,98.6
goal_21,False,178,177,1,177,99.4,99.4
goal_22,False,156,156,0,156,100.0,100.0
goal_23,True,180,178,2,178,98.9,98.9
goal_24,True,177,175,2,175,98.9,98.9
goal_25,True,165,163,2,163,98.8,98.8
goal_26,False,156,151,4,151,96.8,96.8
goal_27,False,172,171,1,171,99.4,99.4
goal_28,False,168,167,1,167,99.4,99.4
