goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,65,46,19,12,70.8,18.5
goal_02,False,65,46,19,14,70.8,21.5
goal_03,False,55,43,12,9,78.2,16.4
goal_04,False,62,50,12,6,80.6,9.7
goal_05,True,74,56,18,10,75.7,13.5
goal_06,False,63,45,18,11,71.4,17.5
goal_07,False,58,46,12,5,79.3,8.6
goal_08,False,65,51,14,7,78.5,10.8
goal_09,True,51,44,7,5,86.3,9.8
goal_10,True,52,42,10,6,80.8,11.5
goal_11,False,68,57,11,6,83.8,8.8
goal_12,False,52,41,11,8,78.8,15.4
goal_13,True,72,61,11,5,84.7,6.9
goal_14,False,184,151,33,23,82.1,12.5
goal_15,False,180,141,39,29,78.3,16.1
goal_16,False,198,150,48,32,75.8,16.2
goal_17,True,62,41,21,16,66.1,25.8
goal_18,True,74,64,10,8,86.5,10.8
goal_19,True,57,45,12,7,78.9,12.3
goal_20,False,76,57,19,11,75.0,14.5
goal_21,False,69,58,11,6,84.1,8.7
goal_22,False,65,52,13,10,80.0,15.4
goal_23,True,181,138,43,29,76.2,16.0
goal_24,True,179,142,37,26,79.3,14.5
goal_25,True,179,137,42,27,76.5,15.1
goal_26,False,172,133,39,28,77.3,16.3
goal_27,False,159,126,33,21,79.2,13.2
goal_28,False,179,146,33,21,81.6,11.7
