goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,65,29,36,31,44.6,47.7
goal_02,False,82,50,32,29,61.0,35.4
goal_03,False,63,37,26,24,58.7,38.1
goal_04,False,73,31,42,36,42.5,49.3
goal_05,True,76,42,34,27,55.3,35.5
goal_06,False,50,22,28,23,44.0,46.0
goal_07,False,78,41,37,30,52.6,38.5
goal_08,False,63,22,41,39,34.9,61.9
goal_09,True,67,32,35,32,47.8,47.8
goal_10,True,73,33,40,34,45.2,46.6
goal_11,False,65,37,28,19,56.9,29.2
goal_12,False,69,34,35,30,49.3,43.5
goal_13,True,81,43,38,26,53.1,32.1
goal_14,False,199,118,81,65,59.3,32.7
goal_15,False,181,94,87,74,51.9,40.9
goal_16,False,167,88,79,71,52.7,42.5
goal_17,True,68,41,27,18,60.3,26.5
goal_18,True,62,31,31,23,50.0,37.1
goal_19,True,86,47,39,28,54.7,32.6
goal_20,False,70,33,37,33,47.1,47.1
goal_21,False,70,41,29,23,58.6,32.9
goal_22,False,76,40,36,28,52.6,36.8
goal_23,True,225,131,94,75,58.2,33.3
goal_24,True,196,101,95,74,51.5,37.8
goal_25,True,206,116,90,73,56.3,35.4
goal_26,False,227,126,101,84,55.5,37.0
goal_27,False,215,118,97,84,54.9,39.1
goal_28,False,199,99,100,87,49.7,43.7
