semilla,exito,colision,truncamiento,recompensa,longitud,value_loss,policy_gradient_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,learning_rate
42,65.65568084716797,34.311135864257814,0.03318291753530502,322.3737854003906,1928.4659912109375,13.483867263793945,-0.00019408036896493286,-5.289913272857666,0.00475899139419198,0.061894532293081284,0.907276701927185,9.999999747378752e-05
123,67.25283508300781,32.74716339111328,0.0,348.52980346679686,1995.426025390625,43.03578863143921,-0.000797975913155824,-5.099388313293457,0.005591969564557075,0.058515625447034834,0.7969717860221863,9.999999747378752e-05
524,60.434496307373045,39.565503692626955,0.0,308.67640991210936,2033.8299560546875,55.44724054336548,-0.0002450568339554593,-5.515117931365967,0.005084691825322807,0.05748046934604645,0.7560187458992005,9.999999747378752e-05
