semilla,exito,colision,truncamiento,recompensa,longitud,value_loss,policy_gradient_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,learning_rate
42,66.66974029541015,33.1918830871582,0.13837644457817078,431.1481689453125,2880.353955078125,73.49705429077149,0.00014399815845536068,-6.520864200592041,0.007472465094178915,0.06439453065395355,0.06511080265045166,9.999999747378752e-05
123,69.27929077148437,30.67503433227539,0.045674658566713336,301.6978454589844,2452.433935546875,66.54346909523011,-0.0019808753859251738,-5.989359664916992,0.004873059998499229,0.06498046964406967,0.25323483943939207,9.999999747378752e-05
524,69.98182067871093,30.01817741394043,0.0,410.47236328125,2750.322021484375,20.88664264678955,-0.0007005838764598593,-6.456797313690186,0.006295823771506548,0.07668945342302322,0.4625359535217285,9.999999747378752e-05
