episodio,goal_id,resultado,pasos_ap_ex,pasos_retorno,pasos_total,reward_ap_ex,reward_retorno,reward_total,llego_estanteria,llego_descarga
30,goal_01,exito,957,416,1373,276.37,144.91,421.28,1,1
31,goal_01,exito,957,440,1397,276.49,143.07,419.56,1,1
32,goal_01,exito,957,403,1360,276.32,149.92,426.24,1,1
33,goal_01,exito,959,405,1364,276.44,149.29,425.74,1,1
34,goal_01,exito,957,443,1400,276.34,143.06,419.4,1,1
35,goal_01,exito,957,420,1377,276.32,144.67,420.99,1,1
36,goal_01,exito,959,441,1400,276.45,143.22,419.66,1,1
37,goal_01,exito,959,431,1390,276.44,143.67,420.11,1,1
38,goal_01,exito,957,432,1389,276.34,143.6,419.94,1,1
39,goal_01,exito,957,404,1361,276.34,149.34,425.68,1,1
40,goal_01,exito,957,406,1363,276.34,149.45,425.79,1,1
41,goal_01,exito,959,441,1400,276.44,143.2,419.64,1,1
42,goal_01,exito,959,433,1392,276.45,143.53,419.98,1,1
43,goal_01,exito,957,403,1360,276.35,149.76,426.11,1,1
44,goal_01,exito,959,403,1362,276.45,149.69,426.14,1,1
45,goal_01,exito,959,404,1363,276.44,149.45,425.89,1,1
46,goal_01,exito,957,404,1361,276.35,149.36,425.71,1,1
47,goal_01,exito,957,405,1362,276.35,149.62,425.97,1,1
48,goal_01,exito,959,437,1396,276.45,143.21,419.66,1,1
49,goal_01,exito,957,404,1361,276.34,149.53,425.86,1,1
50,goal_01,exito,957,406,1363,276.34,149.33,425.66,1,1
51,goal_01,exito,959,435,1394,276.45,143.39,419.84,1,1
52,goal_01,exito,957,432,1389,276.32,143.68,420.0,1,1
53,goal_01,exito,959,405,1364,276.45,149.78,426.22,1,1
54,goal_01,exito,959,431,1390,276.44,143.73,420.18,1,1
55,goal_01,exito,957,413,1370,276.38,145.05,421.43,1,1
56,goal_01,exito,957,442,1399,276.34,143.0,419.34,1,1
57,goal_01,exito,957,427,1384,276.32,143.95,420.27,1,1
58,goal_01,exito,959,405,1364,276.44,149.41,425.85,1,1
59,goal_01,exito,959,436,1395,276.45,143.32,419.77,1,1
60,goal_01,exito,957,404,1361,276.35,149.42,425.77,1,1
61,goal_01,exito,957,430,1387,276.35,143.71,420.05,1,1
62,goal_01,exito,957,438,1395,276.34,143.33,419.67,1,1
63,goal_01,exito,957,444,1401,276.35,143.18,419.53,1,1
64,goal_01,exito,959,432,1391,276.44,143.69,420.13,1,1
65,goal_01,exito,957,444,1401,276.35,143.13,419.48,1,1
66,goal_01,exito,959,403,1362,276.45,149.78,426.23,1,1
67,goal_01,exito,959,403,1362,276.45,149.74,426.19,1,1
68,goal_01,exito,959,404,1363,276.45,149.36,425.81,1,1
69,goal_01,exito,957,404,1361,276.38,149.52,425.9,1,1
70,goal_01,exito,957,434,1391,276.34,143.52,419.86,1,1
71,goal_01,exito,957,442,1399,276.35,143.16,419.52,1,1
72,goal_01,exito,957,403,1360,276.35,149.68,426.04,1,1
73,goal_01,exito,959,404,1363,276.45,149.77,426.21,1,1
74,goal_01,exito,959,441,1400,276.45,143.12,419.56,1,1
75,goal_01,exito,957,430,1387,276.49,143.79,420.28,1,1
76,goal_01,exito,957,404,1361,276.34,149.67,426.01,1,1
77,goal_01,exito,959,442,1401,276.44,143.08,419.53,1,1
78,goal_01,exito,957,417,1374,276.37,144.72,421.1,1,1
79,goal_01,exito,957,428,1385,276.34,143.93,420.26,1,1
80,goal_01,exito,959,404,1363,276.44,149.6,426.04,1,1
81,goal_01,exito,957,424,1381,276.35,144.22,420.58,1,1
82,goal_01,exito,957,403,1360,276.34,149.86,426.19,1,1
83,goal_01,exito,959,424,1383,276.45,144.31,420.75,1,1
84,goal_01,exito,959,442,1401,276.44,143.06,419.51,1,1
85,goal_01,exito,957,405,1362,276.34,149.64,425.98,1,1
86,goal_01,exito,959,434,1393,276.44,143.38,419.82,1,1
87,goal_01,exito,957,403,1360,276.32,149.78,426.1,1,1
88,goal_01,exito,959,431,1390,276.45,143.53,419.98,1,1
89,goal_01,exito,957,428,1385,276.34,143.81,420.15,1,1
90,goal_01,exito,957,404,1361,276.34,149.46,425.8,1,1
91,goal_01,exito,957,439,1396,276.38,143.13,419.51,1,1
92,goal_01,exito,957,405,1362,276.32,149.31,425.63,1,1
93,goal_01,exito,957,428,1385,276.35,143.79,420.15,1,1
94,goal_01,exito,957,405,1362,276.34,149.52,425.86,1,1
95,goal_01,exito,959,439,1398,276.44,143.15,419.6,1,1
96,goal_01,exito,957,405,1362,276.34,149.36,425.7,1,1
97,goal_01,exito,959,435,1394,276.45,143.47,419.91,1,1
98,goal_01,exito,957,438,1395,276.35,143.33,419.68,1,1
99,goal_01,exito,957,406,1363,276.34,149.3,425.64,1,1
100,goal_01,exito,959,439,1398,276.44,143.15,419.6,1,1
101,goal_02,exito,1216,431,1647,311.31,143.74,455.05,1,1
102,goal_02,exito,1216,435,1651,311.31,143.52,454.83,1,1
103,goal_02,exito,1216,406,1622,311.31,149.32,460.63,1,1
104,goal_02,exito,1216,442,1658,311.31,143.05,454.36,1,1
105,goal_02,exito,1216,427,1643,311.31,143.95,455.27,1,1
106,goal_02,exito,1216,405,1621,311.31,149.32,460.63,1,1
107,goal_02,exito,1216,437,1653,311.31,143.3,454.61,1,1
108,goal_02,exito,1216,431,1647,311.31,143.67,454.98,1,1
109,goal_02,exito,1216,443,1659,311.31,143.13,454.44,1,1
110,goal_02,exito,1216,442,1658,311.31,143.22,454.53,1,1
111,goal_02,exito,1216,435,1651,311.31,143.38,454.69,1,1
112,goal_02,exito,1216,405,1621,311.32,149.31,460.62,1,1
113,goal_02,exito,1216,405,1621,311.31,149.64,460.95,1,1
114,goal_02,exito,1216,405,1621,311.32,149.49,460.81,1,1
115,goal_02,exito,1216,417,1633,311.32,144.75,456.07,1,1
116,goal_02,exito,1216,404,1620,311.31,149.35,460.66,1,1
117,goal_02,exito,1216,444,1660,311.31,143.11,454.42,1,1
118,goal_02,exito,1216,405,1621,311.31,149.48,460.79,1,1
119,goal_02,exito,1216,405,1621,311.31,149.64,460.95,1,1
120,goal_02,exito,1216,405,1621,311.32,149.35,460.67,1,1
121,goal_02,exito,1216,441,1657,311.31,143.16,454.47,1,1
122,goal_02,exito,1216,441,1657,311.31,143.12,454.43,1,1
123,goal_02,exito,1216,419,1635,311.31,144.74,456.05,1,1
124,goal_02,exito,1216,405,1621,311.32,149.35,460.68,1,1
125,goal_02,exito,1216,440,1656,311.31,143.22,454.53,1,1
126,goal_02,exito,1216,442,1658,311.31,143.09,454.4,1,1
127,goal_02,exito,1216,404,1620,311.31,149.36,460.68,1,1
128,goal_02,exito,1216,441,1657,311.31,143.16,454.48,1,1
129,goal_02,exito,1216,404,1620,311.31,149.34,460.66,1,1
130,goal_02,exito,1216,429,1645,311.31,143.9,455.22,1,1
131,goal_02,exito,1216,406,1622,311.32,149.34,460.66,1,1
132,goal_02,exito,1216,442,1658,311.32,143.05,454.37,1,1
133,goal_02,exito,1216,405,1621,311.31,149.64,460.95,1,1
134,goal_02,exito,1216,405,1621,311.32,149.31,460.63,1,1
135,goal_02,exito,1216,404,1620,311.31,149.35,460.66,1,1
136,goal_02,exito,1216,405,1621,311.31,149.3,460.61,1,1
137,goal_02,exito,1216,427,1643,311.31,144.01,455.32,1,1
138,goal_02,exito,1216,405,1621,311.31,149.3,460.61,1,1
139,goal_02,exito,1216,436,1652,311.31,143.28,454.59,1,1
140,goal_02,exito,1216,404,1620,311.31,149.82,461.13,1,1
141,goal_02,exito,1216,405,1621,311.32,149.42,460.74,1,1
142,goal_02,exito,1216,405,1621,311.32,149.41,460.73,1,1
143,goal_02,exito,1216,438,1654,311.32,143.34,454.66,1,1
144,goal_02,exito,1216,405,1621,311.31,149.64,460.95,1,1
145,goal_02,exito,1216,441,1657,311.32,143.13,454.45,1,1
146,goal_02,exito,1216,406,1622,311.31,149.34,460.65,1,1
147,goal_02,exito,1216,404,1620,311.31,149.68,460.99,1,1
148,goal_02,exito,1216,433,1649,311.31,143.55,454.87,1,1
149,goal_02,exito,1216,404,1620,311.31,149.53,460.84,1,1
150,goal_02,exito,1216,403,1619,311.31,149.83,461.14,1,1
151,goal_02,exito,1216,404,1620,311.31,149.7,461.01,1,1
152,goal_02,exito,1216,434,1650,311.32,143.46,454.78,1,1
153,goal_02,exito,1216,404,1620,311.31,149.46,460.77,1,1
154,goal_02,exito,1216,405,1621,311.31,149.45,460.76,1,1
155,goal_02,exito,1216,417,1633,311.32,144.92,456.24,1,1
156,goal_02,exito,1216,434,1650,311.31,143.44,454.75,1,1
157,goal_02,exito,1216,436,1652,311.31,143.32,454.63,1,1
158,goal_02,exito,1216,404,1620,311.31,149.33,460.64,1,1
159,goal_02,exito,1216,405,1621,311.31,149.31,460.63,1,1
160,goal_02,exito,1216,429,1645,311.31,143.92,455.23,1,1
161,goal_02,exito,1216,436,1652,311.32,143.26,454.59,1,1
162,goal_02,exito,1216,435,1651,311.31,143.47,454.78,1,1
163,goal_02,exito,1216,440,1656,311.31,143.21,454.53,1,1
164,goal_02,exito,1216,405,1621,311.31,149.5,460.82,1,1
165,goal_02,exito,1216,403,1619,311.32,149.86,461.18,1,1
166,goal_02,exito,1216,403,1619,311.31,149.69,461.01,1,1
167,goal_02,exito,1216,420,1636,311.31,144.53,455.84,1,1
168,goal_02,exito,1216,405,1621,311.31,149.46,460.78,1,1
169,goal_02,exito,1216,443,1659,311.32,143.04,454.36,1,1
170,goal_02,exito,1216,403,1619,311.31,149.7,461.01,1,1
171,goal_02,exito,1216,403,1619,311.31,149.77,461.08,1,1
172,goal_02,exito,1216,405,1621,311.31,149.47,460.78,1,1
173,goal_02,exito,1216,435,1651,311.31,143.48,454.79,1,1
174,goal_02,exito,1216,425,1641,311.31,144.07,455.38,1,1
175,goal_02,exito,1216,443,1659,311.31,143.05,454.36,1,1
176,goal_02,exito,1216,434,1650,311.31,143.36,454.68,1,1
177,goal_02,exito,1216,438,1654,311.31,143.34,454.65,1,1
178,goal_02,exito,1216,405,1621,311.31,149.31,460.62,1,1
179,goal_02,exito,1216,404,1620,311.31,149.53,460.84,1,1
180,goal_02,exito,1216,405,1621,311.31,149.31,460.62,1,1
181,goal_02,exito,1216,434,1650,311.31,143.46,454.77,1,1
182,goal_02,exito,1216,433,1649,311.31,143.53,454.84,1,1
183,goal_02,exito,1216,429,1645,311.31,143.75,455.06,1,1
184,goal_02,exito,1216,436,1652,311.31,143.27,454.59,1,1
185,goal_02,exito,1216,437,1653,311.31,143.21,454.52,1,1
186,goal_02,exito,1216,404,1620,311.31,149.59,460.91,1,1
187,goal_02,exito,1216,406,1622,311.31,149.36,460.67,1,1
188,goal_02,exito,1216,436,1652,311.31,143.28,454.59,1,1
189,goal_02,exito,1216,440,1656,311.31,143.21,454.52,1,1
190,goal_02,exito,1216,404,1620,311.31,149.46,460.77,1,1
191,goal_02,exito,1216,435,1651,311.31,143.44,454.76,1,1
192,goal_02,exito,1216,429,1645,311.31,143.89,455.21,1,1
193,goal_02,exito,1216,429,1645,311.31,143.84,455.15,1,1
194,goal_02,exito,1216,444,1660,311.31,143.07,454.38,1,1
195,goal_02,exito,1216,423,1639,311.31,144.3,455.61,1,1
196,goal_02,exito,1216,406,1622,311.31,149.2,460.51,1,1
197,goal_02,exito,1216,405,1621,311.31,149.31,460.63,1,1
198,goal_02,exito,1216,405,1621,311.31,149.5,460.81,1,1
199,goal_02,exito,1216,405,1621,311.31,149.24,460.55,1,1
200,goal_02,exito,1216,441,1657,311.31,143.18,454.49,1,1
201,goal_03,exito,1435,423,1858,344.46,144.16,488.62,1,1
202,goal_03,exito,1435,404,1839,344.44,149.52,493.96,1,1
203,goal_03,exito,1435,413,1848,344.44,145.13,489.57,1,1
204,goal_03,exito,1435,439,1874,344.44,143.17,487.61,1,1
205,goal_03,exito,1435,404,1839,344.44,149.6,494.03,1,1
206,goal_03,exito,1435,440,1875,344.43,143.2,487.64,1,1
207,goal_03,exito,1435,420,1855,344.44,144.53,488.96,1,1
208,goal_03,exito,1435,427,1862,344.44,143.99,488.43,1,1
209,goal_03,exito,1435,406,1841,344.44,149.3,493.74,1,1
210,goal_03,exito,1435,427,1862,344.44,143.96,488.4,1,1
211,goal_03,exito,1435,403,1838,344.44,149.69,494.13,1,1
212,goal_03,exito,1435,405,1840,344.43,149.32,493.75,1,1
213,goal_03,exito,1435,433,1868,344.44,143.47,487.91,1,1
214,goal_03,exito,1435,405,1840,344.44,149.46,493.9,1,1
215,goal_03,exito,1435,423,1858,344.46,144.34,488.79,1,1
216,goal_03,exito,1435,405,1840,344.44,149.48,493.92,1,1
217,goal_03,exito,1435,430,1865,344.44,143.73,488.16,1,1
218,goal_03,exito,1435,430,1865,344.44,143.78,488.22,1,1
219,goal_03,exito,1435,436,1871,344.46,143.53,487.98,1,1
220,goal_03,exito,1435,403,1838,344.46,149.93,494.39,1,1
221,goal_03,exito,1435,426,1861,344.44,144.01,488.45,1,1
222,goal_03,exito,1435,404,1839,344.44,149.53,493.97,1,1
223,goal_03,exito,1435,437,1872,344.44,143.19,487.62,1,1
224,goal_03,exito,1435,405,1840,344.44,149.38,493.82,1,1
225,goal_03,exito,1435,434,1869,344.46,143.48,487.94,1,1
226,goal_03,exito,1435,438,1873,344.44,143.35,487.79,1,1
227,goal_03,exito,1435,436,1871,344.44,143.45,487.89,1,1
228,goal_03,exito,1435,433,1868,344.46,143.46,487.92,1,1
229,goal_03,exito,1435,405,1840,344.44,149.47,493.91,1,1
230,goal_03,exito,1435,422,1857,344.46,144.47,488.93,1,1
231,goal_03,exito,1435,440,1875,344.44,143.16,487.6,1,1
232,goal_03,exito,1435,422,1857,344.44,144.37,488.81,1,1
233,goal_03,exito,1435,404,1839,344.44,149.35,493.79,1,1
234,goal_03,exito,1435,405,1840,344.44,149.44,493.88,1,1
235,goal_03,exito,1435,442,1877,344.46,143.08,487.54,1,1
236,goal_03,exito,1435,427,1862,344.44,143.98,488.42,1,1
237,goal_03,exito,1435,443,1878,344.44,143.14,487.57,1,1
238,goal_03,exito,1435,404,1839,344.46,149.42,493.87,1,1
239,goal_03,exito,1435,439,1874,344.44,143.15,487.59,1,1
240,goal_03,exito,1435,436,1871,344.44,143.28,487.71,1,1
241,goal_03,exito,1435,436,1871,344.44,143.3,487.74,1,1
242,goal_03,exito,1435,405,1840,344.44,149.44,493.88,1,1
243,goal_03,exito,1435,417,1852,344.46,144.83,489.29,1,1
244,goal_03,exito,1435,432,1867,344.44,143.54,487.97,1,1
245,goal_03,exito,1435,431,1866,344.44,143.61,488.04,1,1
246,goal_03,exito,1435,440,1875,344.44,143.25,487.69,1,1
247,goal_03,exito,1435,433,1868,344.44,143.47,487.9,1,1
248,goal_03,exito,1435,421,1856,344.44,144.62,489.06,1,1
249,goal_03,exito,1435,444,1879,344.46,143.1,487.56,1,1
250,goal_03,exito,1435,430,1865,344.44,143.85,488.29,1,1
251,goal_03,exito,1435,405,1840,344.46,149.46,493.92,1,1
252,goal_03,exito,1435,428,1863,344.46,143.89,488.35,1,1
253,goal_03,exito,1435,433,1868,344.44,143.49,487.93,1,1
254,goal_03,exito,1435,439,1874,344.44,143.2,487.65,1,1
255,goal_03,exito,1435,434,1869,344.44,143.58,488.02,1,1
256,goal_03,exito,1435,404,1839,344.44,149.52,493.96,1,1
257,goal_03,exito,1435,444,1879,344.44,143.18,487.61,1,1
258,goal_03,exito,1435,405,1840,344.44,149.49,493.93,1,1
259,goal_03,exito,1435,405,1840,344.46,149.37,493.83,1,1
260,goal_03,exito,1435,430,1865,344.46,143.72,488.18,1,1
261,goal_03,exito,1435,436,1871,344.43,143.29,487.72,1,1
262,goal_03,exito,1435,404,1839,344.44,149.34,493.77,1,1
263,goal_03,exito,1435,403,1838,344.44,149.7,494.14,1,1
264,goal_03,exito,1435,405,1840,344.43,149.25,493.69,1,1
265,goal_03,exito,1435,425,1860,344.44,144.06,488.5,1,1
266,goal_03,exito,1435,406,1841,344.44,149.32,493.75,1,1
267,goal_03,exito,1435,433,1868,344.46,143.57,488.03,1,1
268,goal_03,exito,1435,444,1879,344.46,143.07,487.53,1,1
269,goal_03,exito,1435,438,1873,344.44,143.33,487.77,1,1
270,goal_03,exito,1435,434,1869,344.44,143.51,487.95,1,1
271,goal_03,exito,1435,432,1867,344.44,143.68,488.12,1,1
272,goal_03,exito,1435,441,1876,344.46,143.21,487.67,1,1
273,goal_03,exito,1435,444,1879,344.44,143.07,487.51,1,1
274,goal_03,exito,1435,435,1870,344.44,143.51,487.95,1,1
275,goal_03,exito,1435,431,1866,344.44,143.58,488.02,1,1
276,goal_03,exito,1435,434,1869,344.44,143.57,488.0,1,1
277,goal_03,exito,1435,406,1841,344.44,149.27,493.71,1,1
278,goal_03,exito,1435,434,1869,344.44,143.52,487.96,1,1
279,goal_03,exito,1435,431,1866,344.44,143.6,488.04,1,1
280,goal_03,exito,1435,404,1839,344.44,149.35,493.78,1,1
281,goal_03,exito,1435,405,1840,344.44,149.31,493.74,1,1
282,goal_03,exito,1435,406,1841,344.44,149.3,493.74,1,1
283,goal_03,exito,1435,436,1871,344.46,143.37,487.83,1,1
284,goal_03,exito,1435,406,1841,344.44,149.31,493.75,1,1
285,goal_03,exito,1435,436,1871,344.46,143.51,487.97,1,1
286,goal_03,exito,1435,404,1839,344.43,149.59,494.03,1,1
287,goal_03,exito,1435,434,1869,344.44,143.47,487.91,1,1
288,goal_03,exito,1435,404,1839,344.44,149.41,493.85,1,1
289,goal_03,exito,1435,405,1840,344.44,149.32,493.76,1,1
290,goal_03,exito,1435,432,1867,344.44,143.56,488.0,1,1
291,goal_03,exito,1435,442,1877,344.44,143.0,487.43,1,1
292,goal_03,exito,1435,406,1841,344.43,149.35,493.78,1,1
293,goal_03,exito,1435,432,1867,344.44,143.71,488.15,1,1
294,goal_03,exito,1435,405,1840,344.46,149.32,493.78,1,1
295,goal_03,exito,1435,404,1839,344.44,149.6,494.03,1,1
296,goal_03,exito,1435,427,1862,344.43,143.97,488.41,1,1
297,goal_03,exito,1435,443,1878,344.44,143.13,487.57,1,1
298,goal_03,exito,1435,406,1841,344.44,149.32,493.76,1,1
299,goal_03,exito,1435,442,1877,344.46,143.06,487.52,1,1
300,goal_03,exito,1435,406,1841,344.44,149.2,493.64,1,1
301,goal_04,exito,1666,431,2097,382.55,143.7,526.25,1,1
302,goal_04,exito,1666,442,2108,382.55,143.23,525.78,1,1
303,goal_04,exito,1666,441,2107,382.55,143.18,525.73,1,1
304,goal_04,exito,1666,404,2070,382.55,149.46,532.01,1,1
305,goal_04,exito,1666,404,2070,382.55,149.44,532.0,1,1
306,goal_04,exito,1666,405,2071,382.55,149.38,531.93,1,1
307,goal_04,exito,1666,433,2099,382.55,143.49,526.04,1,1
308,goal_04,exito,1666,429,2095,382.55,143.8,526.34,1,1
309,goal_04,exito,1666,406,2072,382.55,149.32,531.87,1,1
310,goal_04,exito,1666,406,2072,382.55,149.31,531.87,1,1
311,goal_04,exito,1666,404,2070,382.55,149.65,532.21,1,1
312,goal_04,exito,1666,404,2070,382.55,149.35,531.9,1,1
313,goal_04,exito,1666,440,2106,382.55,143.41,525.96,1,1
314,goal_04,exito,1666,432,2098,382.55,143.68,526.23,1,1
315,goal_04,exito,1666,406,2072,382.55,149.4,531.95,1,1
316,goal_04,exito,1666,404,2070,382.56,149.42,531.98,1,1
317,goal_04,exito,1666,440,2106,382.55,143.42,525.97,1,1
318,goal_04,exito,1666,405,2071,382.55,149.6,532.14,1,1
319,goal_04,exito,1666,404,2070,382.55,149.48,532.02,1,1
320,goal_04,exito,1666,438,2104,382.55,143.28,525.83,1,1
321,goal_04,exito,1666,405,2071,382.55,149.45,532.0,1,1
322,goal_04,exito,1666,404,2070,382.55,149.67,532.22,1,1
323,goal_04,exito,1666,441,2107,382.55,143.1,525.65,1,1
324,goal_04,exito,1666,405,2071,382.55,149.47,532.02,1,1
325,goal_04,exito,1666,406,2072,382.55,149.32,531.88,1,1
326,goal_04,exito,1666,443,2109,382.55,143.14,525.69,1,1
327,goal_04,exito,1666,435,2101,382.55,143.45,526.0,1,1
328,goal_04,exito,1666,427,2093,382.55,143.94,526.49,1,1
329,goal_04,exito,1666,427,2093,382.55,144.01,526.56,1,1
330,goal_04,exito,1666,404,2070,382.55,149.28,531.83,1,1
331,goal_04,exito,1666,405,2071,382.55,149.64,532.19,1,1
332,goal_04,exito,1666,406,2072,382.55,149.32,531.86,1,1
333,goal_04,exito,1666,405,2071,382.55,149.29,531.84,1,1
334,goal_04,exito,1666,403,2069,382.55,149.61,532.16,1,1
335,goal_04,exito,1666,438,2104,382.55,143.35,525.89,1,1
336,goal_04,exito,1666,406,2072,382.55,149.38,531.94,1,1
337,goal_04,exito,1666,405,2071,382.55,149.45,532.0,1,1
338,goal_04,exito,1666,405,2071,382.55,149.23,531.78,1,1
339,goal_04,exito,1666,440,2106,382.54,143.51,526.05,1,1
340,goal_04,exito,1666,419,2085,382.55,144.74,527.3,1,1
341,goal_04,exito,1666,405,2071,382.55,149.37,531.92,1,1
342,goal_04,exito,1666,435,2101,382.55,143.47,526.02,1,1
343,goal_04,exito,1666,440,2106,382.55,143.46,526.01,1,1
344,goal_04,exito,1666,405,2071,382.55,149.47,532.02,1,1
345,goal_04,exito,1666,404,2070,382.55,149.35,531.9,1,1
346,goal_04,exito,1666,439,2105,382.55,143.13,525.68,1,1
347,goal_04,exito,1666,405,2071,382.54,149.36,531.91,1,1
348,goal_04,exito,1666,418,2084,382.55,144.85,527.4,1,1
349,goal_04,exito,1666,427,2093,382.55,143.99,526.54,1,1
350,goal_04,exito,1666,405,2071,382.56,149.44,531.99,1,1
351,goal_04,exito,1666,442,2108,382.56,143.07,525.63,1,1
352,goal_04,exito,1666,405,2071,382.55,149.39,531.94,1,1
353,goal_04,exito,1666,436,2102,382.55,143.31,525.86,1,1
354,goal_04,exito,1666,434,2100,382.55,143.5,526.04,1,1
355,goal_04,exito,1666,432,2098,382.55,143.54,526.09,1,1
356,goal_04,exito,1666,404,2070,382.55,149.59,532.14,1,1
357,goal_04,exito,1666,430,2096,382.55,143.76,526.31,1,1
358,goal_04,exito,1666,429,2095,382.55,143.79,526.34,1,1
359,goal_04,exito,1666,404,2070,382.55,149.29,531.84,1,1
360,goal_04,exito,1666,442,2108,382.55,143.05,525.61,1,1
361,goal_04,exito,1666,405,2071,382.55,149.4,531.94,1,1
362,goal_04,exito,1666,433,2099,382.55,143.55,526.09,1,1
363,goal_04,exito,1666,405,2071,382.55,149.31,531.85,1,1
364,goal_04,exito,1666,406,2072,382.55,149.33,531.88,1,1
365,goal_04,exito,1666,405,2071,382.55,149.48,532.03,1,1
366,goal_04,exito,1666,425,2091,382.55,144.06,526.62,1,1
367,goal_04,exito,1666,430,2096,382.55,143.7,526.26,1,1
368,goal_04,exito,1666,405,2071,382.54,149.35,531.9,1,1
369,goal_04,exito,1666,438,2104,382.55,143.33,525.88,1,1
370,goal_04,exito,1666,404,2070,382.55,149.53,532.08,1,1
371,goal_04,exito,1666,437,2103,382.55,143.2,525.75,1,1
372,goal_04,exito,1666,426,2092,382.55,143.97,526.52,1,1
373,goal_04,exito,1666,404,2070,382.55,149.36,531.91,1,1
374,goal_04,exito,1666,428,2094,382.55,143.9,526.45,1,1
375,goal_04,exito,1666,405,2071,382.55,149.26,531.81,1,1
376,goal_04,exito,1666,406,2072,382.55,149.33,531.87,1,1
377,goal_04,exito,1666,435,2101,382.55,143.36,525.92,1,1
378,goal_04,exito,1666,406,2072,382.55,149.4,531.95,1,1
379,goal_04,exito,1666,427,2093,382.56,144.01,526.56,1,1
380,goal_04,exito,1666,404,2070,382.55,149.41,531.96,1,1
381,goal_04,exito,1666,406,2072,382.55,149.31,531.87,1,1
382,goal_04,exito,1666,414,2080,382.55,145.04,527.59,1,1
383,goal_04,exito,1666,406,2072,382.55,149.4,531.95,1,1
384,goal_04,exito,1666,416,2082,382.55,144.9,527.46,1,1
385,goal_04,exito,1666,403,2069,382.55,149.61,532.16,1,1
386,goal_04,exito,1666,443,2109,382.55,143.05,525.61,1,1
387,goal_04,exito,1666,438,2104,382.55,143.32,525.87,1,1
388,goal_04,exito,1666,405,2071,382.55,149.42,531.97,1,1
389,goal_04,exito,1666,437,2103,382.56,143.35,525.91,1,1
390,goal_04,exito,1666,435,2101,382.55,143.51,526.05,1,1
391,goal_04,exito,1666,438,2104,382.55,143.3,525.85,1,1
392,goal_04,exito,1666,439,2105,382.55,143.36,525.91,1,1
393,goal_04,exito,1666,406,2072,382.55,149.3,531.85,1,1
394,goal_04,exito,1666,440,2106,382.55,143.22,525.78,1,1
395,goal_04,exito,1666,406,2072,382.55,149.4,531.95,1,1
396,goal_04,exito,1666,404,2070,382.55,149.29,531.84,1,1
397,goal_04,exito,1666,406,2072,382.55,149.4,531.95,1,1
398,goal_04,exito,1666,433,2099,382.56,143.53,526.08,1,1
399,goal_04,exito,1666,433,2099,382.55,143.54,526.09,1,1
400,goal_04,exito,1666,435,2101,382.54,143.49,526.04,1,1
401,goal_05,exito,657,404,1061,233.81,149.65,383.46,1,1
402,goal_05,exito,656,439,1095,233.78,143.16,376.94,1,1
403,goal_05,exito,657,406,1063,233.84,149.39,383.23,1,1
404,goal_05,exito,657,404,1061,233.93,149.68,383.6,1,1
405,goal_05,exito,657,404,1061,233.86,149.52,383.38,1,1
406,goal_05,exito,657,441,1098,233.9,143.13,377.03,1,1
407,goal_05,exito,657,428,1085,233.84,143.82,377.66,1,1
408,goal_05,exito,657,423,1080,233.9,144.2,378.11,1,1
409,goal_05,exito,657,427,1084,233.81,144.0,377.8,1,1
410,goal_05,exito,657,416,1073,233.8,145.04,378.84,1,1
