episodio,goal_id,resultado,pasos_ap_ex,pasos_retorno,pasos_total,reward_ap_ex,reward_retorno,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_retorno,954,1,955,278.01,-150.0,128.01,1,1
2,goal_01,col_exit,680,0,680,-15.25,0.0,-15.25,1,0
3,goal_01,col_exit,705,0,705,-20.94,0.0,-20.94,1,0
4,goal_01,col_exit,822,0,822,5.39,0.0,5.39,1,0
5,goal_01,col_exit,691,0,691,-14.79,0.0,-14.79,1,0
6,goal_01,col_exit,695,0,695,-14.57,0.0,-14.57,1,0
7,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
8,goal_01,col_exit,718,0,718,-10.31,0.0,-10.31,1,0
9,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
10,goal_01,col_exit,715,0,715,-10.43,0.0,-10.43,1,0
11,goal_01,col_retorno,953,1,954,277.47,-150.0,127.47,1,1
12,goal_01,col_exit,764,0,764,-7.97,0.0,-7.97,1,0
13,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
14,goal_01,col_exit,714,0,714,-11.55,0.0,-11.55,1,0
15,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
16,goal_01,col_exit,712,0,712,-11.13,0.0,-11.13,1,0
17,goal_01,col_retorno,953,1,954,277.49,-150.0,127.49,1,1
18,goal_01,col_exit,764,0,764,-6.04,0.0,-6.04,1,0
19,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
20,goal_01,col_exit,715,0,715,-11.66,0.0,-11.66,1,0
21,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
22,goal_01,col_exit,711,0,711,-10.84,0.0,-10.84,1,0
23,goal_01,col_retorno,953,1,954,277.53,-150.0,127.53,1,1
24,goal_01,col_exit,680,0,680,-17.65,0.0,-17.65,1,0
25,goal_01,col_exit,728,0,728,-9.45,0.0,-9.45,1,0
26,goal_01,col_exit,796,0,796,1.59,0.0,1.59,1,0
27,goal_01,col_exit,690,0,690,-14.19,0.0,-14.19,1,0
28,goal_01,col_exit,689,0,689,-19.98,0.0,-19.98,1,0
29,goal_01,col_exit,842,0,842,9.31,0.0,9.31,1,0
30,goal_01,col_exit,697,0,697,-15.62,0.0,-15.62,1,0
31,goal_01,col_exit,689,0,689,-13.63,0.0,-13.63,1,0
32,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
33,goal_01,col_exit,722,0,722,-11.01,0.0,-11.01,1,0
34,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
35,goal_01,col_exit,712,0,712,-10.93,0.0,-10.93,1,0
36,goal_01,col_retorno,953,1,954,277.64,-150.0,127.63,1,1
37,goal_01,col_exit,682,0,682,-17.48,0.0,-17.48,1,0
38,goal_01,col_exit,723,0,723,-10.3,0.0,-10.3,1,0
39,goal_01,col_exit,798,0,798,2.17,0.0,2.17,1,0
40,goal_01,col_exit,690,0,690,-14.04,0.0,-14.04,1,0
41,goal_01,col_exit,683,0,683,-19.02,0.0,-19.02,1,0
42,goal_01,col_exit,849,0,849,9.65,0.0,9.65,1,0
43,goal_01,col_exit,695,0,695,-14.02,0.0,-14.02,1,0
44,goal_01,col_exit,689,0,689,-14.48,0.0,-14.48,1,0
45,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
46,goal_01,col_exit,724,0,724,-9.46,0.0,-9.46,1,0
47,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
48,goal_01,col_exit,756,0,756,-4.35,0.0,-4.35,1,0
49,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
50,goal_01,col_exit,710,0,710,-11.76,0.0,-11.76,1,0
51,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
52,goal_01,col_exit,725,0,725,-10.01,0.0,-10.01,1,0
53,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
54,goal_01,col_exit,755,0,755,-4.45,0.0,-4.45,1,0
55,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
56,goal_01,col_exit,710,0,710,-11.63,0.0,-11.63,1,0
57,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
58,goal_01,col_exit,725,0,725,-9.78,0.0,-9.78,1,0
59,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
60,goal_01,col_exit,755,0,755,-4.68,0.0,-4.68,1,0
61,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
62,goal_01,col_exit,710,0,710,-11.59,0.0,-11.59,1,0
63,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
64,goal_01,col_exit,725,0,725,-9.05,0.0,-9.05,1,0
65,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
66,goal_01,col_exit,755,0,755,-5.27,0.0,-5.27,1,0
67,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
68,goal_01,col_exit,709,0,709,-11.85,0.0,-11.85,1,0
69,goal_01,col_retorno,953,1,954,277.89,-150.0,127.88,1,1
70,goal_01,col_exit,726,0,726,-9.58,0.0,-9.58,1,0
71,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
72,goal_01,col_exit,756,0,756,-5.26,0.0,-5.26,1,0
73,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
74,goal_01,col_exit,708,0,708,-11.95,0.0,-11.95,1,0
75,goal_01,col_retorno,953,1,954,277.89,-150.0,127.88,1,1
76,goal_01,col_exit,726,0,726,-9.48,0.0,-9.48,1,0
77,goal_01,col_retorno,953,1,954,277.7,-150.0,127.7,1,1
78,goal_01,col_exit,756,0,756,-5.38,0.0,-5.38,1,0
79,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
80,goal_01,col_exit,708,0,708,-12.06,0.0,-12.06,1,0
81,goal_01,col_retorno,953,1,954,277.82,-150.0,127.81,1,1
