episodio,goal_id,resultado,pasos_ap_ex,pasos_retorno,pasos_total,reward_ap_ex,reward_retorno,reward_total,llego_estanteria,llego_descarga
82,goal_01,col_exit,726,0,726,-9.5,0.0,-9.5,1,0
83,goal_01,col_retorno,953,1,954,277.57,-150.0,127.57,1,1
84,goal_01,col_exit,756,0,756,-4.57,0.0,-4.57,1,0
85,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
86,goal_01,col_exit,710,0,710,-11.44,0.0,-11.44,1,0
87,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
88,goal_01,col_exit,725,0,725,-9.44,0.0,-9.44,1,0
89,goal_01,col_retorno,953,1,954,277.51,-150.0,127.51,1,1
90,goal_01,col_exit,755,0,755,-7.44,0.0,-7.44,1,0
91,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
92,goal_01,col_exit,718,0,718,-10.18,0.0,-10.18,1,0
93,goal_01,col_retorno,953,1,954,277.89,-150.0,127.88,1,1
94,goal_01,col_exit,717,0,717,-10.21,0.0,-10.21,1,0
95,goal_01,col_retorno,953,1,954,277.49,-150.0,127.49,1,1
96,goal_01,col_exit,755,0,755,-8.39,0.0,-8.39,1,0
97,goal_01,col_retorno,953,1,954,277.89,-150.0,127.89,1,1
98,goal_01,col_exit,721,0,721,-9.6,0.0,-9.6,1,0
99,goal_01,col_retorno,953,1,954,277.88,-150.0,127.88,1,1
100,goal_01,col_exit,714,0,714,-10.63,0.0,-10.63,1,0
101,goal_02,col_exit,981,0,981,24.84,0.0,24.84,1,0
102,goal_02,col_exit,1049,0,1049,34.43,0.0,34.43,1,0
103,goal_02,col_exit,1113,0,1113,44.06,0.0,44.06,1,0
104,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
105,goal_02,col_exit,1122,0,1122,45.18,0.0,45.18,1,0
106,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
107,goal_02,col_retorno,1212,1,1213,311.35,-150.0,161.35,1,1
108,goal_02,col_exit,1064,0,1064,36.86,0.0,36.86,1,0
109,goal_02,col_exit,1111,0,1111,43.73,0.0,43.73,1,0
110,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
111,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
112,goal_02,col_exit,1062,0,1062,35.83,0.0,35.83,1,0
113,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
114,goal_02,col_exit,1113,0,1113,44.07,0.0,44.07,1,0
115,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
116,goal_02,col_exit,1062,0,1062,35.97,0.0,35.97,1,0
117,goal_02,col_exit,1100,0,1100,42.58,0.0,42.58,1,0
118,goal_02,col_exit,1125,0,1125,45.77,0.0,45.77,1,0
119,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
120,goal_02,col_retorno,1212,1,1213,311.35,-150.0,161.35,1,1
121,goal_02,col_exit,1066,0,1066,36.95,0.0,36.95,1,0
122,goal_02,col_exit,1109,0,1109,43.29,0.0,43.29,1,0
123,goal_02,col_exit,1113,0,1113,44.06,0.0,44.06,1,0
124,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
125,goal_02,col_exit,1060,0,1060,35.6,0.0,35.6,1,0
126,goal_02,col_exit,1105,0,1105,42.52,0.0,42.52,1,0
127,goal_02,col_exit,1122,0,1122,45.18,0.0,45.18,1,0
128,goal_02,col_exit,1111,0,1111,43.68,0.0,43.68,1,0
129,goal_02,col_retorno,1212,1,1213,311.35,-150.0,161.35,1,1
130,goal_02,col_exit,1064,0,1064,36.84,0.0,36.84,1,0
131,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
132,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
133,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
134,goal_02,col_exit,1065,0,1065,36.6,0.0,36.6,1,0
135,goal_02,col_exit,1108,0,1108,43.15,0.0,43.15,1,0
136,goal_02,col_exit,1114,0,1114,44.25,0.0,44.25,1,0
137,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
138,goal_02,col_exit,1061,0,1061,35.33,0.0,35.33,1,0
139,goal_02,col_exit,1101,0,1101,42.78,0.0,42.78,1,0
140,goal_02,col_exit,1125,0,1125,45.77,0.0,45.77,1,0
141,goal_02,col_exit,1111,0,1111,43.68,0.0,43.68,1,0
142,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
143,goal_02,col_exit,1063,0,1063,36.33,0.0,36.33,1,0
144,goal_02,col_exit,1112,0,1112,43.92,0.0,43.92,1,0
145,goal_02,col_exit,1113,0,1113,44.06,0.0,44.06,1,0
146,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
147,goal_02,col_exit,1060,0,1060,35.64,0.0,35.64,1,0
148,goal_02,col_exit,1105,0,1105,42.52,0.0,42.52,1,0
149,goal_02,col_exit,1122,0,1122,45.18,0.0,45.18,1,0
150,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
151,goal_02,col_retorno,1212,1,1213,311.35,-150.0,161.35,1,1
152,goal_02,col_exit,1064,0,1064,36.84,0.0,36.84,1,0
153,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
154,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
155,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
156,goal_02,col_exit,1062,0,1062,35.81,0.0,35.81,1,0
157,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
158,goal_02,col_exit,1113,0,1113,44.07,0.0,44.07,1,0
159,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
160,goal_02,col_exit,1061,0,1061,35.75,0.0,35.75,1,0
161,goal_02,col_exit,1101,0,1101,42.78,0.0,42.78,1,0
162,goal_02,col_exit,1125,0,1125,45.77,0.0,45.77,1,0
163,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
164,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
165,goal_02,col_exit,1063,0,1063,36.35,0.0,36.35,1,0
166,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
167,goal_02,col_exit,1113,0,1113,44.07,0.0,44.07,1,0
168,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
169,goal_02,col_exit,1060,0,1060,35.65,0.0,35.65,1,0
170,goal_02,col_exit,1105,0,1105,42.52,0.0,42.52,1,0
171,goal_02,col_exit,1122,0,1122,45.18,0.0,45.18,1,0
172,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
173,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.35,1,1
174,goal_02,col_exit,1065,0,1065,37.07,0.0,37.07,1,0
175,goal_02,col_exit,1110,0,1110,43.48,0.0,43.48,1,0
176,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
177,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
178,goal_02,col_exit,1066,0,1066,36.79,0.0,36.79,1,0
179,goal_02,col_exit,1108,0,1108,43.1,0.0,43.1,1,0
180,goal_02,col_exit,1113,0,1113,44.06,0.0,44.06,1,0
181,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
182,goal_02,col_exit,1061,0,1061,35.77,0.0,35.77,1,0
183,goal_02,col_exit,1101,0,1101,42.78,0.0,42.78,1,0
184,goal_02,col_exit,1125,0,1125,45.77,0.0,45.77,1,0
185,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
186,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
187,goal_02,col_exit,1063,0,1063,36.34,0.0,36.34,1,0
188,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
189,goal_02,col_exit,1113,0,1113,44.06,0.0,44.06,1,0
190,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
191,goal_02,col_exit,1060,0,1060,35.62,0.0,35.62,1,0
192,goal_02,col_exit,1105,0,1105,42.52,0.0,42.52,1,0
193,goal_02,col_exit,1122,0,1122,45.18,0.0,45.18,1,0
194,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
195,goal_02,col_retorno,1212,1,1213,311.35,-150.0,161.35,1,1
196,goal_02,col_exit,1064,0,1064,36.85,0.0,36.85,1,0
197,goal_02,col_exit,1111,0,1111,43.67,0.0,43.67,1,0
198,goal_02,col_exit,1112,0,1112,43.87,0.0,43.87,1,0
199,goal_02,col_retorno,1212,1,1213,311.36,-150.0,161.36,1,1
200,goal_02,col_exit,1062,0,1062,35.79,0.0,35.79,1,0
201,goal_03,col_exit,1196,0,1196,55.89,0.0,55.89,1,0
202,goal_03,col_exit,1172,0,1172,51.07,0.0,51.07,1,0
203,goal_03,col_exit,1146,0,1146,47.94,0.0,47.94,1,0
204,goal_03,col_exit,1143,0,1143,48.44,0.0,48.44,1,0
205,goal_03,col_exit,1188,0,1188,53.96,0.0,53.96,1,0
206,goal_03,col_exit,1158,0,1158,44.96,0.0,44.96,1,0
207,goal_03,col_retorno,1446,1,1447,340.45,-150.0,190.45,1,1
208,goal_03,col_exit,1191,0,1191,55.66,0.0,55.66,1,0
209,goal_03,col_exit,1170,0,1170,52.15,0.0,52.15,1,0
210,goal_03,col_exit,1201,0,1201,55.3,0.0,55.3,1,0
211,goal_03,col_exit,1156,0,1156,48.29,0.0,48.29,1,0
212,goal_03,col_exit,1201,0,1201,54.43,0.0,54.43,1,0
213,goal_03,col_exit,1348,0,1348,78.31,0.0,78.31,1,0
214,goal_03,col_exit,1215,0,1215,59.35,0.0,59.35,1,0
215,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
216,goal_03,col_exit,1159,0,1159,49.58,0.0,49.58,1,0
217,goal_03,col_exit,1202,0,1202,55.11,0.0,55.11,1,0
218,goal_03,col_exit,1166,0,1166,42.71,0.0,42.71,1,0
219,goal_03,col_retorno,1438,1,1439,341.93,-150.0,191.93,1,1
220,goal_03,col_exit,1192,0,1192,55.5,0.0,55.5,1,0
221,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
222,goal_03,col_exit,1200,0,1200,55.4,0.0,55.4,1,0
223,goal_03,col_exit,1153,0,1153,47.74,0.0,47.74,1,0
224,goal_03,col_retorno,1456,1,1457,337.77,-150.0,187.77,1,1
225,goal_03,col_exit,1189,0,1189,55.19,0.0,55.19,1,0
226,goal_03,col_exit,1166,0,1166,52.42,0.0,52.42,1,0
227,goal_03,col_exit,1143,0,1143,48.56,0.0,48.56,1,0
228,goal_03,col_exit,1147,0,1147,48.36,0.0,48.36,1,0
229,goal_03,col_exit,1190,0,1190,53.75,0.0,53.75,1,0
230,goal_03,col_exit,1171,0,1171,42.96,0.0,42.96,1,0
231,goal_03,col_retorno,1438,1,1439,341.96,-150.0,191.96,1,1
232,goal_03,col_exit,1192,0,1192,54.93,0.0,54.93,1,0
233,goal_03,col_exit,1167,0,1167,52.58,0.0,52.58,1,0
234,goal_03,col_exit,1200,0,1200,55.7,0.0,55.7,1,0
235,goal_03,col_exit,1152,0,1152,47.4,0.0,47.4,1,0
236,goal_03,col_retorno,1456,1,1457,337.58,-150.0,187.58,1,1
237,goal_03,col_exit,1189,0,1189,55.19,0.0,55.19,1,0
238,goal_03,col_exit,1167,0,1167,52.61,0.0,52.61,1,0
239,goal_03,col_exit,1143,0,1143,48.56,0.0,48.56,1,0
240,goal_03,col_exit,1146,0,1146,47.55,0.0,47.55,1,0
241,goal_03,col_exit,1188,0,1188,53.69,0.0,53.69,1,0
242,goal_03,col_exit,1182,0,1182,42.15,0.0,42.15,1,0
243,goal_03,col_retorno,1434,1,1435,342.8,-150.0,192.8,1,1
244,goal_03,col_exit,1186,0,1186,54.56,0.0,54.56,1,0
245,goal_03,col_exit,1166,0,1166,52.39,0.0,52.39,1,0
246,goal_03,col_exit,1202,0,1202,56.16,0.0,56.16,1,0
247,goal_03,col_exit,1145,0,1145,46.55,0.0,46.55,1,0
248,goal_03,col_retorno,1463,1,1464,335.68,-150.0,185.68,1,1
249,goal_03,col_exit,1189,0,1189,55.11,0.0,55.11,1,0
250,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
251,goal_03,col_exit,1254,0,1254,63.46,0.0,63.46,1,0
252,goal_03,col_retorno,1442,1,1443,341.31,-150.0,191.31,1,1
253,goal_03,col_exit,1191,0,1191,55.59,0.0,55.59,1,0
254,goal_03,col_exit,1168,0,1168,51.74,0.0,51.74,1,0
255,goal_03,col_exit,1255,0,1255,63.76,0.0,63.76,1,0
256,goal_03,col_retorno,1442,1,1443,341.47,-150.0,191.46,1,1
257,goal_03,col_exit,1190,0,1190,55.39,0.0,55.39,1,0
258,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
259,goal_03,col_exit,1143,0,1143,48.56,0.0,48.56,1,0
260,goal_03,col_exit,1146,0,1146,47.55,0.0,47.55,1,0
261,goal_03,col_exit,1188,0,1188,53.69,0.0,53.69,1,0
262,goal_03,col_exit,1182,0,1182,42.15,0.0,42.15,1,0
263,goal_03,col_retorno,1434,1,1435,342.8,-150.0,192.8,1,1
264,goal_03,col_exit,1186,0,1186,54.56,0.0,54.56,1,0
265,goal_03,col_exit,1166,0,1166,52.39,0.0,52.39,1,0
266,goal_03,col_exit,1202,0,1202,56.16,0.0,56.16,1,0
267,goal_03,col_exit,1145,0,1145,46.55,0.0,46.55,1,0
268,goal_03,col_retorno,1463,1,1464,335.68,-150.0,185.68,1,1
269,goal_03,col_exit,1189,0,1189,55.18,0.0,55.18,1,0
270,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
271,goal_03,col_exit,1254,0,1254,63.46,0.0,63.46,1,0
272,goal_03,col_retorno,1442,1,1443,341.31,-150.0,191.31,1,1
273,goal_03,col_exit,1191,0,1191,55.58,0.0,55.58,1,0
274,goal_03,col_exit,1168,0,1168,51.74,0.0,51.74,1,0
275,goal_03,col_exit,1255,0,1255,63.76,0.0,63.76,1,0
276,goal_03,col_retorno,1442,1,1443,341.47,-150.0,191.46,1,1
277,goal_03,col_exit,1190,0,1190,55.39,0.0,55.39,1,0
278,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
279,goal_03,col_exit,1143,0,1143,48.56,0.0,48.56,1,0
280,goal_03,col_exit,1146,0,1146,47.55,0.0,47.55,1,0
281,goal_03,col_exit,1188,0,1188,53.69,0.0,53.69,1,0
282,goal_03,col_exit,1182,0,1182,42.15,0.0,42.15,1,0
283,goal_03,col_retorno,1434,1,1435,342.8,-150.0,192.8,1,1
284,goal_03,col_exit,1186,0,1186,54.57,0.0,54.57,1,0
285,goal_03,col_exit,1166,0,1166,52.39,0.0,52.39,1,0
286,goal_03,col_exit,1202,0,1202,56.16,0.0,56.16,1,0
287,goal_03,col_exit,1145,0,1145,46.55,0.0,46.55,1,0
288,goal_03,col_retorno,1463,1,1464,335.68,-150.0,185.68,1,1
289,goal_03,col_exit,1189,0,1189,55.21,0.0,55.21,1,0
290,goal_03,col_exit,1168,0,1168,51.77,0.0,51.77,1,0
291,goal_03,col_exit,1254,0,1254,63.46,0.0,63.46,1,0
292,goal_03,col_retorno,1442,1,1443,341.31,-150.0,191.31,1,1
293,goal_03,col_exit,1191,0,1191,55.59,0.0,55.59,1,0
294,goal_03,col_exit,1168,0,1168,51.74,0.0,51.74,1,0
295,goal_03,col_exit,1255,0,1255,63.76,0.0,63.76,1,0
296,goal_03,col_retorno,1442,1,1443,341.46,-150.0,191.46,1,1
297,goal_03,col_exit,1190,0,1190,55.39,0.0,55.39,1,0
298,goal_03,col_exit,1168,0,1168,51.76,0.0,51.76,1,0
299,goal_03,col_exit,1143,0,1143,48.56,0.0,48.56,1,0
300,goal_03,col_exit,1146,0,1146,47.55,0.0,47.55,1,0
301,goal_04,col_retorno,1677,119,1796,384.2,-156.11,228.09,1,1
302,goal_04,col_retorno,1678,51,1729,384.3,-159.03,225.27,1,1
303,goal_04,col_retorno,1677,1,1678,384.2,-150.0,234.2,1,1
304,goal_04,col_retorno,1678,1,1679,384.28,-150.0,234.28,1,1
305,goal_04,col_retorno,1674,1,1675,384.11,-150.0,234.1,1,1
306,goal_04,col_retorno,1678,14,1692,384.31,-153.23,231.08,1,1
307,goal_04,col_retorno,1677,1,1678,384.26,-150.0,234.26,1,1
308,goal_04,col_retorno,1678,13,1691,384.34,-152.85,231.49,1,1
309,goal_04,col_retorno,1677,1,1678,384.27,-150.0,234.27,1,1
310,goal_04,col_retorno,1678,3,1681,384.31,-150.36,233.94,1,1
311,goal_04,col_retorno,1678,21,1699,384.3,-154.84,229.46,1,1
312,goal_04,col_retorno,1678,1,1679,384.37,-150.0,234.37,1,1
313,goal_04,col_retorno,1678,4,1682,384.3,-150.7,233.61,1,1
314,goal_04,col_retorno,1678,14,1692,384.32,-153.13,231.19,1,1
315,goal_04,col_retorno,1677,3,1680,384.27,-150.37,233.9,1,1
316,goal_04,col_retorno,1678,2,1680,384.31,-150.15,234.16,1,1
317,goal_04,col_retorno,1677,21,1698,384.14,-154.96,229.18,1,1
318,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
319,goal_04,col_retorno,1677,2,1679,384.15,-150.22,233.92,1,1
320,goal_04,col_retorno,1677,22,1699,384.16,-154.46,229.7,1,1
321,goal_04,col_retorno,1678,1,1679,384.37,-150.0,234.37,1,1
322,goal_04,col_retorno,1678,12,1690,384.3,-153.62,230.68,1,1
323,goal_04,col_retorno,1677,2,1679,384.16,-150.22,233.94,1,1
324,goal_04,col_retorno,1678,22,1700,384.31,-154.5,229.81,1,1
325,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
326,goal_04,col_retorno,1678,1,1679,384.31,-150.0,234.3,1,1
327,goal_04,col_retorno,1677,20,1697,384.24,-154.71,229.53,1,1
328,goal_04,col_retorno,1677,1,1678,384.26,-150.0,234.26,1,1
329,goal_04,col_retorno,1678,1,1679,384.31,-150.0,234.31,1,1
330,goal_04,col_retorno,1678,21,1699,384.3,-154.22,230.08,1,1
331,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
332,goal_04,col_retorno,1678,1,1679,384.31,-150.0,234.3,1,1
333,goal_04,col_retorno,1678,19,1697,384.34,-154.49,229.86,1,1
334,goal_04,col_retorno,1677,3,1680,384.19,-150.45,233.74,1,1
335,goal_04,col_retorno,1677,1,1678,384.14,-150.0,234.14,1,1
336,goal_04,col_retorno,1678,24,1702,384.31,-154.87,229.44,1,1
337,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
338,goal_04,col_retorno,1678,2,1680,384.31,-150.2,234.11,1,1
339,goal_04,col_retorno,1678,15,1693,384.31,-153.41,230.91,1,1
340,goal_04,col_retorno,1677,2,1679,384.26,-150.17,234.09,1,1
341,goal_04,col_retorno,1678,2,1680,384.31,-150.21,234.09,1,1
342,goal_04,col_retorno,1677,22,1699,384.24,-154.42,229.82,1,1
343,goal_04,col_retorno,1677,1,1678,384.17,-150.0,234.17,1,1
344,goal_04,col_retorno,1678,10,1688,384.31,-152.65,231.66,1,1
345,goal_04,col_retorno,1677,6,1683,384.22,-151.04,233.18,1,1
346,goal_04,col_retorno,1678,22,1700,384.3,-155.1,229.2,1,1
347,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
348,goal_04,col_retorno,1678,1,1679,384.3,-150.0,234.3,1,1
349,goal_04,col_retorno,1677,3,1680,384.25,-150.34,233.9,1,1
350,goal_04,col_retorno,1678,5,1683,384.31,-150.89,233.42,1,1
351,goal_04,col_retorno,1677,15,1692,384.17,-153.49,230.68,1,1
352,goal_04,col_retorno,1677,22,1699,384.27,-155.24,229.02,1,1
353,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
354,goal_04,col_retorno,1678,1,1679,384.3,-150.0,234.3,1,1
355,goal_04,col_retorno,1677,20,1697,384.2,-154.76,229.44,1,1
356,goal_04,col_retorno,1677,1,1678,384.25,-150.0,234.25,1,1
357,goal_04,col_retorno,1678,1,1679,384.31,-150.0,234.31,1,1
358,goal_04,col_retorno,1678,19,1697,384.31,-154.22,230.08,1,1
359,goal_04,col_retorno,1677,1,1678,384.2,-150.0,234.2,1,1
360,goal_04,col_retorno,1678,2,1680,384.31,-150.22,234.09,1,1
361,goal_04,col_retorno,1678,22,1700,384.32,-154.49,229.82,1,1
362,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
363,goal_04,col_retorno,1677,14,1691,384.14,-154.51,229.63,1,1
364,goal_04,col_retorno,1677,2,1679,384.21,-150.22,233.99,1,1
365,goal_04,col_retorno,1678,19,1697,384.31,-154.5,229.81,1,1
366,goal_04,col_retorno,1678,1,1679,384.37,-150.0,234.37,1,1
367,goal_04,col_retorno,1677,2,1679,384.14,-150.18,233.96,1,1
368,goal_04,col_retorno,1678,22,1700,384.31,-154.5,229.81,1,1
369,goal_04,col_retorno,1677,1,1678,384.19,-150.0,234.19,1,1
370,goal_04,col_retorno,1678,1,1679,384.3,-150.0,234.3,1,1
371,goal_04,col_retorno,1679,3,1682,384.42,-150.44,233.99,1,1
372,goal_04,col_retorno,1678,42,1720,384.31,-158.32,225.99,1,1
373,goal_04,col_retorno,1678,1,1679,384.38,-150.0,234.38,1,1
374,goal_04,col_retorno,1677,1,1678,384.22,-150.0,234.22,1,1
375,goal_04,col_retorno,1678,1,1679,384.3,-150.0,234.29,1,1
376,goal_04,col_retorno,1678,1,1679,384.31,-150.0,234.3,1,1
377,goal_04,col_retorno,1679,9,1688,384.36,-151.8,232.56,1,1
378,goal_04,col_retorno,1677,1,1678,384.26,-150.0,234.26,1,1
