episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,865,10.4,1,0
2,goal_01,col_exit,730,-10.24,1,0
3,goal_01,col_exit,717,-9.9,1,0
4,goal_01,col_exit,843,5.9,1,0
5,goal_01,col_retorno,1049,124.39,1,1
6,goal_01,col_exit,740,-8.93,1,0
7,goal_01,col_exit,738,-9.95,1,0
8,goal_01,col_exit,839,3.47,1,0
9,goal_01,col_exit,715,-12.5,1,0
10,goal_01,col_exit,949,3.43,1,0
11,goal_01,col_exit,718,-8.78,1,0
12,goal_01,col_exit,708,-11.98,1,0
13,goal_01,col_exit,856,3.4,1,0
14,goal_01,col_exit,716,-12.26,1,0
15,goal_01,col_retorno,1255,140.23,1,1
16,goal_01,col_exit,830,1.75,1,0
17,goal_01,col_retorno,1039,123.45,1,1
18,goal_01,col_exit,746,-5.46,1,0
19,goal_01,col_exit,738,-7.03,1,0
20,goal_01,col_exit,839,6.63,1,0
21,goal_01,col_exit,721,-10.75,1,0
22,goal_01,col_exit,941,5.49,1,0
23,goal_01,col_exit,720,-10.22,1,0
24,goal_01,col_exit,721,-12.76,1,0
25,goal_01,col_exit,839,4.24,1,0
26,goal_01,col_retorno,1072,122.06,1,1
27,goal_01,col_exit,738,-6.51,1,0
28,goal_01,col_exit,726,-9.11,1,0
29,goal_01,col_exit,832,3.55,1,0
30,goal_01,col_retorno,1038,127.82,1,1
31,goal_01,col_exit,749,-6.73,1,0
32,goal_01,col_exit,730,-10.19,1,0
33,goal_01,col_exit,846,5.89,1,0
34,goal_01,col_exit,716,-11.0,1,0
35,goal_01,col_exit,708,-12.74,1,0
36,goal_01,col_exit,840,4.17,1,0
37,goal_01,col_retorno,1039,123.45,1,1
38,goal_01,col_exit,738,-5.88,1,0
39,goal_01,col_exit,723,-10.95,1,0
40,goal_01,col_exit,857,4.39,1,0
41,goal_01,col_retorno,1048,126.18,1,1
42,goal_01,col_exit,744,-5.68,1,0
43,goal_01,col_exit,744,-9.06,1,0
44,goal_01,col_exit,832,4.91,1,0
45,goal_01,col_exit,720,-11.03,1,0
46,goal_01,col_exit,711,-13.12,1,0
47,goal_01,col_exit,825,1.46,1,0
48,goal_01,col_retorno,1043,124.43,1,1
49,goal_01,col_exit,747,-6.13,1,0
50,goal_01,col_exit,729,-8.97,1,0
51,goal_01,col_exit,848,4.13,1,0
52,goal_01,col_exit,716,-9.96,1,0
53,goal_01,col_exit,786,-7.55,1,0
54,goal_01,col_exit,790,0.75,1,0
55,goal_01,col_retorno,1316,148.3,1,1
56,goal_01,col_exit,886,7.32,1,0
57,goal_01,col_exit,716,-9.5,1,0
58,goal_01,col_exit,709,-12.19,1,0
59,goal_01,col_exit,840,3.69,1,0
60,goal_01,col_retorno,1025,128.54,1,1
61,goal_01,col_exit,748,-6.79,1,0
62,goal_01,col_exit,730,-10.74,1,0
63,goal_01,col_exit,846,5.98,1,0
64,goal_01,col_exit,716,-11.01,1,0
65,goal_01,col_exit,708,-12.74,1,0
66,goal_01,col_exit,840,4.16,1,0
67,goal_01,col_retorno,1035,123.7,1,1
68,goal_01,col_exit,741,-5.91,1,0
69,goal_01,col_exit,724,-10.99,1,0
70,goal_01,col_exit,857,4.4,1,0
71,goal_01,col_retorno,1048,126.18,1,1
72,goal_01,col_exit,744,-5.68,1,0
73,goal_01,col_exit,744,-9.05,1,0
74,goal_01,col_exit,832,4.9,1,0
75,goal_01,col_exit,721,-11.67,1,0
76,goal_01,col_exit,711,-13.0,1,0
77,goal_01,col_exit,831,1.91,1,0
78,goal_01,col_retorno,1040,124.16,1,1
79,goal_01,col_exit,745,-6.57,1,0
80,goal_01,col_exit,725,-10.98,1,0
81,goal_01,col_exit,849,4.54,1,0
82,goal_01,col_exit,717,-9.83,1,0
83,goal_01,col_exit,712,-12.37,1,0
84,goal_01,col_exit,834,4.46,1,0
85,goal_01,col_retorno,1018,129.49,1,1
86,goal_01,col_exit,751,-5.67,1,0
87,goal_01,col_exit,747,-7.69,1,0
88,goal_01,col_exit,847,3.44,1,0
89,goal_01,col_retorno,1045,123.48,1,1
90,goal_01,col_exit,743,-5.59,1,0
