episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,882,-1.46,1,0
2,goal_01,col_exit,736,-22.01,1,0
3,goal_01,col_exit,957,-11.97,1,0
4,goal_01,col_exit,725,-17.9,1,0
5,goal_01,col_exit,954,-14.8,1,0
6,goal_01,col_exit,722,-17.7,1,0
7,goal_01,col_exit,736,-30.43,1,0
8,goal_01,col_exit,822,-3.19,1,0
9,goal_01,col_retorno,1046,92.26,1,1
10,goal_01,col_exit,752,-13.69,1,0
11,goal_01,col_exit,727,-26.04,1,0
12,goal_01,col_exit,857,-4.59,1,0
13,goal_01,col_exit,824,-23.13,1,0
14,goal_01,col_exit,836,-1.21,1,0
15,goal_01,col_exit,724,-19.48,1,0
16,goal_01,col_exit,941,-21.86,1,0
17,goal_01,col_exit,728,-18.9,1,0
18,goal_01,col_exit,716,-26.73,1,0
19,goal_01,col_exit,838,-2.23,1,0
20,goal_01,col_retorno,1079,81.81,1,1
21,goal_01,col_exit,735,-15.12,1,0
22,goal_01,col_exit,957,-32.55,1,0
23,goal_01,col_exit,716,-14.43,1,0
24,goal_01,col_exit,731,-27.23,1,0
25,goal_01,col_exit,833,-2.13,1,0
26,goal_01,col_retorno,1081,85.7,1,1
27,goal_01,col_exit,733,-14.81,1,0
28,goal_01,col_retorno,1278,105.64,1,1
29,goal_01,col_exit,838,-3.41,1,0
30,goal_01,col_exit,730,-21.61,1,0
31,goal_01,col_exit,737,-24.85,1,0
32,goal_01,col_exit,810,-5.11,1,0
33,goal_01,col_exit,834,-19.93,1,0
34,goal_01,col_exit,825,-1.98,1,0
35,goal_01,col_retorno,1042,97.52,1,1
36,goal_01,col_exit,744,-13.68,1,0
37,goal_01,col_exit,729,-27.55,1,0
38,goal_01,col_exit,852,-1.52,1,0
39,goal_01,col_retorno,1048,95.4,1,1
40,goal_01,col_exit,755,-14.31,1,0
41,goal_01,col_exit,811,-26.92,1,0
42,goal_01,col_exit,821,-10.0,1,0
43,goal_01,col_exit,769,-21.52,1,0
44,goal_01,col_exit,854,-1.5,1,0
45,goal_01,col_retorno,1061,88.3,1,1
46,goal_01,col_exit,751,-18.79,1,0
47,goal_01,col_exit,712,-26.68,1,0
48,goal_01,col_exit,854,-1.96,1,0
49,goal_01,col_retorno,1079,81.96,1,1
50,goal_01,col_exit,735,-15.07,1,0
51,goal_01,col_exit,731,-25.94,1,0
52,goal_01,col_exit,828,0.38,1,0
53,goal_01,col_exit,852,-23.37,1,0
54,goal_01,col_exit,829,-2.13,1,0
55,goal_01,col_retorno,1098,77.75,1,1
56,goal_01,col_exit,726,-16.08,1,0
57,goal_01,col_retorno,1277,108.86,1,1
58,goal_01,col_exit,843,-4.53,1,0
59,goal_01,col_retorno,1103,79.9,1,1
60,goal_01,col_retorno,1101,81.52,1,1
61,goal_01,col_exit,732,-18.62,1,0
62,goal_01,col_exit,714,-27.27,1,0
63,goal_01,col_exit,827,-0.65,1,0
64,goal_01,col_retorno,1051,93.94,1,1
65,goal_01,col_exit,740,-12.29,1,0
66,goal_01,col_exit,726,-25.11,1,0
67,goal_01,col_exit,867,-3.2,1,0
68,goal_01,col_retorno,1048,92.69,1,1
69,goal_01,col_exit,757,-20.5,1,0
70,goal_01,col_exit,714,-27.06,1,0
71,goal_01,col_exit,844,-1.65,1,0
72,goal_01,col_exit,721,-21.3,1,0
73,goal_01,col_retorno,1252,98.82,1,1
74,goal_01,col_exit,835,-1.74,1,0
75,goal_01,col_retorno,1047,95.3,1,1
76,goal_01,col_exit,746,-13.4,1,0
77,goal_01,col_exit,773,-30.42,1,0
78,goal_01,col_exit,825,-4.61,1,0
79,goal_01,col_exit,850,-24.97,1,0
80,goal_01,col_exit,834,-2.07,1,0
81,goal_01,col_exit,840,-24.19,1,0
82,goal_01,col_exit,829,-2.01,1,0
83,goal_01,col_exit,729,-21.3,1,0
84,goal_01,col_exit,939,-20.35,1,0
85,goal_01,col_retorno,1072,89.74,1,1
86,goal_01,col_exit,743,-12.39,1,0
87,goal_01,col_exit,728,-25.89,1,0
88,goal_01,col_exit,854,-4.95,1,0
89,goal_01,col_exit,720,-20.58,1,0
90,goal_01,col_exit,936,-5.42,1,0
91,goal_01,col_retorno,1079,89.21,1,1
92,goal_01,col_exit,755,-17.2,1,0
93,goal_01,col_exit,795,-21.32,1,0
94,goal_01,col_exit,819,-9.3,1,0
95,goal_01,col_exit,768,-19.77,1,0
96,goal_01,col_exit,873,-4.8,1,0
97,goal_01,col_retorno,1042,93.27,1,1
98,goal_01,col_exit,757,-20.22,1,0
99,goal_01,col_exit,713,-27.02,1,0
100,goal_01,col_exit,847,-1.53,1,0
101,goal_02,col_exit,1110,34.76,1,0
102,goal_02,col_exit,1118,30.32,1,0
103,goal_02,col_exit,1117,32.41,1,0
104,goal_02,col_exit,1112,29.31,1,0
105,goal_02,col_exit,1155,24.78,1,0
106,goal_02,col_exit,1108,31.98,1,0
107,goal_02,col_exit,1126,31.35,1,0
108,goal_02,col_exit,1112,30.48,1,0
109,goal_02,col_exit,1148,26.19,1,0
110,goal_02,col_exit,1118,30.06,1,0
111,goal_02,col_exit,1122,32.07,1,0
112,goal_02,col_exit,1113,31.0,1,0
113,goal_02,col_exit,1109,30.26,1,0
114,goal_02,col_exit,1157,20.21,1,0
115,goal_02,col_exit,1108,32.43,1,0
116,goal_02,col_exit,1126,29.15,1,0
117,goal_02,col_exit,1111,31.23,1,0
118,goal_02,col_exit,1157,23.1,1,0
119,goal_02,col_exit,1109,34.37,1,0
120,goal_02,col_exit,1123,30.01,1,0
121,goal_02,col_exit,1113,31.92,1,0
122,goal_02,col_exit,1146,25.41,1,0
123,goal_02,col_exit,1121,30.69,1,0
124,goal_02,col_exit,1117,30.39,1,0
125,goal_02,col_exit,1117,32.42,1,0
126,goal_02,col_exit,1112,29.32,1,0
127,goal_02,col_exit,1155,24.78,1,0
128,goal_02,col_exit,1108,31.99,1,0
129,goal_02,col_exit,1126,31.33,1,0
130,goal_02,col_exit,1112,30.47,1,0
131,goal_02,col_exit,1149,26.09,1,0
132,goal_02,col_exit,1117,30.29,1,0
133,goal_02,col_exit,1122,32.08,1,0
134,goal_02,col_exit,1113,30.7,1,0
135,goal_02,col_exit,1125,30.11,1,0
136,goal_02,col_exit,1141,25.39,1,0
137,goal_02,col_exit,1108,32.39,1,0
138,goal_02,col_exit,1126,29.16,1,0
139,goal_02,col_exit,1111,31.24,1,0
140,goal_02,col_exit,1158,23.34,1,0
141,goal_02,col_exit,1108,35.4,1,0
142,goal_02,col_exit,1123,29.99,1,0
143,goal_02,col_exit,1113,31.91,1,0
144,goal_02,col_exit,1146,25.77,1,0
145,goal_02,col_exit,1121,30.68,1,0
146,goal_02,col_exit,1117,30.38,1,0
147,goal_02,col_exit,1117,32.41,1,0
148,goal_02,col_exit,1112,29.31,1,0
149,goal_02,col_exit,1155,24.79,1,0
150,goal_02,col_exit,1108,32.07,1,0
151,goal_02,col_exit,1126,31.39,1,0
152,goal_02,col_exit,1112,30.47,1,0
153,goal_02,col_exit,1148,26.19,1,0
154,goal_02,col_exit,1118,30.06,1,0
155,goal_02,col_exit,1121,32.07,1,0
156,goal_02,col_exit,1114,30.21,1,0
157,goal_02,col_exit,1109,30.26,1,0
158,goal_02,col_exit,1157,20.22,1,0
159,goal_02,col_exit,1108,32.41,1,0
160,goal_02,col_exit,1126,29.16,1,0
161,goal_02,col_exit,1111,31.24,1,0
162,goal_02,col_exit,1157,23.1,1,0
163,goal_02,col_exit,1109,34.38,1,0
164,goal_02,col_exit,1123,30.02,1,0
165,goal_02,col_exit,1113,31.91,1,0
166,goal_02,col_exit,1146,25.42,1,0
167,goal_02,col_exit,1121,30.68,1,0
168,goal_02,col_exit,1117,30.52,1,0
169,goal_02,col_exit,1117,32.41,1,0
170,goal_02,col_exit,1112,29.31,1,0
171,goal_02,col_exit,1155,24.82,1,0
172,goal_02,col_exit,1108,32.0,1,0
173,goal_02,col_exit,1126,31.38,1,0
174,goal_02,col_exit,1112,30.43,1,0
175,goal_02,col_exit,1148,26.19,1,0
176,goal_02,col_exit,1118,30.05,1,0
177,goal_02,col_exit,1122,32.08,1,0
178,goal_02,col_exit,1113,31.0,1,0
179,goal_02,col_exit,1109,30.26,1,0
180,goal_02,col_exit,1158,20.43,1,0
181,goal_02,col_exit,1108,32.37,1,0
182,goal_02,col_exit,1125,29.45,1,0
183,goal_02,col_exit,1111,31.23,1,0
184,goal_02,col_exit,1157,23.37,1,0
185,goal_02,col_exit,1109,34.38,1,0
186,goal_02,col_exit,1123,30.1,1,0
187,goal_02,col_exit,1113,31.92,1,0
188,goal_02,col_exit,1146,25.42,1,0
189,goal_02,col_exit,1121,30.69,1,0
190,goal_02,col_exit,1117,30.38,1,0
191,goal_02,col_exit,1117,32.42,1,0
192,goal_02,col_exit,1112,29.33,1,0
193,goal_02,col_exit,1155,24.82,1,0
194,goal_02,col_exit,1108,31.98,1,0
195,goal_02,col_exit,1126,31.33,1,0
196,goal_02,col_exit,1112,30.48,1,0
197,goal_02,col_exit,1148,26.19,1,0
198,goal_02,col_exit,1118,30.0,1,0
199,goal_02,col_exit,1122,32.08,1,0
200,goal_02,col_exit,1113,31.0,1,0
201,goal_03,col_exit,1217,54.28,1,0
202,goal_03,col_exit,1184,46.65,1,0
203,goal_03,col_retorno,1494,154.44,1,1
204,goal_03,col_exit,1241,57.14,1,0
205,goal_03,col_exit,1183,49.01,1,0
206,goal_03,col_exit,1164,44.58,1,0
207,goal_03,col_retorno,1472,153.46,1,1
208,goal_03,col_exit,1245,56.79,1,0
209,goal_03,col_exit,1177,48.3,1,0
210,goal_03,col_exit,1166,44.07,1,0
211,goal_03,col_retorno,1472,152.02,1,1
212,goal_03,col_exit,1243,56.2,1,0
213,goal_03,col_exit,1176,48.46,1,0
214,goal_03,col_exit,1166,45.25,1,0
215,goal_03,col_retorno,1466,155.23,1,1
216,goal_03,col_exit,1244,56.69,1,0
217,goal_03,col_exit,1181,49.4,1,0
218,goal_03,col_exit,1165,44.75,1,0
219,goal_03,col_retorno,1468,156.02,1,1
220,goal_03,col_exit,1247,57.01,1,0
221,goal_03,col_exit,1179,49.07,1,0
222,goal_03,col_exit,1163,44.87,1,0
223,goal_03,col_retorno,1473,155.8,1,1
224,goal_03,col_exit,1246,57.35,1,0
