episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_retorno,1221,143.66,1,1
2,goal_01,col_exit,826,3.75,1,0
3,goal_01,col_exit,698,-15.21,1,0
4,goal_01,col_exit,689,-16.26,1,0
5,goal_01,col_exit,835,5.61,1,0
6,goal_01,col_exit,706,-13.27,1,0
7,goal_01,col_exit,675,-18.47,1,0
8,goal_01,col_exit,883,12.45,1,0
9,goal_01,col_exit,702,-14.33,1,0
10,goal_01,col_exit,697,-15.68,1,0
11,goal_01,col_exit,836,5.82,1,0
12,goal_01,col_exit,706,-13.3,1,0
13,goal_01,col_exit,682,-19.98,1,0
14,goal_01,col_exit,878,11.52,1,0
15,goal_01,col_exit,701,-14.99,1,0
16,goal_01,col_exit,707,-14.61,1,0
17,goal_01,col_exit,828,4.46,1,0
18,goal_01,col_exit,703,-13.87,1,0
19,goal_01,col_retorno,1272,136.66,1,1
20,goal_01,col_exit,846,6.98,1,0
21,goal_01,col_exit,700,-14.98,1,0
22,goal_01,col_exit,706,-14.9,1,0
23,goal_01,col_exit,829,4.47,1,0
24,goal_01,col_exit,704,-13.65,1,0
25,goal_01,col_exit,786,-13.17,1,0
26,goal_01,col_exit,800,-0.05,1,0
27,goal_01,col_exit,691,-15.91,1,0
28,goal_01,col_retorno,1244,146.58,1,1
29,goal_01,col_exit,830,4.37,1,0
30,goal_01,col_exit,704,-14.45,1,0
31,goal_01,col_exit,784,-14.13,1,0
32,goal_01,col_exit,801,-0.36,1,0
33,goal_01,col_exit,692,-16.63,1,0
34,goal_01,col_retorno,1242,146.72,1,1
35,goal_01,col_exit,830,4.53,1,0
36,goal_01,col_exit,704,-14.43,1,0
37,goal_01,col_exit,682,-20.47,1,0
38,goal_01,col_exit,879,11.65,1,0
39,goal_01,col_exit,701,-15.99,1,0
40,goal_01,col_exit,707,-15.11,1,0
41,goal_01,col_exit,827,3.96,1,0
42,goal_01,col_exit,703,-14.68,1,0
43,goal_01,col_exit,792,-15.09,1,0
44,goal_01,col_exit,796,-1.97,1,0
45,goal_01,col_exit,691,-17.38,1,0
46,goal_01,col_retorno,1240,147.25,1,1
47,goal_01,col_exit,832,5.15,1,0
48,goal_01,col_exit,704,-13.68,1,0
49,goal_01,col_retorno,1273,136.43,1,1
50,goal_01,col_exit,846,6.98,1,0
51,goal_01,col_exit,700,-14.98,1,0
52,goal_01,col_exit,706,-14.89,1,0
53,goal_01,col_exit,829,4.47,1,0
54,goal_01,col_exit,704,-13.65,1,0
55,goal_01,col_exit,786,-13.17,1,0
56,goal_01,col_exit,800,-0.05,1,0
57,goal_01,col_exit,691,-15.88,1,0
58,goal_01,col_retorno,1243,146.74,1,1
59,goal_01,col_exit,831,4.56,1,0
60,goal_01,col_exit,704,-14.45,1,0
61,goal_01,col_exit,784,-14.13,1,0
62,goal_01,col_exit,801,-0.36,1,0
63,goal_01,col_exit,692,-16.62,1,0
64,goal_01,col_retorno,1241,146.56,1,1
65,goal_01,col_exit,830,4.46,1,0
66,goal_01,col_exit,705,-14.25,1,0
67,goal_01,col_exit,682,-20.48,1,0
68,goal_01,col_exit,879,11.65,1,0
69,goal_01,col_exit,701,-15.99,1,0
70,goal_01,col_exit,707,-15.11,1,0
71,goal_01,col_exit,827,3.96,1,0
72,goal_01,col_exit,703,-14.68,1,0
73,goal_01,col_exit,792,-15.09,1,0
74,goal_01,col_exit,796,-1.97,1,0
75,goal_01,col_exit,691,-17.38,1,0
76,goal_01,col_retorno,1240,147.25,1,1
77,goal_01,col_exit,832,5.15,1,0
78,goal_01,col_exit,704,-13.68,1,0
79,goal_01,col_retorno,1273,136.39,1,1
80,goal_01,col_exit,846,6.99,1,0
81,goal_01,col_exit,700,-14.98,1,0
82,goal_01,col_exit,706,-14.89,1,0
83,goal_01,col_exit,829,4.47,1,0
84,goal_01,col_exit,704,-13.65,1,0
85,goal_01,col_exit,786,-13.17,1,0
86,goal_01,col_exit,800,-0.05,1,0
87,goal_01,col_exit,691,-15.89,1,0
88,goal_01,col_retorno,1243,146.74,1,1
89,goal_01,col_exit,831,4.56,1,0
90,goal_01,col_exit,704,-14.44,1,0
91,goal_01,col_exit,784,-14.13,1,0
92,goal_01,col_exit,801,-0.36,1,0
93,goal_01,col_exit,692,-16.62,1,0
94,goal_01,col_retorno,1241,146.56,1,1
95,goal_01,col_exit,830,4.46,1,0
