episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,888,6.27,1,0
2,goal_01,col_exit,739,-13.41,1,0
3,goal_01,col_exit,931,9.68,1,0
4,goal_01,col_exit,738,-13.2,1,0
5,goal_01,col_exit,934,3.82,1,0
6,goal_01,col_exit,742,-12.82,1,0
7,goal_01,col_exit,768,-10.49,1,0
8,goal_01,col_exit,826,-1.77,1,0
9,goal_01,col_exit,775,-8.79,1,0
10,goal_01,col_exit,869,3.33,1,0
11,goal_01,col_retorno,1346,153.41,1,1
12,goal_01,col_exit,885,5.74,1,0
13,goal_01,col_exit,740,-13.18,1,0
14,goal_01,col_exit,935,4.98,1,0
15,goal_01,col_exit,736,-13.09,1,0
16,goal_01,col_exit,932,8.45,1,0
17,goal_01,col_exit,742,-12.9,1,0
18,goal_01,col_exit,775,-10.16,1,0
19,goal_01,col_exit,821,-1.57,1,0
20,goal_01,col_exit,774,-9.05,1,0
21,goal_01,col_exit,869,2.94,1,0
22,goal_01,col_retorno,1348,153.01,1,1
23,goal_01,col_exit,877,4.47,1,0
24,goal_01,col_exit,738,-13.59,1,0
25,goal_01,col_exit,938,2.19,1,0
26,goal_01,col_exit,741,-13.39,1,0
27,goal_01,col_exit,932,10.34,1,0
28,goal_01,col_exit,742,-12.9,1,0
29,goal_01,col_exit,784,-9.16,1,0
30,goal_01,col_exit,816,-2.45,1,0
31,goal_01,col_exit,771,-9.61,1,0
32,goal_01,col_exit,868,2.34,1,0
33,goal_01,col_retorno,1349,152.62,1,1
34,goal_01,col_exit,873,4.47,1,0
35,goal_01,col_exit,733,-15.96,1,0
36,goal_01,col_exit,916,5.73,1,0
37,goal_01,col_exit,757,-10.71,1,0
38,goal_01,col_exit,945,9.01,1,0
39,goal_01,col_exit,741,-13.41,1,0
40,goal_01,col_exit,795,-8.07,1,0
41,goal_01,col_exit,810,-3.51,1,0
42,goal_01,col_exit,768,-10.24,1,0
43,goal_01,col_exit,867,1.55,1,0
44,goal_01,col_retorno,1351,151.36,1,1
45,goal_01,col_exit,872,4.26,1,0
46,goal_01,col_exit,730,-14.48,1,0
47,goal_01,col_exit,918,5.13,1,0
48,goal_01,col_exit,753,-11.44,1,0
49,goal_01,col_exit,946,7.29,1,0
50,goal_01,col_exit,742,-14.84,1,0
51,goal_01,col_exit,805,-8.01,1,0
52,goal_01,col_exit,805,-4.42,1,0
53,goal_01,col_exit,765,-10.14,1,0
54,goal_01,col_exit,860,3.48,1,0
55,goal_01,col_retorno,1360,148.88,1,1
56,goal_01,col_exit,872,4.13,1,0
57,goal_01,col_exit,727,-14.41,1,0
58,goal_01,col_exit,920,5.27,1,0
59,goal_01,col_exit,748,-11.73,1,0
60,goal_01,col_exit,742,-14.84,1,0
61,goal_01,col_exit,834,-0.44,1,0
62,goal_01,col_exit,864,2.8,1,0
63,goal_01,col_exit,826,-1.76,1,0
64,goal_01,col_exit,816,-4.13,1,0
65,goal_01,col_exit,853,2.29,1,0
66,goal_01,col_retorno,1365,146.26,1,1
67,goal_01,col_exit,864,3.11,1,0
68,goal_01,col_retorno,1350,151.99,1,1
69,goal_01,col_exit,885,6.14,1,0
70,goal_01,col_exit,740,-14.11,1,0
71,goal_01,col_exit,929,9.89,1,0
72,goal_01,col_exit,741,-14.51,1,0
73,goal_01,col_exit,933,4.16,1,0
74,goal_01,col_exit,738,-13.55,1,0
75,goal_01,col_exit,763,-11.16,1,0
76,goal_01,col_exit,828,-1.44,1,0
77,goal_01,col_exit,776,-8.49,1,0
78,goal_01,col_exit,870,3.58,1,0
79,goal_01,col_retorno,1345,153.29,1,1
80,goal_01,col_exit,887,6.08,1,0
81,goal_01,col_exit,739,-13.62,1,0
82,goal_01,col_exit,932,8.48,1,0
83,goal_01,col_exit,737,-12.84,1,0
84,goal_01,col_exit,934,4.83,1,0
85,goal_01,col_exit,742,-12.82,1,0
86,goal_01,col_exit,770,-10.84,1,0
