episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,866,3.1,1,0
2,goal_01,col_retorno,1318,119.29,1,1
3,goal_01,col_exit,803,-25.43,1,0
4,goal_01,col_exit,785,-3.08,1,0
5,goal_01,col_exit,826,-10.86,1,0
6,goal_01,col_exit,823,1.64,1,0
7,goal_01,col_retorno,1278,99.4,1,1
8,goal_01,col_exit,919,-15.19,1,0
9,goal_01,col_retorno,1332,112.47,1,1
10,goal_01,col_exit,762,-15.93,1,0
11,goal_01,col_exit,802,-2.15,1,0
12,goal_01,col_exit,841,-10.7,1,0
13,goal_01,col_exit,819,0.48,1,0
14,goal_01,col_retorno,1279,99.84,1,1
15,goal_01,col_exit,893,-7.15,1,0
16,goal_01,col_retorno,1340,120.26,1,1
17,goal_01,col_exit,919,-18.47,1,0
18,goal_01,col_retorno,1346,109.78,1,1
19,goal_01,col_exit,893,-6.06,1,0
20,goal_01,col_retorno,1342,120.72,1,1
21,goal_01,col_exit,899,-15.58,1,0
22,goal_01,col_retorno,1367,122.84,1,1
23,goal_01,col_exit,895,-3.97,1,0
24,goal_01,col_retorno,1327,117.61,1,1
25,goal_01,col_exit,909,-20.39,1,0
26,goal_01,col_retorno,1327,123.49,1,1
27,goal_01,col_exit,803,-25.4,1,0
28,goal_01,col_exit,785,-3.08,1,0
29,goal_01,col_exit,826,-10.86,1,0
30,goal_01,col_exit,823,1.64,1,0
31,goal_01,col_retorno,1278,99.4,1,1
32,goal_01,col_exit,919,-15.19,1,0
33,goal_01,col_retorno,1332,112.47,1,1
34,goal_01,col_exit,762,-15.93,1,0
35,goal_01,col_exit,802,-2.15,1,0
36,goal_01,col_exit,841,-10.86,1,0
37,goal_01,col_exit,819,0.48,1,0
38,goal_01,col_retorno,1279,99.83,1,1
39,goal_01,col_exit,893,-7.16,1,0
40,goal_01,col_retorno,1340,120.26,1,1
41,goal_01,col_exit,919,-18.48,1,0
42,goal_01,col_retorno,1346,109.78,1,1
43,goal_01,col_exit,893,-6.06,1,0
44,goal_01,col_retorno,1342,120.72,1,1
45,goal_01,col_exit,899,-15.58,1,0
46,goal_01,col_retorno,1367,122.84,1,1
47,goal_01,col_exit,895,-3.97,1,0
48,goal_01,col_retorno,1327,117.62,1,1
49,goal_01,col_exit,909,-20.38,1,0
50,goal_01,col_retorno,1327,123.5,1,1
51,goal_01,col_exit,803,-25.41,1,0
52,goal_01,col_exit,785,-3.08,1,0
53,goal_01,col_exit,826,-10.86,1,0
54,goal_01,col_exit,823,1.65,1,0
55,goal_01,col_retorno,1278,99.4,1,1
56,goal_01,col_exit,919,-15.17,1,0
57,goal_01,col_retorno,1332,112.47,1,1
58,goal_01,col_exit,762,-15.93,1,0
59,goal_01,col_exit,802,-2.15,1,0
60,goal_01,col_exit,841,-10.71,1,0
61,goal_01,col_exit,819,0.48,1,0
62,goal_01,col_retorno,1279,99.83,1,1
63,goal_01,col_exit,893,-7.1,1,0
64,goal_01,col_retorno,1340,120.26,1,1
65,goal_01,col_exit,919,-18.47,1,0
66,goal_01,col_retorno,1346,109.78,1,1
67,goal_01,col_exit,893,-6.06,1,0
68,goal_01,col_retorno,1342,120.72,1,1
69,goal_01,col_exit,899,-15.57,1,0
70,goal_01,col_retorno,1367,122.84,1,1
71,goal_01,col_exit,895,-3.97,1,0
72,goal_01,col_retorno,1327,117.62,1,1
73,goal_01,col_exit,909,-20.38,1,0
74,goal_01,col_retorno,1327,123.49,1,1
75,goal_01,col_exit,803,-25.4,1,0
76,goal_01,col_exit,785,-3.08,1,0
77,goal_01,col_exit,826,-10.86,1,0
78,goal_01,col_exit,823,1.64,1,0
79,goal_01,col_retorno,1278,99.4,1,1
80,goal_01,col_exit,919,-15.17,1,0
81,goal_01,col_retorno,1332,112.47,1,1
82,goal_01,col_exit,762,-15.93,1,0
83,goal_01,col_exit,802,-2.15,1,0
84,goal_01,col_exit,841,-10.86,1,0
85,goal_01,col_exit,819,0.48,1,0
86,goal_01,col_retorno,1279,99.83,1,1
87,goal_01,col_exit,893,-7.1,1,0
88,goal_01,col_retorno,1340,120.26,1,1
89,goal_01,col_exit,919,-18.47,1,0
90,goal_01,col_retorno,1346,109.78,1,1
91,goal_01,col_exit,893,-6.06,1,0
92,goal_01,col_retorno,1342,120.72,1,1
93,goal_01,col_exit,899,-15.58,1,0
94,goal_01,col_retorno,1367,122.86,1,1
95,goal_01,col_exit,895,-3.97,1,0
96,goal_01,col_retorno,1327,117.62,1,1
97,goal_01,col_exit,909,-20.39,1,0
98,goal_01,col_retorno,1327,123.5,1,1
