episodio,resultado,pasos,reward
1,exito,245,86.11
2,exito,245,86.1
3,exito,245,86.1
4,exito,245,86.1
5,exito,245,86.1
6,exito,245,86.1
7,exito,245,86.1
8,exito,245,86.1
9,exito,245,86.1
10,exito,245,86.1
11,exito,245,86.1
12,exito,245,86.1
13,exito,245,86.1
14,exito,245,86.1
15,exito,245,86.1
16,exito,245,86.1
17,exito,245,86.1
18,exito,245,86.1
19,exito,245,86.1
20,exito,245,86.1
21,exito,245,86.1
22,exito,245,86.1
23,exito,245,86.1
24,exito,245,86.1
25,exito,245,86.1
26,exito,245,86.1
27,exito,245,86.1
28,exito,245,86.1
29,exito,245,86.1
30,exito,245,86.1
31,exito,245,86.1
32,exito,245,86.1
33,exito,245,86.1
34,exito,245,86.1
35,exito,245,86.1
36,exito,245,86.1
37,exito,245,86.1
38,exito,245,86.1
39,exito,245,86.1
40,exito,245,86.1
41,exito,245,86.1
42,exito,245,86.1
43,exito,245,86.1
44,exito,245,86.1
45,exito,245,86.1
46,exito,245,86.1
47,exito,245,86.1
48,exito,245,86.1
49,exito,245,86.1
50,exito,245,86.1
51,exito,245,86.1
52,exito,245,86.1
53,exito,245,86.1
54,exito,245,86.1
55,exito,245,86.1
56,exito,245,86.1
57,exito,245,86.1
58,exito,245,86.1
59,exito,245,86.1
60,exito,245,86.1
61,exito,245,86.1
62,exito,245,86.1
63,exito,245,86.1
64,exito,245,86.1
65,exito,245,86.1
66,exito,245,86.1
67,exito,245,86.1
68,exito,245,86.1
69,exito,245,86.1
70,exito,245,86.1
71,exito,245,86.1
72,exito,245,86.1
73,exito,245,86.1
74,exito,245,86.1
75,exito,245,86.1
76,exito,245,86.1
77,exito,245,86.1
78,exito,245,86.1
79,exito,245,86.1
80,exito,245,86.1
81,exito,245,86.1
82,exito,245,86.1
83,exito,245,86.1
84,exito,245,86.1
85,exito,245,86.1
86,exito,245,86.1
87,exito,245,86.1
88,exito,245,86.1
89,exito,245,86.1
90,exito,245,86.1
91,exito,245,86.1
92,exito,245,86.1
93,exito,245,86.1
94,exito,245,86.1
95,exito,245,86.1
96,exito,245,86.1
97,exito,245,86.1
98,exito,245,86.1
99,exito,245,86.1
100,exito,245,86.1

RESUMEN,,,
exito_%,100.0,,
colision_%,0.0,,
truncado_%,0.0,,
pasos_medio,245.0,,
reward_medio,86.1,,
