episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,902,16.16,1,0
2,goal_01,col_exit,713,-14.73,1,0
3,goal_01,col_exit,701,-13.36,1,0
4,goal_01,col_exit,834,7.35,1,0
5,goal_01,col_exit,700,-12.07,1,0
6,goal_01,col_exit,704,-12.21,1,0
7,goal_01,col_exit,850,7.5,1,0
8,goal_01,col_exit,708,-16.01,1,0
9,goal_01,col_exit,713,-15.19,1,0
10,goal_01,col_exit,827,6.59,1,0
11,goal_01,col_exit,696,-11.86,1,0
12,goal_01,col_exit,706,-12.1,1,0
13,goal_01,col_exit,840,5.27,1,0
14,goal_01,col_exit,695,-12.01,1,0
15,goal_01,col_exit,700,-12.09,1,0
16,goal_01,col_exit,845,9.42,1,0
17,goal_01,col_exit,710,-10.17,1,0
18,goal_01,col_exit,710,-11.7,1,0
19,goal_01,col_exit,823,5.92,1,0
20,goal_01,col_exit,702,-11.74,1,0
21,goal_01,col_exit,705,-11.59,1,0
22,goal_01,col_exit,850,9.91,1,0
23,goal_01,col_exit,709,-10.36,1,0
24,goal_01,col_exit,703,-13.4,1,0
25,goal_01,col_exit,827,6.66,1,0
26,goal_01,col_exit,703,-12.19,1,0
27,goal_01,col_exit,698,-12.06,1,0
28,goal_01,col_exit,855,9.18,1,0
29,goal_01,col_exit,708,-10.58,1,0
30,goal_01,col_exit,696,-13.59,1,0
31,goal_01,col_exit,835,7.55,1,0
32,goal_01,col_exit,707,-13.61,1,0
33,goal_01,col_exit,695,-13.02,1,0
34,goal_01,col_exit,856,9.69,1,0
35,goal_01,col_exit,707,-13.54,1,0
36,goal_01,col_exit,700,-13.43,1,0
37,goal_01,col_exit,834,7.39,1,0
38,goal_01,col_exit,700,-12.07,1,0
39,goal_01,col_exit,704,-12.21,1,0
40,goal_01,col_exit,850,7.52,1,0
41,goal_01,col_exit,708,-16.05,1,0
42,goal_01,col_exit,713,-15.19,1,0
43,goal_01,col_exit,827,6.65,1,0
44,goal_01,col_exit,696,-11.86,1,0
45,goal_01,col_exit,706,-12.03,1,0
46,goal_01,col_exit,840,5.27,1,0
47,goal_01,col_exit,695,-12.02,1,0
48,goal_01,col_exit,700,-12.08,1,0
49,goal_01,col_exit,845,9.35,1,0
50,goal_01,col_exit,710,-10.2,1,0
51,goal_01,col_exit,710,-11.63,1,0
52,goal_01,col_exit,823,5.85,1,0
53,goal_01,col_exit,702,-11.74,1,0
54,goal_01,col_exit,705,-11.65,1,0
55,goal_01,col_exit,850,9.92,1,0
56,goal_01,col_exit,709,-10.4,1,0
57,goal_01,col_exit,703,-13.46,1,0
58,goal_01,col_exit,827,6.6,1,0
59,goal_01,col_exit,703,-12.18,1,0
60,goal_01,col_exit,698,-12.13,1,0
61,goal_01,col_exit,855,9.18,1,0
62,goal_01,col_exit,708,-10.55,1,0
63,goal_01,col_exit,696,-13.59,1,0
64,goal_01,col_exit,835,7.58,1,0
65,goal_01,col_exit,707,-13.63,1,0
66,goal_01,col_exit,695,-13.02,1,0
67,goal_01,col_exit,856,9.69,1,0
68,goal_01,col_exit,708,-13.7,1,0
69,goal_01,col_exit,701,-13.37,1,0
70,goal_01,col_exit,833,7.2,1,0
71,goal_01,col_exit,699,-12.33,1,0
72,goal_01,col_exit,704,-12.28,1,0
73,goal_01,col_exit,850,7.45,1,0
74,goal_01,col_exit,708,-16.05,1,0
75,goal_01,col_exit,713,-15.19,1,0
76,goal_01,col_exit,827,6.65,1,0
77,goal_01,col_exit,696,-11.86,1,0
78,goal_01,col_exit,706,-12.04,1,0
79,goal_01,col_exit,840,5.27,1,0
80,goal_01,col_exit,695,-12.05,1,0
81,goal_01,col_exit,700,-12.08,1,0
82,goal_01,col_exit,845,9.35,1,0
83,goal_01,col_exit,710,-10.17,1,0
84,goal_01,col_exit,710,-11.63,1,0
85,goal_01,col_exit,823,5.85,1,0
86,goal_01,col_exit,702,-11.74,1,0
87,goal_01,col_exit,705,-11.59,1,0
88,goal_01,col_exit,850,9.83,1,0
89,goal_01,col_exit,709,-10.4,1,0
90,goal_01,col_exit,703,-13.46,1,0
91,goal_01,col_exit,827,6.6,1,0
92,goal_01,col_exit,703,-12.09,1,0
93,goal_01,col_exit,698,-12.06,1,0
94,goal_01,col_exit,855,9.11,1,0
95,goal_01,col_exit,708,-10.59,1,0
96,goal_01,col_exit,696,-13.65,1,0
97,goal_01,col_exit,835,7.58,1,0
98,goal_01,col_exit,707,-13.57,1,0
99,goal_01,col_exit,695,-13.02,1,0
100,goal_01,col_exit,856,9.57,1,0
101,goal_02,col_exit,1115,44.41,1,0
102,goal_02,col_exit,1107,43.92,1,0
103,goal_02,col_exit,1126,46.83,1,0
104,goal_02,col_exit,1112,44.27,1,0
105,goal_02,col_exit,1156,47.86,1,0
106,goal_02,col_exit,1109,44.36,1,0
107,goal_02,col_exit,1123,46.38,1,0
108,goal_02,col_exit,1113,44.32,1,0
109,goal_02,col_exit,1150,48.64,1,0
110,goal_02,col_exit,1117,45.21,1,0
111,goal_02,col_exit,1111,44.64,1,0
112,goal_02,col_exit,1123,46.42,1,0
113,goal_02,col_exit,1112,44.06,1,0
114,goal_02,col_exit,1156,47.68,1,0
115,goal_02,col_exit,1108,44.17,1,0
116,goal_02,col_exit,1124,46.56,1,0
117,goal_02,col_exit,1113,44.09,1,0
118,goal_02,col_exit,1152,48.44,1,0
119,goal_02,col_exit,1114,44.71,1,0
120,goal_02,col_exit,1121,45.96,1,0
121,goal_02,col_exit,1114,44.71,1,0
122,goal_02,col_exit,1145,48.29,1,0
123,goal_02,col_exit,1122,45.62,1,0
124,goal_02,col_exit,1107,43.91,1,0
125,goal_02,col_exit,1126,46.83,1,0
126,goal_02,col_exit,1112,44.27,1,0
127,goal_02,col_exit,1156,47.86,1,0
128,goal_02,col_exit,1109,44.36,1,0
129,goal_02,col_exit,1123,46.38,1,0
130,goal_02,col_exit,1113,44.32,1,0
131,goal_02,col_exit,1150,48.64,1,0
132,goal_02,col_exit,1117,45.21,1,0
133,goal_02,col_exit,1111,44.64,1,0
134,goal_02,col_exit,1123,46.42,1,0
135,goal_02,col_exit,1112,44.06,1,0
136,goal_02,col_exit,1156,47.68,1,0
137,goal_02,col_exit,1108,44.17,1,0
138,goal_02,col_exit,1124,46.56,1,0
139,goal_02,col_exit,1113,44.09,1,0
140,goal_02,col_exit,1152,48.44,1,0
141,goal_02,col_exit,1114,44.71,1,0
142,goal_02,col_exit,1121,45.97,1,0
143,goal_02,col_exit,1114,44.71,1,0
144,goal_02,col_exit,1145,48.29,1,0
145,goal_02,col_exit,1122,45.62,1,0
146,goal_02,col_exit,1107,43.92,1,0
147,goal_02,col_exit,1126,46.83,1,0
