episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,866,9.22,1,0
2,goal_01,col_exit,731,-10.86,1,0
3,goal_01,col_exit,718,-12.49,1,0
4,goal_01,col_exit,843,4.62,1,0
5,goal_01,col_retorno,1286,152.35,1,1
6,goal_01,col_exit,753,-7.61,1,0
7,goal_01,col_exit,809,1.51,1,0
8,goal_01,col_retorno,1281,150.17,1,1
9,goal_01,col_exit,892,12.22,1,0
10,goal_01,col_exit,728,-9.89,1,0
11,goal_01,col_exit,722,-10.9,1,0
12,goal_01,col_exit,834,5.48,1,0
13,goal_01,col_retorno,1286,150.25,1,1
14,goal_01,col_exit,931,4.61,1,0
15,goal_01,col_retorno,1324,156.71,1,1
16,goal_01,col_exit,759,-6.91,1,0
17,goal_01,col_exit,800,-0.06,1,0
18,goal_01,col_retorno,1282,149.88,1,1
19,goal_01,col_exit,890,11.71,1,0
20,goal_01,col_retorno,1325,156.89,1,1
21,goal_01,col_exit,757,-6.84,1,0
22,goal_01,col_exit,802,0.6,1,0
23,goal_01,col_retorno,1275,150.05,1,1
24,goal_01,col_exit,896,12.4,1,0
25,goal_01,col_exit,727,-10.17,1,0
26,goal_01,col_exit,716,-11.32,1,0
27,goal_01,col_exit,838,5.51,1,0
28,goal_01,col_retorno,1282,152.42,1,1
29,goal_01,col_exit,934,3.02,1,0
30,goal_01,col_exit,724,-9.97,1,0
31,goal_01,col_exit,717,-11.2,1,0
32,goal_01,col_exit,838,5.51,1,0
33,goal_01,col_retorno,1285,153.18,1,1
34,goal_01,col_exit,935,1.45,1,0
35,goal_01,col_exit,725,-9.79,1,0
36,goal_01,col_exit,719,-11.47,1,0
37,goal_01,col_exit,834,5.55,1,0
38,goal_01,col_retorno,1285,153.21,1,1
39,goal_01,col_exit,918,1.54,1,0
40,goal_01,col_exit,739,-11.77,1,0
41,goal_01,col_exit,726,-11.01,1,0
42,goal_01,col_exit,824,4.07,1,0
43,goal_01,col_retorno,1281,152.16,1,1
44,goal_01,col_exit,914,-2.13,1,0
45,goal_01,col_exit,730,-11.31,1,0
46,goal_01,col_exit,749,-5.9,1,0
47,goal_01,col_exit,825,4.25,1,0
48,goal_01,col_retorno,1280,151.94,1,1
49,goal_01,col_exit,750,-9.7,1,0
50,goal_01,col_exit,812,2.1,1,0
51,goal_01,col_retorno,1275,150.49,1,1
52,goal_01,col_exit,896,12.47,1,0
53,goal_01,col_exit,729,-9.4,1,0
54,goal_01,col_exit,721,-10.96,1,0
55,goal_01,col_exit,837,5.98,1,0
56,goal_01,col_retorno,1283,150.66,1,1
57,goal_01,col_exit,931,5.82,1,0
