episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga
1,goal_01,col_exit,879,8.46,1,0
2,goal_01,col_exit,739,-13.39,1,0
3,goal_01,col_exit,939,9.45,1,0
4,goal_01,col_exit,731,-11.32,1,0
5,goal_01,col_exit,785,-5.67,1,0
6,goal_01,col_exit,795,-3.0,1,0
7,goal_01,col_retorno,1324,145.35,1,1
8,goal_01,col_exit,869,6.68,1,0
9,goal_01,col_exit,729,-11.62,1,0
10,goal_01,col_exit,789,-3.13,1,0
11,goal_01,col_exit,791,-2.72,1,0
12,goal_01,col_exit,833,1.7,1,0
13,goal_01,col_exit,819,1.51,1,0
14,goal_01,col_retorno,1364,142.91,1,1
15,goal_01,col_exit,862,6.51,1,0
16,goal_01,col_retorno,1205,136.68,1,1
17,goal_01,col_exit,791,-2.56,1,0
18,goal_01,col_exit,830,2.85,1,0
19,goal_01,col_retorno,1190,133.46,1,1
20,goal_01,col_exit,804,-0.65,1,0
21,goal_01,col_exit,830,3.08,1,0
22,goal_01,col_retorno,1233,142.96,1,1
23,goal_01,col_exit,764,-12.91,1,0
24,goal_01,col_exit,828,0.59,1,0
25,goal_01,col_exit,786,-3.63,1,0
26,goal_01,col_exit,863,5.78,1,0
27,goal_01,col_retorno,1194,138.23,1,1
28,goal_01,col_exit,781,-3.53,1,0
29,goal_01,col_exit,839,5.2,1,0
30,goal_01,col_exit,728,-10.64,1,0
31,goal_01,col_exit,925,11.6,1,0
32,goal_01,col_exit,730,-10.21,1,0
33,goal_01,col_exit,787,-7.5,1,0
34,goal_01,col_exit,800,-0.2,1,0
35,goal_01,col_retorno,1324,153.68,1,1
36,goal_01,col_exit,863,6.75,1,0
37,goal_01,col_exit,729,-10.48,1,0
38,goal_01,col_exit,796,-6.38,1,0
39,goal_01,col_exit,787,-2.3,1,0
40,goal_01,col_exit,819,0.69,1,0
41,goal_01,col_exit,824,1.71,1,0
42,goal_01,col_retorno,1174,134.68,1,1
43,goal_01,col_exit,845,5.02,1,0
44,goal_01,col_exit,820,1.41,1,0
45,goal_01,col_retorno,1331,150.29,1,1
46,goal_01,col_exit,873,7.62,1,0
47,goal_01,col_exit,731,-10.02,1,0
48,goal_01,col_exit,809,-1.08,1,0
49,goal_01,col_exit,777,-4.36,1,0
50,goal_01,col_exit,815,0.11,1,0
51,goal_01,col_exit,825,1.96,1,0
52,goal_01,col_retorno,1209,131.4,1,1
53,goal_01,col_exit,788,-2.71,1,0
54,goal_01,col_exit,819,1.16,1,0
55,goal_01,col_retorno,1245,143.9,1,1
56,goal_01,col_exit,772,-12.47,1,0
57,goal_01,col_exit,818,-0.04,1,0
58,goal_01,col_exit,785,-3.53,1,0
59,goal_01,col_exit,861,4.99,1,0
60,goal_01,col_retorno,1256,146.2,1,1
61,goal_01,col_exit,771,-6.29,1,0
62,goal_01,col_exit,823,-2.38,1,0
63,goal_01,col_exit,790,-2.43,1,0
64,goal_01,col_exit,858,4.19,1,0
65,goal_01,col_retorno,1273,144.9,1,1
66,goal_01,col_exit,784,-4.14,1,0
67,goal_01,col_exit,805,-1.55,1,0
68,goal_01,col_exit,782,-3.77,1,0
69,goal_01,col_exit,848,3.64,1,0
70,goal_01,col_retorno,1187,137.76,1,1
71,goal_01,col_exit,788,-4.92,1,0
72,goal_01,col_exit,842,4.72,1,0
73,goal_01,col_exit,739,-12.73,1,0
74,goal_01,col_exit,900,11.7,1,0
75,goal_01,col_exit,742,-8.66,1,0
76,goal_01,col_exit,808,-0.6,1,0
77,goal_01,col_exit,785,-2.8,1,0
78,goal_01,col_exit,820,0.21,1,0
79,goal_01,col_exit,824,1.77,1,0
80,goal_01,col_retorno,1209,131.41,1,1
81,goal_01,col_exit,788,-2.7,1,0
82,goal_01,col_exit,819,1.16,1,0
83,goal_01,col_retorno,1245,143.91,1,1
84,goal_01,col_exit,772,-12.48,1,0
85,goal_01,col_exit,818,-0.03,1,0
86,goal_01,col_exit,785,-3.53,1,0
87,goal_01,col_exit,861,5.01,1,0
88,goal_01,col_retorno,1253,146.49,1,1
89,goal_01,col_exit,768,-5.31,1,0
90,goal_01,col_exit,818,0.38,1,0
91,goal_01,col_exit,865,6.65,1,0
92,goal_01,col_exit,816,0.68,1,0
93,goal_01,col_retorno,1328,149.7,1,1
94,goal_01,col_exit,870,8.0,1,0
95,goal_01,col_retorno,1199,140.97,1,1
96,goal_01,col_exit,779,-4.05,1,0
97,goal_01,col_exit,856,6.36,1,0
98,goal_01,col_retorno,1272,146.79,1,1
99,goal_01,col_exit,770,-6.86,1,0
100,goal_01,col_exit,802,-1.81,1,0
101,goal_02,col_exit,1087,38.8,1,0
102,goal_02,col_exit,1100,39.49,1,0
103,goal_02,col_exit,1129,43.97,1,0
104,goal_02,col_exit,1113,42.01,1,0
105,goal_02,col_exit,1145,41.84,1,0
106,goal_02,col_exit,1114,42.08,1,0
107,goal_02,col_exit,1127,43.45,1,0
108,goal_02,col_exit,1114,41.74,1,0
109,goal_02,col_exit,1126,42.72,1,0
