episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga,n_replans
1,goal_01,col_exit,1125,-59.39,1,0,1
2,goal_01,truncado,7000,-540.48,1,0,1
3,goal_01,col_exit,759,-13.82,1,0,2
4,goal_01,truncado,7000,-540.31,1,0,1
5,goal_01,col_exit,810,-3.67,1,0,1
6,goal_01,col_exit,722,-21.03,1,0,1
7,goal_01,truncado,7000,-528.27,1,0,1
8,goal_01,col_exit,753,-13.07,1,0,1
9,goal_01,col_exit,686,-20.69,1,0,1
10,goal_01,truncado,7000,-533.62,1,0,1
11,goal_01,col_exit,771,-14.74,1,0,1
12,goal_01,truncado,7000,-539.82,1,0,1
13,goal_01,col_exit,810,-3.68,1,0,1
14,goal_01,col_exit,722,-21.03,1,0,1
15,goal_01,truncado,7000,-528.28,1,0,1
16,goal_01,col_exit,753,-13.07,1,0,1
17,goal_01,col_exit,686,-20.68,1,0,1
18,goal_01,truncado,7000,-533.72,1,0,1
19,goal_01,col_exit,771,-14.73,1,0,1
20,goal_01,truncado,7000,-539.68,1,0,1
21,goal_01,col_exit,810,-3.68,1,0,1
22,goal_01,col_exit,722,-21.03,1,0,1
23,goal_01,truncado,7000,-528.3,1,0,1
24,goal_01,col_exit,753,-13.07,1,0,1
25,goal_01,col_exit,686,-20.69,1,0,1
26,goal_01,truncado,7000,-533.67,1,0,1
27,goal_01,col_exit,771,-14.74,1,0,1
28,goal_01,truncado,7000,-539.82,1,0,1
29,goal_01,col_exit,810,-3.68,1,0,1
30,goal_01,col_exit,722,-21.03,1,0,1
31,goal_01,truncado,7000,-528.31,1,0,1
32,goal_01,col_exit,753,-13.08,1,0,1
33,goal_01,col_exit,686,-20.68,1,0,1
34,goal_01,truncado,7000,-533.72,1,0,1
35,goal_01,col_exit,771,-14.73,1,0,1
36,goal_01,truncado,7000,-539.6,1,0,1
37,goal_01,col_exit,810,-3.68,1,0,1
38,goal_01,col_exit,722,-21.03,1,0,1
39,goal_01,truncado,7000,-528.31,1,0,1
40,goal_01,col_exit,753,-13.07,1,0,1
41,goal_01,col_exit,686,-20.68,1,0,1
42,goal_01,truncado,7000,-533.88,1,0,1
43,goal_01,col_exit,771,-14.73,1,0,1
44,goal_01,truncado,7000,-539.82,1,0,1
45,goal_01,col_exit,810,-3.68,1,0,1
46,goal_01,col_exit,722,-21.02,1,0,1
47,goal_01,truncado,7000,-528.29,1,0,1
48,goal_01,col_exit,753,-13.07,1,0,1
49,goal_01,col_exit,686,-20.68,1,0,1
50,goal_01,truncado,7000,-533.74,1,0,1
51,goal_01,col_exit,771,-14.73,1,0,1
52,goal_01,truncado,7000,-539.6,1,0,1
53,goal_01,col_exit,810,-3.68,1,0,1
54,goal_01,col_exit,722,-21.02,1,0,1
55,goal_01,truncado,7000,-528.33,1,0,1
56,goal_01,col_exit,753,-13.07,1,0,1
57,goal_01,col_exit,686,-20.68,1,0,1
58,goal_01,truncado,7000,-533.9,1,0,1
59,goal_01,col_exit,771,-14.73,1,0,1
60,goal_01,truncado,7000,-539.79,1,0,1
61,goal_01,col_exit,810,-3.68,1,0,1
62,goal_01,col_exit,722,-21.02,1,0,1
63,goal_01,truncado,7000,-528.33,1,0,1
64,goal_01,col_exit,753,-13.07,1,0,1
65,goal_01,col_exit,686,-20.67,1,0,1
66,goal_01,truncado,7000,-533.74,1,0,1
67,goal_01,col_exit,771,-14.73,1,0,1
68,goal_01,truncado,7000,-539.59,1,0,1
69,goal_01,col_exit,810,-3.68,1,0,1
70,goal_01,col_exit,722,-21.02,1,0,1
71,goal_01,truncado,7000,-528.36,1,0,1
72,goal_01,col_exit,753,-13.07,1,0,1
73,goal_01,col_exit,686,-20.68,1,0,1
74,goal_01,truncado,7000,-533.91,1,0,1
75,goal_01,col_exit,771,-14.73,1,0,1
76,goal_01,truncado,7000,-539.75,1,0,1
77,goal_01,col_exit,810,-3.68,1,0,1
78,goal_01,col_exit,722,-21.02,1,0,1
79,goal_01,truncado,7000,-528.33,1,0,1
80,goal_01,col_exit,753,-13.07,1,0,1
81,goal_01,col_exit,686,-20.68,1,0,1
82,goal_01,truncado,7000,-533.69,1,0,1
83,goal_01,col_exit,771,-14.73,1,0,1
84,goal_01,truncado,7000,-539.14,1,0,1
85,goal_01,col_exit,810,-3.68,1,0,1
86,goal_01,col_exit,722,-21.02,1,0,1
87,goal_01,truncado,7000,-528.33,1,0,1
88,goal_01,col_exit,753,-13.07,1,0,1
89,goal_01,col_exit,686,-20.68,1,0,1
90,goal_01,truncado,7000,-533.91,1,0,1
91,goal_01,col_exit,771,-14.73,1,0,1
92,goal_01,truncado,7000,-539.75,1,0,1
93,goal_01,col_exit,810,-3.68,1,0,1
94,goal_01,col_exit,722,-21.02,1,0,1
95,goal_01,truncado,7000,-528.32,1,0,1
96,goal_01,col_exit,753,-13.07,1,0,1
97,goal_01,col_exit,686,-20.68,1,0,1
98,goal_01,truncado,7000,-533.9,1,0,1
99,goal_01,col_exit,771,-14.71,1,0,1
100,goal_01,truncado,7000,-539.6,1,0,1
101,goal_02,col_exit,966,13.1,1,0,1
102,goal_02,col_exit,1000,20.14,1,0,1
103,goal_02,col_exit,1063,34.86,1,0,1
104,goal_02,col_exit,1082,34.56,1,0,0
105,goal_02,truncado,7000,-477.52,1,0,1
106,goal_02,col_exit,1013,18.71,1,0,2
107,goal_02,col_exit,1035,25.55,1,0,1
108,goal_02,col_exit,1090,36.37,1,0,1
109,goal_02,col_exit,1356,-28.91,1,0,1
110,goal_02,col_exit,988,21.21,1,0,1
111,goal_02,col_exit,1044,31.88,1,0,1
112,goal_02,col_exit,1093,37.11,1,0,0
113,goal_02,truncado,7000,-474.95,1,0,1
114,goal_02,col_exit,981,20.07,1,0,1
115,goal_02,col_exit,1060,33.44,1,0,1
116,goal_02,col_exit,1079,35.94,1,0,0
117,goal_02,truncado,7000,-477.68,1,0,1
118,goal_02,col_exit,1009,18.98,1,0,2
119,goal_02,col_exit,1037,28.65,1,0,1
120,goal_02,col_exit,1090,36.49,1,0,1
121,goal_02,col_exit,1356,-28.74,1,0,1
122,goal_02,col_exit,988,21.41,1,0,1
123,goal_02,col_exit,1045,31.81,1,0,1
124,goal_02,col_exit,1093,37.05,1,0,0
125,goal_02,truncado,7000,-474.89,1,0,1
126,goal_02,col_exit,981,20.07,1,0,1
127,goal_02,col_exit,1060,33.44,1,0,1
128,goal_02,col_exit,1079,35.95,1,0,0
129,goal_02,truncado,7000,-477.71,1,0,1
130,goal_02,col_exit,1009,18.98,1,0,2
131,goal_02,col_exit,1037,28.65,1,0,1
132,goal_02,col_exit,1090,36.49,1,0,1
133,goal_02,col_exit,1356,-28.75,1,0,1
134,goal_02,col_exit,988,21.41,1,0,1
135,goal_02,col_exit,1045,31.81,1,0,1
136,goal_02,col_exit,1093,37.05,1,0,0
137,goal_02,truncado,7000,-474.83,1,0,1
138,goal_02,col_exit,981,20.07,1,0,1
139,goal_02,col_exit,1060,33.44,1,0,1
140,goal_02,col_exit,1079,35.95,1,0,0
141,goal_02,truncado,7000,-477.71,1,0,1
142,goal_02,col_exit,1009,18.98,1,0,2
143,goal_02,col_exit,1037,28.66,1,0,1
