episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga,n_replans
1,goal_01,col_exit,882,2.06,1,0,1
2,goal_01,col_exit,763,-21.35,1,0,1
3,goal_01,truncado,7000,-521.72,1,0,1
4,goal_01,col_exit,782,-19.75,1,0,2
5,goal_01,truncado,7000,-541.25,1,0,1
6,goal_01,col_exit,818,-5.39,1,0,1
7,goal_01,truncado,7000,-539.14,1,0,1
8,goal_01,col_exit,841,-1.61,1,0,1
9,goal_01,col_exit,755,-20.72,1,0,1
10,goal_01,col_exit,5088,-483.24,1,0,1
11,goal_01,col_exit,1124,-59.22,1,0,2
12,goal_01,truncado,7000,-541.64,1,0,2
13,goal_01,col_exit,768,-19.56,1,0,2
14,goal_01,truncado,7000,-496.27,1,0,1
15,goal_01,col_exit,799,-10.25,1,0,1
16,goal_01,truncado,7000,-577.88,1,0,1
17,goal_01,col_exit,838,1.96,1,0,1
18,goal_01,truncado,7000,-558.65,1,0,1
19,goal_01,col_exit,855,2.6,1,0,1
20,goal_01,col_exit,749,-20.39,1,0,1
21,goal_01,truncado,7000,-529.97,1,0,1
22,goal_01,col_exit,780,-16.2,1,0,1
23,goal_01,truncado,7000,-525.1,1,0,1
24,goal_01,col_exit,814,-4.3,1,0,1
25,goal_01,truncado,7000,-570.49,1,0,1
26,goal_01,col_exit,845,-0.25,1,0,1
27,goal_01,truncado,7000,-541.41,1,0,2
28,goal_01,col_exit,866,5.16,1,0,1
29,goal_01,truncado,7000,-543.19,1,0,2
30,goal_01,col_exit,861,-0.48,1,0,0
31,goal_01,truncado,7000,-381.59,1,0,2
32,goal_01,col_exit,872,3.98,1,0,0
33,goal_01,col_exit,754,-20.62,1,0,1
34,goal_01,truncado,7000,-520.72,1,0,1
35,goal_01,col_exit,773,-14.72,1,0,1
36,goal_01,col_exit,702,-19.82,1,0,1
37,goal_01,col_exit,1129,-59.23,1,0,1
38,goal_01,col_exit,2824,-202.14,1,0,2
39,goal_01,col_exit,884,0.52,1,0,1
40,goal_01,col_exit,1345,-55.4,1,0,2
41,goal_01,truncado,7000,-552.86,1,0,1
42,goal_01,col_exit,779,-21.58,1,0,2
43,goal_01,truncado,7000,-501.17,1,0,1
44,goal_01,col_exit,801,-10.57,1,0,1
45,goal_01,col_exit,2435,-211.93,1,0,1
46,goal_01,col_exit,876,2.64,1,0,0
47,goal_01,truncado,7000,-377.61,1,0,2
48,goal_01,col_exit,1043,-34.71,1,0,1
49,goal_01,truncado,7000,-500.0,1,0,1
50,goal_01,col_exit,799,-12.23,1,0,2
51,goal_01,truncado,7000,-523.3,1,0,1
52,goal_01,col_exit,812,-2.08,1,0,1
53,goal_01,col_exit,2443,-212.78,1,0,1
54,goal_01,truncado,7000,-553.06,1,0,1
55,goal_01,col_exit,774,-20.3,1,0,2
56,goal_01,truncado,7000,-504.81,1,0,1
57,goal_01,col_exit,801,-9.95,1,0,1
58,goal_01,col_exit,2437,-212.71,1,0,1
59,goal_01,col_exit,873,2.27,1,0,0
60,goal_01,col_exit,762,-18.72,1,0,1
61,goal_01,truncado,7000,-519.59,1,0,1
62,goal_01,col_exit,776,-15.31,1,0,1
63,goal_01,col_exit,708,-19.5,1,0,1
64,goal_01,col_exit,1134,-60.79,1,0,2
65,goal_01,col_exit,874,5.38,1,0,1
66,goal_01,col_exit,4734,-434.83,1,0,2
67,goal_01,col_exit,1120,-55.32,1,0,2
68,goal_01,col_exit,1140,-61.18,1,0,2
69,goal_01,col_exit,869,2.29,1,0,1
70,goal_01,col_exit,749,-18.45,1,0,1
71,goal_01,truncado,7000,-529.85,1,0,1
72,goal_01,col_exit,785,-14.28,1,0,1
73,goal_01,truncado,7000,-525.44,1,0,1
74,goal_01,col_exit,825,-4.63,1,0,1
75,goal_01,col_exit,2444,-208.69,1,0,1
76,goal_01,col_exit,1121,-60.51,1,0,2
77,goal_01,col_exit,875,2.44,1,0,0
78,goal_01,col_exit,757,-19.44,1,0,1
79,goal_01,truncado,7000,-520.42,1,0,1
80,goal_01,col_exit,774,-14.84,1,0,1
81,goal_01,col_exit,703,-20.1,1,0,1
82,goal_01,truncado,7000,-562.32,1,0,1
83,goal_01,col_exit,758,-17.74,1,0,1
84,goal_01,truncado,7000,-522.63,1,0,1
85,goal_01,col_exit,816,-8.88,1,0,1
86,goal_01,truncado,7000,-568.04,1,0,1
87,goal_01,col_exit,835,-2.62,1,0,1
88,goal_01,col_exit,1919,-129.94,1,0,2
89,goal_01,col_exit,875,-3.31,1,0,1
90,goal_01,col_exit,737,-18.7,1,0,1
91,goal_01,truncado,7000,-500.8,1,0,1
92,goal_01,col_exit,800,-13.94,1,0,2
93,goal_01,truncado,7000,-525.27,1,0,1
94,goal_01,col_exit,816,-5.48,1,0,1
95,goal_01,truncado,7000,-571.44,1,0,1
96,goal_01,col_exit,845,-1.67,1,0,1
97,goal_01,col_exit,744,-17.94,1,0,1
98,goal_01,truncado,7000,-556.17,1,0,1
99,goal_01,col_exit,787,-15.76,1,0,2
100,goal_01,truncado,7000,-524.62,1,0,1
101,goal_02,truncado,7000,-504.63,1,0,1
102,goal_02,col_exit,1089,35.64,1,0,1
103,goal_02,col_exit,1314,-11.13,1,0,1
104,goal_02,col_exit,1028,16.68,1,0,2
105,goal_02,col_exit,1046,27.07,1,0,1
106,goal_02,col_exit,1102,37.19,1,0,1
107,goal_02,col_exit,1357,-30.29,1,0,2
108,goal_02,col_exit,1004,14.58,1,0,2
109,goal_02,col_exit,1041,23.86,1,0,1
110,goal_02,col_exit,1099,35.23,1,0,1
111,goal_02,col_exit,1277,-6.33,1,0,1
112,goal_02,col_exit,1036,18.83,1,0,1
113,goal_02,col_exit,1056,31.79,1,0,1
114,goal_02,col_exit,1114,34.93,1,0,1
115,goal_02,col_exit,1350,-26.36,1,0,2
116,goal_02,col_exit,996,17.39,1,0,1
117,goal_02,col_exit,1049,28.17,1,0,1
118,goal_02,col_exit,1107,37.36,1,0,1
119,goal_02,col_exit,1349,-28.03,1,0,2
120,goal_02,col_exit,993,16.89,1,0,1
121,goal_02,col_exit,1048,28.35,1,0,1
122,goal_02,col_exit,1101,36.14,1,0,0
123,goal_02,col_exit,1347,-25.38,1,0,1
124,goal_02,col_exit,1001,16.08,1,0,1
125,goal_02,col_exit,1051,27.51,1,0,1
126,goal_02,col_exit,1102,37.41,1,0,1
127,goal_02,col_exit,1346,-25.94,1,0,2
128,goal_02,col_exit,1009,14.09,1,0,1
129,goal_02,col_exit,1048,22.16,1,0,1
130,goal_02,col_exit,1100,35.2,1,0,1
131,goal_02,col_exit,1272,-5.72,1,0,1
132,goal_02,col_exit,1037,21.69,1,0,1
133,goal_02,col_exit,1057,29.09,1,0,0
134,goal_02,col_exit,1121,32.05,1,0,1
135,goal_02,col_exit,1346,-26.42,1,0,1
136,goal_02,col_exit,1011,12.53,1,0,1
137,goal_02,col_exit,1053,21.36,1,0,1
138,goal_02,col_exit,1103,31.6,1,0,1
139,goal_02,col_exit,1095,31.68,1,0,1
140,goal_02,col_exit,1119,34.28,1,0,0
141,goal_02,col_exit,1368,-28.77,1,0,1
142,goal_02,col_exit,993,16.91,1,0,1
143,goal_02,col_exit,1048,28.35,1,0,1
144,goal_02,col_exit,1101,36.13,1,0,0
145,goal_02,col_exit,1347,-25.38,1,0,1
146,goal_02,col_exit,1001,16.12,1,0,1
147,goal_02,col_exit,1051,27.51,1,0,1
148,goal_02,col_exit,1102,37.4,1,0,1
149,goal_02,col_exit,1346,-25.94,1,0,2
150,goal_02,col_exit,1009,14.07,1,0,1
151,goal_02,col_exit,1048,22.15,1,0,1
152,goal_02,col_exit,1100,35.2,1,0,1
153,goal_02,col_exit,1272,-5.71,1,0,1
154,goal_02,col_exit,1037,21.69,1,0,1
155,goal_02,col_exit,1057,29.09,1,0,0
156,goal_02,col_exit,1121,32.06,1,0,1
157,goal_02,col_exit,1346,-26.42,1,0,1
158,goal_02,col_exit,1011,12.53,1,0,1
159,goal_02,col_exit,1053,21.37,1,0,1
160,goal_02,col_exit,1103,31.6,1,0,1
161,goal_02,col_exit,1095,31.68,1,0,1
162,goal_02,col_exit,1119,34.28,1,0,0
163,goal_02,col_exit,1368,-28.76,1,0,1
164,goal_02,col_exit,993,16.89,1,0,1
165,goal_02,col_exit,1048,28.35,1,0,1
166,goal_02,col_exit,1101,36.13,1,0,0
167,goal_02,col_exit,1347,-25.51,1,0,1
168,goal_02,col_exit,1001,16.12,1,0,1
169,goal_02,col_exit,1051,27.51,1,0,1
170,goal_02,col_exit,1102,37.4,1,0,1
171,goal_02,col_exit,1346,-25.94,1,0,2
172,goal_02,col_exit,1009,14.07,1,0,1
173,goal_02,col_exit,1048,22.15,1,0,1
174,goal_02,col_exit,1100,36.1,1,0,1
175,goal_02,col_exit,1272,-5.71,1,0,1
176,goal_02,col_exit,1037,21.69,1,0,1
177,goal_02,col_exit,1057,29.09,1,0,0
178,goal_02,col_exit,1121,32.07,1,0,1
179,goal_02,col_exit,1347,-26.62,1,0,1
180,goal_02,col_exit,1012,12.68,1,0,2
181,goal_02,col_exit,1052,21.08,1,0,1
182,goal_02,col_exit,1102,31.89,1,0,1
183,goal_02,col_exit,1095,31.68,1,0,1
184,goal_02,col_exit,1119,34.28,1,0,0
185,goal_02,col_exit,1368,-28.76,1,0,1
186,goal_02,col_exit,993,16.89,1,0,1
187,goal_02,col_exit,1048,28.35,1,0,1
188,goal_02,col_exit,1101,36.13,1,0,0
189,goal_02,col_exit,1347,-25.51,1,0,1
190,goal_02,col_exit,1001,16.12,1,0,1
191,goal_02,col_exit,1051,27.51,1,0,1
192,goal_02,col_exit,1102,37.4,1,0,1
193,goal_02,col_exit,1346,-25.94,1,0,2
194,goal_02,col_exit,1009,14.07,1,0,1
195,goal_02,col_exit,1048,22.15,1,0,1
196,goal_02,col_exit,1100,36.1,1,0,1
197,goal_02,col_exit,1272,-5.71,1,0,1
198,goal_02,col_exit,1037,21.69,1,0,1
199,goal_02,col_exit,1057,29.09,1,0,0
200,goal_02,col_exit,1121,32.06,1,0,1
201,goal_03,col_exit,1224,38.45,1,0,2
202,goal_03,col_exit,1211,40.26,1,0,2
203,goal_03,truncado,7000,-412.53,1,0,1
204,goal_03,col_exit,1280,57.8,1,0,1
205,goal_03,col_exit,1218,41.78,1,0,2
206,goal_03,col_exit,2365,-69.17,1,0,2
207,goal_03,truncado,7000,-415.24,1,0,1
