episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria,heading_llegada_rad
2255,goal_23,approach,exito,1093,203.9,True,-0.4716
2256,goal_23,approach,exito,1093,203.9,True,-0.4716
2257,goal_23,approach,exito,1093,203.9,True,-0.4716
2258,goal_23,approach,exito,1093,203.9,True,-0.4716
2259,goal_23,approach,exito,1093,203.9,True,-0.4716
2260,goal_23,approach,exito,1093,203.9,True,-0.4716
2261,goal_23,approach,exito,1093,203.9,True,-0.4716
2262,goal_23,approach,exito,1093,203.9,True,-0.4716
2263,goal_23,approach,exito,1093,203.9,True,-0.4716
2264,goal_23,approach,exito,1093,203.9,True,-0.4716
2265,goal_23,approach,exito,1093,203.9,True,-0.4716
2266,goal_23,approach,exito,1093,203.9,True,-0.4716
2267,goal_23,approach,exito,1093,203.9,True,-0.4716
2268,goal_23,approach,exito,1093,203.9,True,-0.4716
2269,goal_23,approach,exito,1093,203.9,True,-0.4716
2270,goal_23,approach,exito,1093,203.9,True,-0.4716
2271,goal_23,approach,exito,1093,203.9,True,-0.4716
2272,goal_23,approach,exito,1093,203.9,True,-0.4716
2273,goal_23,approach,exito,1093,203.9,True,-0.4716
2274,goal_23,approach,exito,1093,203.9,True,-0.4716
2275,goal_23,approach,exito,1093,203.9,True,-0.4716
2276,goal_23,approach,exito,1093,203.9,True,-0.4716
2277,goal_23,approach,exito,1093,203.9,True,-0.4716
2278,goal_23,approach,exito,1093,203.9,True,-0.4716
2279,goal_23,approach,exito,1093,203.9,True,-0.4716
2280,goal_23,approach,exito,1093,203.9,True,-0.4716
2281,goal_23,approach,exito,1093,203.9,True,-0.4716
2282,goal_23,approach,exito,1093,203.9,True,-0.4716
2283,goal_23,approach,exito,1093,203.9,True,-0.4716
2284,goal_23,approach,exito,1093,203.9,True,-0.4716
2285,goal_23,approach,exito,1093,203.9,True,-0.4716
2286,goal_23,approach,exito,1093,203.9,True,-0.4716
2287,goal_23,approach,exito,1093,203.9,True,-0.4716
2288,goal_23,approach,exito,1093,203.9,True,-0.4716
2289,goal_23,approach,exito,1093,203.9,True,-0.4716
2290,goal_23,approach,exito,1093,203.9,True,-0.4716
2291,goal_23,approach,exito,1093,203.9,True,-0.4716
2292,goal_23,approach,exito,1093,203.9,True,-0.4716
2293,goal_23,approach,exito,1093,203.9,True,-0.4716
2294,goal_23,approach,exito,1093,203.9,True,-0.4716
2295,goal_23,approach,exito,1093,203.9,True,-0.4716
2296,goal_23,approach,exito,1093,203.9,True,-0.4716
2297,goal_23,approach,exito,1093,203.9,True,-0.4716
2298,goal_23,approach,exito,1093,203.9,True,-0.4716
2299,goal_23,approach,exito,1093,203.9,True,-0.4716
2300,goal_23,approach,exito,1093,203.9,True,-0.4716
2301,goal_24,approach,exito,999,190.43,True,-0.4826
2302,goal_24,approach,exito,999,190.43,True,-0.4826
2303,goal_24,approach,exito,999,190.43,True,-0.4826
2304,goal_24,approach,exito,999,190.43,True,-0.4826
2305,goal_24,approach,exito,999,190.43,True,-0.4826
2306,goal_24,approach,exito,999,190.43,True,-0.4826
2307,goal_24,approach,exito,999,190.43,True,-0.4826
2308,goal_24,approach,exito,999,190.43,True,-0.4826
2309,goal_24,approach,exito,999,190.43,True,-0.4826
2310,goal_24,approach,exito,999,190.43,True,-0.4826
2311,goal_24,approach,exito,999,190.43,True,-0.4826
2312,goal_24,approach,exito,999,190.43,True,-0.4826
2313,goal_24,approach,exito,999,190.43,True,-0.4826
2314,goal_24,approach,exito,999,190.43,True,-0.4826
2315,goal_24,approach,exito,999,190.43,True,-0.4826
2316,goal_24,approach,exito,999,190.43,True,-0.4826
2317,goal_24,approach,exito,999,190.43,True,-0.4826
2318,goal_24,approach,exito,999,190.43,True,-0.4826
2319,goal_24,approach,exito,999,190.43,True,-0.4826
2320,goal_24,approach,exito,999,190.43,True,-0.4826
2321,goal_24,approach,exito,999,190.43,True,-0.4826
2322,goal_24,approach,exito,999,190.43,True,-0.4826
2323,goal_24,approach,exito,999,190.43,True,-0.4826
2324,goal_24,approach,exito,999,190.43,True,-0.4826
2325,goal_24,approach,exito,999,190.43,True,-0.4826
2326,goal_24,approach,exito,999,190.43,True,-0.4826
2327,goal_24,approach,exito,999,190.43,True,-0.4826
2328,goal_24,approach,exito,999,190.43,True,-0.4826
2329,goal_24,approach,exito,999,190.43,True,-0.4826
2330,goal_24,approach,exito,999,190.43,True,-0.4826
2331,goal_24,approach,exito,999,190.43,True,-0.4826
2332,goal_24,approach,exito,999,190.43,True,-0.4826
2333,goal_24,approach,exito,999,190.43,True,-0.4826
2334,goal_24,approach,exito,999,190.43,True,-0.4826
2335,goal_24,approach,exito,999,190.43,True,-0.4826
2336,goal_24,approach,exito,999,190.43,True,-0.4826
2337,goal_24,approach,exito,999,190.43,True,-0.4826
2338,goal_24,approach,exito,999,190.43,True,-0.4826
2339,goal_24,approach,exito,999,190.43,True,-0.4826
2340,goal_24,approach,exito,999,190.43,True,-0.4826
2341,goal_24,approach,exito,999,190.43,True,-0.4826
2342,goal_24,approach,exito,999,190.43,True,-0.4826
2343,goal_24,approach,exito,999,190.43,True,-0.4826
2344,goal_24,approach,exito,999,190.43,True,-0.4826
2345,goal_24,approach,exito,999,190.43,True,-0.4826
2346,goal_24,approach,exito,999,190.43,True,-0.4826
2347,goal_24,approach,exito,999,190.43,True,-0.4826
2348,goal_24,approach,exito,999,190.43,True,-0.4826
2349,goal_24,approach,exito,999,190.43,True,-0.4826
2350,goal_24,approach,exito,999,190.43,True,-0.4826
2351,goal_24,approach,exito,999,190.43,True,-0.4826
2352,goal_24,approach,exito,999,190.43,True,-0.4826
2353,goal_24,approach,exito,999,190.43,True,-0.4826
2354,goal_24,approach,exito,999,190.43,True,-0.4826
2355,goal_24,approach,exito,999,190.43,True,-0.4826
2356,goal_24,approach,exito,999,190.43,True,-0.4826
2357,goal_24,approach,exito,999,190.43,True,-0.4826
2358,goal_24,approach,exito,999,190.43,True,-0.4826
2359,goal_24,approach,exito,999,190.43,True,-0.4826
2360,goal_24,approach,exito,999,190.43,True,-0.4826
2361,goal_24,approach,exito,999,190.43,True,-0.4826
2362,goal_24,approach,exito,999,190.43,True,-0.4826
2363,goal_24,approach,exito,999,190.43,True,-0.4826
2364,goal_24,approach,exito,999,190.43,True,-0.4826
2365,goal_24,approach,exito,999,190.43,True,-0.4826
2366,goal_24,approach,exito,999,190.43,True,-0.4826
2367,goal_24,approach,exito,999,190.43,True,-0.4826
2368,goal_24,approach,exito,999,190.43,True,-0.4826
2369,goal_24,approach,exito,999,190.43,True,-0.4826
2370,goal_24,approach,exito,999,190.43,True,-0.4826
2371,goal_24,approach,exito,999,190.43,True,-0.4826
2372,goal_24,approach,exito,999,190.43,True,-0.4826
2373,goal_24,approach,exito,999,190.43,True,-0.4826
2374,goal_24,approach,exito,999,190.43,True,-0.4826
2375,goal_24,approach,exito,999,190.43,True,-0.4826
2376,goal_24,approach,exito,999,190.43,True,-0.4826
2377,goal_24,approach,exito,999,190.43,True,-0.4826
2378,goal_24,approach,exito,999,190.43,True,-0.4826
2379,goal_24,approach,exito,999,190.43,True,-0.4826
2380,goal_24,approach,exito,999,190.43,True,-0.4826
2381,goal_24,approach,exito,999,190.43,True,-0.4826
2382,goal_24,approach,exito,999,190.43,True,-0.4826
2383,goal_24,approach,exito,999,190.43,True,-0.4826
2384,goal_24,approach,exito,999,190.43,True,-0.4826
2385,goal_24,approach,exito,999,190.43,True,-0.4826
2386,goal_24,approach,exito,999,190.43,True,-0.4826
2387,goal_24,approach,exito,999,190.43,True,-0.4826
2388,goal_24,approach,exito,999,190.43,True,-0.4826
2389,goal_24,approach,exito,999,190.43,True,-0.4826
2390,goal_24,approach,exito,999,190.43,True,-0.4826
2391,goal_24,approach,exito,999,190.43,True,-0.4826
2392,goal_24,approach,exito,999,190.43,True,-0.4826
2393,goal_24,approach,exito,999,190.43,True,-0.4826
2394,goal_24,approach,exito,999,190.43,True,-0.4826
2395,goal_24,approach,exito,999,190.43,True,-0.4826
2396,goal_24,approach,exito,999,190.43,True,-0.4826
2397,goal_24,approach,exito,999,190.43,True,-0.4826
2398,goal_24,approach,exito,999,190.43,True,-0.4826
2399,goal_24,approach,exito,999,190.43,True,-0.4826
2400,goal_24,approach,exito,999,190.43,True,-0.4826
2401,goal_25,approach,exito,912,177.79,True,-0.9956
2402,goal_25,approach,exito,911,177.61,True,-0.9941
2403,goal_25,approach,exito,911,177.61,True,-0.9941
2404,goal_25,approach,exito,911,177.61,True,-0.9941
2405,goal_25,approach,exito,911,177.61,True,-0.9941
2406,goal_25,approach,exito,911,177.61,True,-0.9941
2407,goal_25,approach,exito,911,177.61,True,-0.9941
2408,goal_25,approach,exito,911,177.61,True,-0.9941
2409,goal_25,approach,exito,911,177.61,True,-0.9941
2410,goal_25,approach,exito,911,177.61,True,-0.9941
2411,goal_25,approach,exito,911,177.61,True,-0.9941
2412,goal_25,approach,exito,911,177.61,True,-0.9941
2413,goal_25,approach,exito,911,177.61,True,-0.9941
2414,goal_25,approach,exito,911,177.61,True,-0.9941
2415,goal_25,approach,exito,911,177.61,True,-0.9941
2416,goal_25,approach,exito,911,177.61,True,-0.9941
2417,goal_25,approach,exito,911,177.61,True,-0.9941
2418,goal_25,approach,exito,911,177.61,True,-0.9941
2419,goal_25,approach,exito,911,177.61,True,-0.9941
2420,goal_25,approach,exito,911,177.61,True,-0.9941
2421,goal_25,approach,exito,911,177.61,True,-0.9941
2422,goal_25,approach,exito,911,177.61,True,-0.9941
2423,goal_25,approach,exito,911,177.61,True,-0.9941
2424,goal_25,approach,exito,911,177.61,True,-0.9941
2425,goal_25,approach,exito,911,177.61,True,-0.9941
2426,goal_25,approach,exito,911,177.61,True,-0.9941
2427,goal_25,approach,exito,911,177.61,True,-0.9941
2428,goal_25,approach,exito,911,177.61,True,-0.9941
2429,goal_25,approach,exito,911,177.61,True,-0.9941
2430,goal_25,approach,exito,911,177.61,True,-0.9941
2431,goal_25,approach,exito,911,177.61,True,-0.9941
2432,goal_25,approach,exito,911,177.61,True,-0.9941
2433,goal_25,approach,exito,911,177.61,True,-0.9941
2434,goal_25,approach,exito,911,177.61,True,-0.9941
2435,goal_25,approach,exito,911,177.61,True,-0.9941
2436,goal_25,approach,exito,911,177.61,True,-0.9941
2437,goal_25,approach,exito,911,177.61,True,-0.9941
2438,goal_25,approach,exito,911,177.61,True,-0.9941
2439,goal_25,approach,exito,911,177.61,True,-0.9941
2440,goal_25,approach,exito,911,177.61,True,-0.9941
2441,goal_25,approach,exito,911,177.61,True,-0.9941
2442,goal_25,approach,exito,911,177.61,True,-0.9941
2443,goal_25,approach,exito,911,177.61,True,-0.9941
2444,goal_25,approach,exito,911,177.61,True,-0.9941
2445,goal_25,approach,exito,911,177.61,True,-0.9941
2446,goal_25,approach,exito,911,177.61,True,-0.9941
2447,goal_25,approach,exito,911,177.61,True,-0.9941
2448,goal_25,approach,exito,911,177.61,True,-0.9941
2449,goal_25,approach,exito,911,177.61,True,-0.9941
2450,goal_25,approach,exito,911,177.61,True,-0.9941
2451,goal_25,approach,exito,911,177.61,True,-0.9941
2452,goal_25,approach,exito,911,177.61,True,-0.9941
2453,goal_25,approach,exito,911,177.61,True,-0.9941
2454,goal_25,approach,exito,911,177.61,True,-0.9941
2455,goal_25,approach,exito,911,177.61,True,-0.9941
2456,goal_25,approach,exito,911,177.61,True,-0.9941
2457,goal_25,approach,exito,911,177.61,True,-0.9941
2458,goal_25,approach,exito,911,177.61,True,-0.9941
2459,goal_25,approach,exito,911,177.61,True,-0.9941
2460,goal_25,approach,exito,911,177.61,True,-0.9941
2461,goal_25,approach,exito,911,177.61,True,-0.9941
2462,goal_25,approach,exito,911,177.61,True,-0.9941
2463,goal_25,approach,exito,911,177.61,True,-0.9941
2464,goal_25,approach,exito,911,177.61,True,-0.9941
2465,goal_25,approach,exito,911,177.61,True,-0.9941
2466,goal_25,approach,exito,911,177.61,True,-0.9941
2467,goal_25,approach,exito,911,177.61,True,-0.9941
2468,goal_25,approach,exito,911,177.61,True,-0.9941
2469,goal_25,approach,exito,911,177.61,True,-0.9941
2470,goal_25,approach,exito,911,177.61,True,-0.9941
2471,goal_25,approach,exito,911,177.61,True,-0.9941
2472,goal_25,approach,exito,911,177.61,True,-0.9941
2473,goal_25,approach,exito,911,177.61,True,-0.9941
2474,goal_25,approach,exito,911,177.61,True,-0.9941
2475,goal_25,approach,exito,911,177.61,True,-0.9941
2476,goal_25,approach,exito,911,177.61,True,-0.9941
2477,goal_25,approach,exito,911,177.61,True,-0.9941
2478,goal_25,approach,exito,911,177.61,True,-0.9941
2479,goal_25,approach,exito,911,177.61,True,-0.9941
2480,goal_25,approach,exito,911,177.61,True,-0.9941
2481,goal_25,approach,exito,911,177.61,True,-0.9941
2482,goal_25,approach,exito,911,177.61,True,-0.9941
2483,goal_25,approach,exito,911,177.61,True,-0.9941
2484,goal_25,approach,exito,911,177.61,True,-0.9941
2485,goal_25,approach,exito,911,177.61,True,-0.9941
2486,goal_25,approach,exito,911,177.61,True,-0.9941
2487,goal_25,approach,exito,911,177.61,True,-0.9941
2488,goal_25,approach,exito,911,177.61,True,-0.9941
2489,goal_25,approach,exito,911,177.61,True,-0.9941
2490,goal_25,approach,exito,911,177.61,True,-0.9941
2491,goal_25,approach,exito,911,177.61,True,-0.9941
2492,goal_25,approach,exito,911,177.61,True,-0.9941
2493,goal_25,approach,exito,911,177.61,True,-0.9941
2494,goal_25,approach,exito,911,177.61,True,-0.9941
2495,goal_25,approach,exito,911,177.61,True,-0.9941
2496,goal_25,approach,exito,911,177.61,True,-0.9941
2497,goal_25,approach,exito,911,177.61,True,-0.9941
2498,goal_25,approach,exito,911,177.61,True,-0.9941
2499,goal_25,approach,exito,911,177.61,True,-0.9941
2500,goal_25,approach,exito,911,177.61,True,-0.9941
2501,goal_26,approach,exito,1472,249.98,True,-0.1358
2502,goal_26,approach,exito,1472,249.98,True,-0.1357
2503,goal_26,approach,exito,1472,249.98,True,-0.1357
2504,goal_26,approach,exito,1472,249.98,True,-0.1356
2505,goal_26,approach,exito,1472,249.98,True,-0.1356
2506,goal_26,approach,exito,1472,249.98,True,-0.1356
2507,goal_26,approach,exito,1472,249.98,True,-0.1357
2508,goal_26,approach,exito,1472,249.98,True,-0.1357
2509,goal_26,approach,exito,1472,249.98,True,-0.1356
2510,goal_26,approach,exito,1472,249.98,True,-0.1356
2511,goal_26,approach,exito,1472,249.98,True,-0.1357
2512,goal_26,approach,exito,1472,249.98,True,-0.1357
2513,goal_26,approach,exito,1472,249.98,True,-0.1356
2514,goal_26,approach,exito,1472,249.98,True,-0.1357
2515,goal_26,approach,exito,1472,249.98,True,-0.1356
2516,goal_26,approach,exito,1472,249.98,True,-0.1356
2517,goal_26,approach,exito,1472,249.98,True,-0.1356
2518,goal_26,approach,exito,1472,249.98,True,-0.1356
2519,goal_26,approach,exito,1472,249.98,True,-0.1356
2520,goal_26,approach,exito,1472,249.98,True,-0.1357
2521,goal_26,approach,exito,1472,249.98,True,-0.1356
2522,goal_26,approach,exito,1472,249.98,True,-0.1356
2523,goal_26,approach,exito,1472,249.98,True,-0.1357
2524,goal_26,approach,exito,1472,249.98,True,-0.1356
2525,goal_26,approach,exito,1472,249.98,True,-0.1357
2526,goal_26,approach,exito,1472,249.98,True,-0.1357
2527,goal_26,approach,exito,1472,249.98,True,-0.1356
2528,goal_26,approach,exito,1472,249.98,True,-0.1356
2529,goal_26,approach,exito,1472,249.98,True,-0.1356
2530,goal_26,approach,exito,1472,249.98,True,-0.1356
2531,goal_26,approach,exito,1472,249.98,True,-0.1357
2532,goal_26,approach,exito,1472,249.98,True,-0.1357
2533,goal_26,approach,exito,1472,249.98,True,-0.1356
2534,goal_26,approach,exito,1472,249.98,True,-0.1357
2535,goal_26,approach,exito,1472,249.98,True,-0.1357
2536,goal_26,approach,exito,1472,249.98,True,-0.1356
2537,goal_26,approach,exito,1472,249.98,True,-0.1357
2538,goal_26,approach,exito,1472,249.98,True,-0.1356
2539,goal_26,approach,exito,1472,249.98,True,-0.1356
2540,goal_26,approach,exito,1472,249.98,True,-0.1357
2541,goal_26,approach,exito,1472,249.98,True,-0.1356
2542,goal_26,approach,exito,1472,249.98,True,-0.1356
2543,goal_26,approach,exito,1472,249.98,True,-0.1357
2544,goal_26,approach,exito,1472,249.98,True,-0.1357
2545,goal_26,approach,exito,1472,249.98,True,-0.1357
2546,goal_26,approach,exito,1472,249.98,True,-0.1357
2547,goal_26,approach,exito,1472,249.98,True,-0.1357
2548,goal_26,approach,exito,1472,249.98,True,-0.1356
2549,goal_26,approach,exito,1472,249.98,True,-0.1357
2550,goal_26,approach,exito,1472,249.98,True,-0.1356
2551,goal_26,approach,exito,1472,249.98,True,-0.1356
2552,goal_26,approach,exito,1472,249.98,True,-0.1357
2553,goal_26,approach,exito,1472,249.98,True,-0.1357
2554,goal_26,approach,exito,1472,249.98,True,-0.1357
2555,goal_26,approach,exito,1472,249.98,True,-0.1357
2556,goal_26,approach,exito,1472,249.98,True,-0.1357
2557,goal_26,approach,exito,1472,249.98,True,-0.1356
2558,goal_26,approach,exito,1472,249.98,True,-0.1357
2559,goal_26,approach,exito,1472,249.98,True,-0.1357
2560,goal_26,approach,exito,1472,249.98,True,-0.1356
2561,goal_26,approach,exito,1472,249.98,True,-0.1356
2562,goal_26,approach,exito,1472,249.98,True,-0.1357
2563,goal_26,approach,exito,1472,249.98,True,-0.1356
2564,goal_26,approach,exito,1472,249.98,True,-0.1357
2565,goal_26,approach,exito,1472,249.98,True,-0.1357
2566,goal_26,approach,exito,1472,249.98,True,-0.1356
2567,goal_26,approach,exito,1472,249.98,True,-0.1357
2568,goal_26,approach,exito,1472,249.98,True,-0.1357
2569,goal_26,approach,exito,1472,249.98,True,-0.1356
2570,goal_26,approach,exito,1472,249.98,True,-0.1357
2571,goal_26,approach,exito,1472,249.98,True,-0.1356
2572,goal_26,approach,exito,1472,249.98,True,-0.1356
2573,goal_26,approach,exito,1472,249.98,True,-0.1356
2574,goal_26,approach,exito,1472,249.98,True,-0.1356
2575,goal_26,approach,exito,1472,249.98,True,-0.1356
2576,goal_26,approach,exito,1472,249.98,True,-0.1357
2577,goal_26,approach,exito,1472,249.98,True,-0.1356
2578,goal_26,approach,exito,1472,249.98,True,-0.1356
2579,goal_26,approach,exito,1472,249.98,True,-0.1357
2580,goal_26,approach,exito,1472,249.98,True,-0.1356
2581,goal_26,approach,exito,1472,249.98,True,-0.1356
2582,goal_26,approach,exito,1472,249.98,True,-0.1357
2583,goal_26,approach,exito,1472,249.98,True,-0.1356
2584,goal_26,approach,exito,1472,249.98,True,-0.1356
2585,goal_26,approach,exito,1472,249.98,True,-0.1357
2586,goal_26,approach,exito,1472,249.98,True,-0.1356
2587,goal_26,approach,exito,1472,249.98,True,-0.1356
2588,goal_26,approach,exito,1472,249.98,True,-0.1357
2589,goal_26,approach,exito,1472,249.98,True,-0.1357
2590,goal_26,approach,exito,1472,249.98,True,-0.1356
2591,goal_26,approach,exito,1472,249.98,True,-0.1357
2592,goal_26,approach,exito,1472,249.98,True,-0.1356
2593,goal_26,approach,exito,1472,249.98,True,-0.1356
2594,goal_26,approach,exito,1472,249.98,True,-0.1357
2595,goal_26,approach,exito,1472,249.98,True,-0.1356
2596,goal_26,approach,exito,1472,249.98,True,-0.1356
2597,goal_26,approach,exito,1472,249.98,True,-0.1357
2598,goal_26,approach,exito,1472,249.98,True,-0.1356
2599,goal_26,approach,exito,1472,249.98,True,-0.1356
2600,goal_26,approach,exito,1472,249.98,True,-0.1357
2601,goal_27,approach,exito,1358,233.93,True,-0.363
2602,goal_27,approach,exito,1359,233.93,True,-0.3695
2603,goal_27,approach,exito,1359,233.93,True,-0.3695
2604,goal_27,approach,exito,1359,233.93,True,-0.3694
2605,goal_27,approach,exito,1359,233.93,True,-0.3695
2606,goal_27,approach,exito,1359,233.93,True,-0.3696
2607,goal_27,approach,exito,1359,233.93,True,-0.3695
2608,goal_27,approach,exito,1359,233.93,True,-0.3695
2609,goal_27,approach,exito,1359,233.93,True,-0.3695
2610,goal_27,approach,exito,1359,233.93,True,-0.3695
2611,goal_27,approach,exito,1359,233.93,True,-0.3694
2612,goal_27,approach,exito,1359,233.93,True,-0.3695
2613,goal_27,approach,exito,1359,233.93,True,-0.3695
2614,goal_27,approach,exito,1359,233.93,True,-0.3695
2615,goal_27,approach,exito,1359,233.93,True,-0.3695
2616,goal_27,approach,exito,1359,233.93,True,-0.3695
2617,goal_27,approach,exito,1359,233.93,True,-0.3694
2618,goal_27,approach,exito,1359,233.93,True,-0.3695
2619,goal_27,approach,exito,1359,233.92,True,-0.3694
2620,goal_27,approach,exito,1359,233.93,True,-0.3695
2621,goal_27,approach,exito,1359,233.92,True,-0.3694
2622,goal_27,approach,exito,1359,233.92,True,-0.3694
2623,goal_27,approach,exito,1359,233.93,True,-0.3694
2624,goal_27,approach,exito,1359,233.93,True,-0.3695
2625,goal_27,approach,exito,1359,233.93,True,-0.3696
2626,goal_27,approach,exito,1359,233.93,True,-0.3695
2627,goal_27,approach,exito,1359,233.93,True,-0.3695
2628,goal_27,approach,exito,1359,233.93,True,-0.3695
2629,goal_27,approach,exito,1359,233.93,True,-0.3695
2630,goal_27,approach,exito,1359,233.93,True,-0.3695
2631,goal_27,approach,exito,1359,233.93,True,-0.3695
2632,goal_27,approach,exito,1359,233.93,True,-0.3695
2633,goal_27,approach,exito,1359,233.93,True,-0.3695
2634,goal_27,approach,exito,1359,233.93,True,-0.3695
2635,goal_27,approach,exito,1359,233.93,True,-0.3695
2636,goal_27,approach,exito,1359,233.92,True,-0.3695
2637,goal_27,approach,exito,1359,233.93,True,-0.3695
2638,goal_27,approach,exito,1359,233.92,True,-0.3694
2639,goal_27,approach,exito,1359,233.93,True,-0.3695
2640,goal_27,approach,exito,1359,233.93,True,-0.3695
2641,goal_27,approach,exito,1359,233.93,True,-0.3695
2642,goal_27,approach,exito,1359,233.93,True,-0.3695
2643,goal_27,approach,exito,1359,233.93,True,-0.3695
2644,goal_27,approach,exito,1359,233.93,True,-0.3696
2645,goal_27,approach,exito,1359,233.93,True,-0.3695
2646,goal_27,approach,exito,1359,233.93,True,-0.3695
2647,goal_27,approach,exito,1359,233.93,True,-0.3695
2648,goal_27,approach,exito,1359,233.93,True,-0.3695
2649,goal_27,approach,exito,1359,233.93,True,-0.3695
2650,goal_27,approach,exito,1359,233.93,True,-0.3695
2651,goal_27,approach,exito,1359,233.93,True,-0.3696
2652,goal_27,approach,exito,1359,233.93,True,-0.3695
2653,goal_27,approach,exito,1359,233.93,True,-0.3694
2654,goal_27,approach,exito,1359,233.93,True,-0.3695
2655,goal_27,approach,exito,1359,233.92,True,-0.3694
2656,goal_27,approach,exito,1359,233.93,True,-0.3695
2657,goal_27,approach,exito,1359,233.92,True,-0.3694
2658,goal_27,approach,exito,1359,233.93,True,-0.3695
2659,goal_27,approach,exito,1359,233.93,True,-0.3695
2660,goal_27,approach,exito,1359,233.93,True,-0.3695
2661,goal_27,approach,exito,1359,233.93,True,-0.3695
2662,goal_27,approach,exito,1359,233.93,True,-0.3695
2663,goal_27,approach,exito,1359,233.93,True,-0.3696
2664,goal_27,approach,exito,1359,233.93,True,-0.3695
2665,goal_27,approach,exito,1359,233.93,True,-0.3694
2666,goal_27,approach,exito,1359,233.93,True,-0.3695
2667,goal_27,approach,exito,1359,233.93,True,-0.3694
2668,goal_27,approach,exito,1359,233.93,True,-0.3695
2669,goal_27,approach,exito,1359,233.93,True,-0.3695
2670,goal_27,approach,exito,1359,233.93,True,-0.3695
2671,goal_27,approach,exito,1359,233.93,True,-0.3695
2672,goal_27,approach,exito,1359,233.92,True,-0.3693
2673,goal_27,approach,exito,1359,233.93,True,-0.3695
2674,goal_27,approach,exito,1359,233.92,True,-0.3694
2675,goal_27,approach,exito,1359,233.92,True,-0.3695
2676,goal_27,approach,exito,1359,233.93,True,-0.3694
2677,goal_27,approach,exito,1359,233.92,True,-0.3695
2678,goal_27,approach,exito,1359,233.93,True,-0.3696
2679,goal_27,approach,exito,1359,233.93,True,-0.3694
2680,goal_27,approach,exito,1359,233.93,True,-0.3695
2681,goal_27,approach,exito,1359,233.93,True,-0.3695
2682,goal_27,approach,exito,1359,233.93,True,-0.3695
2683,goal_27,approach,exito,1359,233.93,True,-0.3695
2684,goal_27,approach,exito,1359,233.93,True,-0.3695
2685,goal_27,approach,exito,1359,233.93,True,-0.3695
2686,goal_27,approach,exito,1359,233.93,True,-0.3695
2687,goal_27,approach,exito,1359,233.93,True,-0.3695
2688,goal_27,approach,exito,1359,233.93,True,-0.3695
2689,goal_27,approach,exito,1359,233.93,True,-0.3695
2690,goal_27,approach,exito,1359,233.93,True,-0.3694
2691,goal_27,approach,exito,1359,233.92,True,-0.3694
2692,goal_27,approach,exito,1359,233.93,True,-0.3695
2693,goal_27,approach,exito,1359,233.93,True,-0.3695
2694,goal_27,approach,exito,1359,233.93,True,-0.3695
2695,goal_27,approach,exito,1359,233.93,True,-0.3695
2696,goal_27,approach,exito,1359,233.93,True,-0.3695
2697,goal_27,approach,exito,1359,233.93,True,-0.3696
2698,goal_27,approach,exito,1359,233.93,True,-0.3695
2699,goal_27,approach,exito,1359,233.93,True,-0.3695
2700,goal_27,approach,exito,1359,233.93,True,-0.3695
2701,goal_28,approach,exito,1176,211.87,True,-0.6019
2702,goal_28,approach,exito,1176,211.87,True,-0.6026
2703,goal_28,approach,exito,1176,211.87,True,-0.6026
2704,goal_28,approach,exito,1176,211.87,True,-0.6024
2705,goal_28,approach,exito,1176,211.87,True,-0.6026
2706,goal_28,approach,exito,1176,211.86,True,-0.6027
2707,goal_28,approach,exito,1176,211.86,True,-0.6027
2708,goal_28,approach,exito,1176,211.87,True,-0.6026
2709,goal_28,approach,exito,1176,211.87,True,-0.6026
2710,goal_28,approach,exito,1176,211.87,True,-0.6026
2711,goal_28,approach,exito,1176,211.87,True,-0.6026
2712,goal_28,approach,exito,1176,211.87,True,-0.6027
2713,goal_28,approach,exito,1176,211.87,True,-0.6026
2714,goal_28,approach,exito,1176,211.87,True,-0.6026
2715,goal_28,approach,exito,1176,211.87,True,-0.6026
2716,goal_28,approach,exito,1176,211.87,True,-0.6024
2717,goal_28,approach,exito,1176,211.87,True,-0.6026
2718,goal_28,approach,exito,1176,211.87,True,-0.6026
2719,goal_28,approach,exito,1176,211.87,True,-0.6026
2720,goal_28,approach,exito,1176,211.86,True,-0.6027
2721,goal_28,approach,exito,1176,211.87,True,-0.6026
2722,goal_28,approach,exito,1176,211.86,True,-0.6027
2723,goal_28,approach,exito,1176,211.87,True,-0.6026
2724,goal_28,approach,exito,1176,211.86,True,-0.6027
2725,goal_28,approach,exito,1176,211.87,True,-0.6026
2726,goal_28,approach,exito,1176,211.86,True,-0.6027
2727,goal_28,approach,exito,1176,211.87,True,-0.6026
2728,goal_28,approach,exito,1176,211.87,True,-0.6026
2729,goal_28,approach,exito,1176,211.87,True,-0.6026
2730,goal_28,approach,exito,1176,211.87,True,-0.6026
2731,goal_28,approach,exito,1176,211.87,True,-0.6024
2732,goal_28,approach,exito,1176,211.87,True,-0.6026
2733,goal_28,approach,exito,1176,211.87,True,-0.6027
2734,goal_28,approach,exito,1176,211.87,True,-0.6027
2735,goal_28,approach,exito,1176,211.87,True,-0.6026
2736,goal_28,approach,exito,1176,211.87,True,-0.6026
2737,goal_28,approach,exito,1176,211.87,True,-0.6026
2738,goal_28,approach,exito,1176,211.87,True,-0.6026
2739,goal_28,approach,exito,1176,211.87,True,-0.6026
2740,goal_28,approach,exito,1176,211.87,True,-0.6026
2741,goal_28,approach,exito,1176,211.87,True,-0.6026
2742,goal_28,approach,exito,1176,211.87,True,-0.6026
