episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria,heading_llegada_rad
2743,goal_28,approach,exito,1176,211.87,True,-0.6026
2744,goal_28,approach,exito,1176,211.87,True,-0.6026
2745,goal_28,approach,exito,1176,211.87,True,-0.6026
2746,goal_28,approach,exito,1176,211.87,True,-0.6026
2747,goal_28,approach,exito,1176,211.87,True,-0.6026
2748,goal_28,approach,exito,1176,211.87,True,-0.6026
2749,goal_28,approach,exito,1176,211.87,True,-0.6026
2750,goal_28,approach,exito,1176,211.87,True,-0.6026
2751,goal_28,approach,exito,1176,211.87,True,-0.6026
2752,goal_28,approach,exito,1176,211.87,True,-0.6026
2753,goal_28,approach,exito,1176,211.87,True,-0.6026
2754,goal_28,approach,exito,1176,211.87,True,-0.6026
2755,goal_28,approach,exito,1176,211.87,True,-0.6027
2756,goal_28,approach,exito,1176,211.87,True,-0.6026
2757,goal_28,approach,exito,1176,211.87,True,-0.6026
2758,goal_28,approach,exito,1176,211.87,True,-0.6026
2759,goal_28,approach,exito,1176,211.86,True,-0.6027
2760,goal_28,approach,exito,1176,211.87,True,-0.6026
2761,goal_28,approach,exito,1176,211.87,True,-0.6026
2762,goal_28,approach,exito,1176,211.87,True,-0.6026
2763,goal_28,approach,exito,1176,211.87,True,-0.6026
2764,goal_28,approach,exito,1176,211.87,True,-0.6024
2765,goal_28,approach,exito,1176,211.87,True,-0.6024
2766,goal_28,approach,exito,1176,211.87,True,-0.6026
2767,goal_28,approach,exito,1176,211.87,True,-0.6027
2768,goal_28,approach,exito,1176,211.86,True,-0.6027
2769,goal_28,approach,exito,1176,211.87,True,-0.6026
2770,goal_28,approach,exito,1176,211.87,True,-0.6026
2771,goal_28,approach,exito,1176,211.87,True,-0.6026
2772,goal_28,approach,exito,1176,211.86,True,-0.6027
2773,goal_28,approach,exito,1176,211.87,True,-0.6026
2774,goal_28,approach,exito,1176,211.87,True,-0.6026
2775,goal_28,approach,exito,1176,211.86,True,-0.6027
2776,goal_28,approach,exito,1176,211.87,True,-0.6026
2777,goal_28,approach,exito,1176,211.87,True,-0.6026
2778,goal_28,approach,exito,1176,211.87,True,-0.6026
2779,goal_28,approach,exito,1176,211.87,True,-0.6026
2780,goal_28,approach,exito,1176,211.87,True,-0.6026
2781,goal_28,approach,exito,1176,211.87,True,-0.6026
2782,goal_28,approach,exito,1176,211.87,True,-0.6026
2783,goal_28,approach,exito,1176,211.87,True,-0.6027
2784,goal_28,approach,exito,1176,211.87,True,-0.6027
2785,goal_28,approach,exito,1176,211.87,True,-0.6026
2786,goal_28,approach,exito,1176,211.86,True,-0.6027
2787,goal_28,approach,exito,1176,211.87,True,-0.6026
2788,goal_28,approach,exito,1176,211.87,True,-0.6026
2789,goal_28,approach,exito,1176,211.87,True,-0.6026
2790,goal_28,approach,exito,1176,211.87,True,-0.6026
2791,goal_28,approach,exito,1176,211.87,True,-0.6024
2792,goal_28,approach,exito,1176,211.87,True,-0.6026
2793,goal_28,approach,exito,1176,211.86,True,-0.6027
2794,goal_28,approach,exito,1176,211.87,True,-0.6027
2795,goal_28,approach,exito,1176,211.87,True,-0.6026
2796,goal_28,approach,exito,1176,211.87,True,-0.6026
2797,goal_28,approach,exito,1176,211.87,True,-0.6026
2798,goal_28,approach,exito,1176,211.87,True,-0.6026
2799,goal_28,approach,exito,1176,211.87,True,-0.6024
2800,goal_28,approach,exito,1176,211.87,True,-0.6026

RESUMEN_GLOBAL,,,,,,,
n_total,2800,,,,,,
exito_%,100.0,,,,,,
colision_%,0.0,,,,,,
truncado_%,0.0,,,,,,
pasos_medio,818.2,,,,,,
reward_medio,158.6,,,,,,

RESUMEN_POR_GOAL,tipo,exito,colision,truncado,exito_%,heading_mean_deg,heading_sigma_deg
goal_01,approach,100,0,0,100.0,-21.8,0.2
goal_02,approach,100,0,0,100.0,-8.3,0.0
goal_03,approach,100,0,0,100.0,-1.7,0.0
goal_04,approach,100,0,0,100.0,-1.4,0.0
goal_05,approach,100,0,0,100.0,-122.6,0.0
goal_06,approach,100,0,0,100.0,-83.2,0.0
goal_07,approach,100,0,0,100.0,-59.4,0.0
goal_08,approach,100,0,0,100.0,-11.4,0.1
goal_09,approach,100,0,0,100.0,-18.6,0.0
goal_10,approach,100,0,0,100.0,-6.4,0.0
goal_11,approach,100,0,0,100.0,-25.8,0.0
goal_12,approach,100,0,0,100.0,-21.8,0.0
goal_13,approach,100,0,0,100.0,-14.6,0.0
goal_14,approach,100,0,0,100.0,-0.4,0.0
goal_15,approach,100,0,0,100.0,-0.4,0.0
goal_16,approach,100,0,0,100.0,-15.5,0.0
goal_17,approach,100,0,0,100.0,-52.1,0.0
goal_18,approach,100,0,0,100.0,-22.6,0.0
goal_19,approach,100,0,0,100.0,-25.2,0.1
goal_20,approach,100,0,0,100.0,-23.0,0.0
goal_21,approach,100,0,0,100.0,-23.3,0.0
goal_22,approach,100,0,0,100.0,-8.9,0.1
goal_23,approach,100,0,0,100.0,-27.0,0.0
goal_24,approach,100,0,0,100.0,-27.6,0.0
goal_25,approach,100,0,0,100.0,-57.0,0.0
goal_26,approach,100,0,0,100.0,-7.8,0.0
goal_27,approach,100,0,0,100.0,-21.2,0.0
goal_28,approach,100,0,0,100.0,-34.5,0.0
