episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,4182,837.02,03,sthwp,123,1
2,goal_001,2,exito,4195,836.24,03,sthwp,123,1
3,goal_001,3,exito,4195,834.61,03,sthwp,123,1
4,goal_001,4,exito,4195,834.23,03,sthwp,123,1
5,goal_001,5,exito,4195,835.86,03,sthwp,123,1
6,goal_001,6,exito,4195,836.85,03,sthwp,123,1
7,goal_001,7,exito,4195,835.82,03,sthwp,123,1
8,goal_001,8,exito,4195,835.29,03,sthwp,123,1
9,goal_001,9,exito,4195,836.19,03,sthwp,123,1
10,goal_001,10,exito,4195,836.83,03,sthwp,123,1
11,goal_002,1,exito,4192,833.43,03,sthwp,123,1
12,goal_002,2,exito,4192,833.21,03,sthwp,123,1
13,goal_002,3,exito,4192,831.61,03,sthwp,123,1
14,goal_002,4,exito,4192,830.63,03,sthwp,123,1
15,goal_002,5,exito,4192,832.13,03,sthwp,123,1
16,goal_002,6,exito,4192,833.44,03,sthwp,123,1
17,goal_002,7,exito,4192,832.51,03,sthwp,123,1
18,goal_002,8,exito,4192,831.88,03,sthwp,123,1
19,goal_002,9,exito,4192,832.69,03,sthwp,123,1
20,goal_002,10,exito,4192,833.43,03,sthwp,123,1
21,goal_003,1,exito,4192,833.46,03,sthwp,123,1
22,goal_003,2,exito,4192,833.36,03,sthwp,123,1
23,goal_003,3,exito,4192,831.76,03,sthwp,123,1
24,goal_003,4,exito,4192,830.58,03,sthwp,123,1
25,goal_003,5,exito,4192,832.12,03,sthwp,123,1
26,goal_003,6,exito,4192,833.42,03,sthwp,123,1
27,goal_003,7,exito,4192,832.62,03,sthwp,123,1
28,goal_003,8,exito,4192,831.87,03,sthwp,123,1
29,goal_003,9,exito,4192,832.68,03,sthwp,123,1
30,goal_003,10,exito,4192,833.45,03,sthwp,123,1
31,goal_004,1,exito,4192,833.43,03,sthwp,123,1
32,goal_004,2,exito,4192,833.42,03,sthwp,123,1
33,goal_004,3,exito,4192,831.81,03,sthwp,123,1
34,goal_004,4,exito,4192,830.57,03,sthwp,123,1
35,goal_004,5,exito,4192,831.95,03,sthwp,123,1
36,goal_004,6,exito,4192,833.44,03,sthwp,123,1
37,goal_004,7,exito,4192,832.43,03,sthwp,123,1
38,goal_004,8,exito,4192,831.82,03,sthwp,123,1
39,goal_004,9,exito,4192,832.55,03,sthwp,123,1
40,goal_004,10,exito,4192,833.44,03,sthwp,123,1
41,goal_005,1,exito,4192,833.39,03,sthwp,123,1
42,goal_005,2,exito,4192,833.44,03,sthwp,123,1
43,goal_005,3,exito,4192,831.87,03,sthwp,123,1
44,goal_005,4,exito,4192,830.57,03,sthwp,123,1
45,goal_005,5,exito,4192,831.9,03,sthwp,123,1
46,goal_005,6,exito,4192,833.43,03,sthwp,123,1
47,goal_005,7,exito,4192,832.63,03,sthwp,123,1
48,goal_005,8,exito,4192,831.52,03,sthwp,123,1
49,goal_005,9,exito,4192,832.43,03,sthwp,123,1
