episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,14392,2291.55,05,sthwp,123
2,goal_002,exito,14296,2277.23,05,sthwp,123
3,goal_003,exito,14108,2267.48,05,sthwp,123
4,goal_004,exito,14050,2268.37,05,sthwp,123
5,goal_005,exito,14024,2268.14,05,sthwp,123
6,goal_006,exito,14013,2266.51,05,sthwp,123
7,goal_007,exito,14019,2269.2,05,sthwp,123
8,goal_008,exito,14050,2273.3,05,sthwp,123
9,goal_009,exito,14097,2275.78,05,sthwp,123
10,goal_010,exito,14163,2285.37,05,sthwp,123
11,goal_011,exito,14233,2295.22,05,sthwp,123
12,goal_012,exito,14306,2306.93,05,sthwp,123
13,goal_013,exito,14394,2320.4,05,sthwp,123
14,goal_014,exito,14488,2340.78,05,sthwp,123
15,goal_015,exito,14586,2358.07,05,sthwp,123
16,goal_016,exito,14683,2373.4,05,sthwp,123
17,goal_017,exito,14769,2387.36,05,sthwp,123
18,goal_018,exito,14866,2402.66,05,sthwp,123
19,goal_019,exito,14966,2413.86,05,sthwp,123
20,goal_020,exito,15111,2428.82,05,sthwp,123
21,goal_021,exito,15278,2454.71,05,sthwp,123
22,goal_022,exito,15391,2472.82,05,sthwp,123
23,goal_023,exito,15532,2492.69,05,sthwp,123
24,goal_024,exito,15668,2511.4,05,sthwp,123
25,goal_025,exito,15825,2532.29,05,sthwp,123
26,goal_026,exito,16001,2554.63,05,sthwp,123
27,goal_027,exito,16152,2576.19,05,sthwp,123
28,goal_028,exito,16334,2603.3,05,sthwp,123
29,goal_029,exito,16494,2627.65,05,sthwp,123
30,goal_030,exito,16735,2650.72,05,sthwp,123
31,goal_031,exito,16948,2679.88,05,sthwp,123
32,goal_032,exito,17157,2710.24,05,sthwp,123
33,goal_033,exito,17406,2746.61,05,sthwp,123
34,goal_034,exito,17623,2778.38,05,sthwp,123
35,goal_035,exito,17872,2814.92,05,sthwp,123
36,goal_036,exito,18125,2852.98,05,sthwp,123
37,goal_037,exito,14299,2297.49,05,sthwp,123
38,goal_038,exito,16596,2629.23,05,sthwp,123
39,goal_039,exito,14227,2287.97,05,sthwp,123
40,goal_040,exito,16488,2613.56,05,sthwp,123
41,goal_041,exito,14099,2270.33,05,sthwp,123
42,goal_042,exito,16224,2577.16,05,sthwp,123
43,goal_043,exito,14001,2260.05,05,sthwp,123
44,goal_044,exito,15974,2541.11,05,sthwp,123
45,goal_045,exito,13938,2254.55,05,sthwp,123
46,goal_046,exito,15750,2508.41,05,sthwp,123
47,goal_047,exito,13884,2248.8,05,sthwp,123
48,goal_048,exito,15500,2472.42,05,sthwp,123
49,goal_049,exito,13864,2246.41,05,sthwp,123
50,goal_050,exito,15281,2440.45,05,sthwp,123
51,goal_051,exito,13843,2242.78,05,sthwp,123
52,goal_052,exito,15029,2402.7,05,sthwp,123
53,goal_053,exito,13822,2238.99,05,sthwp,123
54,goal_054,exito,14770,2364.32,05,sthwp,123
55,goal_055,exito,13801,2235.6,05,sthwp,123
56,goal_056,exito,14558,2334.19,05,sthwp,123
57,goal_057,exito,13794,2236.22,05,sthwp,123
58,goal_058,exito,14309,2298.02,05,sthwp,123
59,goal_059,exito,13793,2236.23,05,sthwp,123
60,goal_060,exito,14107,2270.83,05,sthwp,123
61,goal_061,exito,15165,2425.61,05,sthwp,123
62,goal_062,exito,15014,2419.75,05,sthwp,123
63,goal_063,exito,15400,2451.56,05,sthwp,123
64,goal_064,exito,15169,2436.8,05,sthwp,123
65,goal_065,exito,15653,2489.01,05,sthwp,123
66,goal_066,exito,15385,2460.11,05,sthwp,123
67,goal_067,exito,15903,2526.17,05,sthwp,123
68,goal_068,exito,15627,2494.33,05,sthwp,123
69,goal_069,exito,16124,2558.66,05,sthwp,123
70,goal_070,exito,15845,2525.75,05,sthwp,123
71,goal_071,exito,16374,2595.51,05,sthwp,123
72,goal_072,exito,16095,2562.41,05,sthwp,123
73,goal_073,exito,16593,2627.69,05,sthwp,123
74,goal_074,exito,16324,2596.64,05,sthwp,123
75,goal_075,exito,16843,2664.36,05,sthwp,123
76,goal_076,exito,16579,2633.92,05,sthwp,123
77,goal_077,exito,17093,2701.1,05,sthwp,123
78,goal_078,exito,16829,2670.43,05,sthwp,123
79,goal_079,exito,17312,2733.31,05,sthwp,123
80,goal_080,exito,17047,2702.31,05,sthwp,123
81,goal_081,exito,17562,2770.01,05,sthwp,123
82,goal_082,exito,17297,2738.84,05,sthwp,123
83,goal_083,exito,17811,2805.73,05,sthwp,123
84,goal_084,exito,17516,2771.24,05,sthwp,123
85,goal_085,exito,16557,2620.99,05,sthwp,123
86,goal_086,exito,16566,2620.56,05,sthwp,123
87,goal_087,exito,16464,2607.01,05,sthwp,123
88,goal_088,exito,16429,2601.32,05,sthwp,123
89,goal_089,exito,16209,2569.99,05,sthwp,123
90,goal_090,exito,16162,2564.18,05,sthwp,123
91,goal_091,exito,15947,2531.1,05,sthwp,123
92,goal_092,exito,15912,2528.23,05,sthwp,123
93,goal_093,exito,15720,2496.36,05,sthwp,123
94,goal_094,exito,15696,2497.56,05,sthwp,123
95,goal_095,exito,15470,2460.22,05,sthwp,123
96,goal_096,exito,15450,2461.5,05,sthwp,123
97,goal_097,exito,15251,2428.63,05,sthwp,123
98,goal_098,exito,15230,2429.77,05,sthwp,123
99,goal_099,exito,15001,2392.4,05,sthwp,123
100,goal_100,exito,14980,2393.89,05,sthwp,123
101,goal_101,exito,14752,2356.83,05,sthwp,123
102,goal_102,exito,14732,2358.62,05,sthwp,123
103,goal_103,exito,14546,2327.91,05,sthwp,123
104,goal_104,exito,14521,2328.56,05,sthwp,123
105,goal_105,exito,14321,2298.49,05,sthwp,123
106,goal_106,exito,14275,2293.28,05,sthwp,123
107,goal_107,exito,14127,2270.24,05,sthwp,123
108,goal_108,exito,14087,2268.55,05,sthwp,123
109,goal_109,exito,14910,2386.37,05,sthwp,123
110,goal_110,exito,14720,2370.99,05,sthwp,123
111,goal_111,exito,15143,2415.75,05,sthwp,123
112,goal_112,exito,14876,2387.99,05,sthwp,123
113,goal_113,exito,15402,2452.8,05,sthwp,123
114,goal_114,exito,15094,2411.35,05,sthwp,123
115,goal_115,exito,15635,2486.3,05,sthwp,123
116,goal_116,exito,15338,2446.51,05,sthwp,123
117,goal_117,exito,15845,2516.58,05,sthwp,123
118,goal_118,exito,15549,2475.48,05,sthwp,123
119,goal_119,exito,16096,2553.22,05,sthwp,123
