episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,5731,1013.04,02,sthwp,42,1
2,goal_001,2,exito,5721,1009.17,02,sthwp,42,1
3,goal_001,3,exito,5720,1017.41,02,sthwp,42,1
4,goal_001,4,exito,5720,1016.75,02,sthwp,42,1
5,goal_001,5,exito,5720,1016.68,02,sthwp,42,1
6,goal_001,6,col_exit,3055,290.17,02,sthwp,42,1
7,goal_001,7,exito,5670,847.78,02,sthwp,42,1
8,goal_001,8,exito,5720,1016.57,02,sthwp,42,1
9,goal_001,9,exito,5720,1016.69,02,sthwp,42,1
10,goal_001,10,col_exit,2949,285.24,02,sthwp,42,1
11,goal_002,1,col_exit,2822,-498.22,02,sthwp,42,1
12,goal_002,2,exito,5654,1023.08,02,sthwp,42,1
13,goal_002,3,exito,5708,1006.85,02,sthwp,42,1
14,goal_002,4,exito,5707,1006.02,02,sthwp,42,1
15,goal_002,5,col_exit,2875,-501.14,02,sthwp,42,1
16,goal_002,6,exito,5654,1022.91,02,sthwp,42,1
17,goal_002,7,exito,5707,1007.22,02,sthwp,42,1
18,goal_002,8,exito,5707,1005.95,02,sthwp,42,1
19,goal_002,9,col_exit,2895,-504.5,02,sthwp,42,1
20,goal_002,10,exito,5654,1022.97,02,sthwp,42,1
21,goal_003,1,exito,5637,1058.89,02,sthwp,42,1
22,goal_003,2,exito,5637,1056.5,02,sthwp,42,1
23,goal_003,3,exito,5637,1056.79,02,sthwp,42,1
24,goal_003,4,exito,5637,1058.89,02,sthwp,42,1
25,goal_003,5,exito,5637,1056.82,02,sthwp,42,1
26,goal_003,6,exito,5637,1045.18,02,sthwp,42,1
27,goal_003,7,exito,5637,1058.89,02,sthwp,42,1
28,goal_003,8,exito,5637,1058.89,02,sthwp,42,1
29,goal_003,9,exito,5637,1058.9,02,sthwp,42,1
30,goal_003,10,exito,5637,1058.89,02,sthwp,42,1
31,goal_004,1,exito,5569,1049.82,02,sthwp,42,1
32,goal_004,2,exito,5569,1049.81,02,sthwp,42,1
33,goal_004,3,exito,5569,1049.79,02,sthwp,42,1
34,goal_004,4,exito,5569,1049.82,02,sthwp,42,1
35,goal_004,5,exito,5569,1049.77,02,sthwp,42,1
36,goal_004,6,exito,5569,1049.8,02,sthwp,42,1
37,goal_004,7,exito,5569,1049.82,02,sthwp,42,1
38,goal_004,8,exito,5569,1048.11,02,sthwp,42,1
39,goal_004,9,exito,5569,1049.82,02,sthwp,42,1
40,goal_004,10,exito,5569,1049.82,02,sthwp,42,1
41,goal_005,1,exito,5547,1038.05,02,sthwp,42,1
42,goal_005,2,exito,5547,1046.02,02,sthwp,42,1
43,goal_005,3,exito,5547,1046.04,02,sthwp,42,1
44,goal_005,4,exito,5547,1036.24,02,sthwp,42,1
45,goal_005,5,exito,5547,1046.03,02,sthwp,42,1
