episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,14404,2201.02,05,subwp,123
2,goal_002,exito,14283,2189.19,05,subwp,123
3,goal_003,exito,14169,2185.49,05,subwp,123
4,goal_004,exito,14128,2180.99,05,subwp,123
5,goal_005,exito,14114,2181.26,05,subwp,123
6,goal_006,exito,14096,2176.81,05,subwp,123
7,goal_007,exito,14088,2177.92,05,subwp,123
8,goal_008,exito,14108,2180.1,05,subwp,123
9,goal_009,exito,14158,2185.12,05,subwp,123
10,goal_010,exito,14235,2195.13,05,subwp,123
11,goal_011,exito,14304,2204.17,05,subwp,123
12,goal_012,exito,14364,2213.24,05,subwp,123
13,goal_013,exito,14440,2224.16,05,subwp,123
14,goal_014,exito,14527,2230.9,05,subwp,123
15,goal_015,exito,14622,2244.21,05,subwp,123
16,goal_016,exito,14718,2257.34,05,subwp,123
17,goal_017,exito,14808,2269.05,05,subwp,123
18,goal_018,exito,14902,2281.77,05,subwp,123
19,goal_019,exito,15000,2293.29,05,subwp,123
20,goal_020,exito,15136,2316.99,05,subwp,123
21,goal_021,exito,15307,2342.52,05,subwp,123
22,goal_022,exito,15423,2358.47,05,subwp,123
23,goal_023,exito,15569,2379.03,05,subwp,123
24,goal_024,exito,15704,2394.62,05,subwp,123
25,goal_025,exito,15859,2413.52,05,subwp,123
26,goal_026,exito,16025,2434.99,05,subwp,123
27,goal_027,exito,16177,2455.98,05,subwp,123
28,goal_028,exito,16359,2481.01,05,subwp,123
29,goal_029,exito,16515,2502.31,05,subwp,123
30,goal_030,exito,16715,2525.3,05,subwp,123
31,goal_031,exito,16949,2553.78,05,subwp,123
32,goal_032,exito,17170,2584.81,05,subwp,123
33,goal_033,exito,17417,2617.49,05,subwp,123
34,goal_034,exito,17641,2649.59,05,subwp,123
35,goal_035,exito,17890,2681.79,05,subwp,123
36,goal_036,exito,18138,2715.08,05,subwp,123
37,goal_037,exito,14327,2205.05,05,subwp,123
38,goal_038,exito,16698,2527.86,05,subwp,123
39,goal_039,exito,14258,2195.51,05,subwp,123
40,goal_040,exito,16596,2513.48,05,subwp,123
41,goal_041,exito,14134,2179.03,05,subwp,123
42,goal_042,exito,16352,2479.72,05,subwp,123
43,goal_043,exito,14049,2171.86,05,subwp,123
44,goal_044,exito,16101,2443.77,05,subwp,123
45,goal_045,exito,13991,2165.95,05,subwp,123
46,goal_046,exito,15872,2413.2,05,subwp,123
47,goal_047,exito,13940,2160.89,05,subwp,123
48,goal_048,exito,15623,2379.03,05,subwp,123
49,goal_049,exito,13917,2156.89,05,subwp,123
50,goal_050,exito,15411,2345.86,05,subwp,123
51,goal_051,exito,13900,2154.32,05,subwp,123
52,goal_052,exito,15154,2313.04,05,subwp,123
53,goal_053,exito,13880,2150.36,05,subwp,123
54,goal_054,exito,14897,2276.72,05,subwp,123
55,goal_055,exito,13858,2148.37,05,subwp,123
56,goal_056,exito,14686,2248.18,05,subwp,123
57,goal_057,exito,13860,2147.99,05,subwp,123
58,goal_058,exito,14432,2211.91,05,subwp,123
59,goal_059,exito,13854,2148.5,05,subwp,123
60,goal_060,exito,14213,2182.86,05,subwp,123
61,goal_061,exito,15223,2320.94,05,subwp,123
62,goal_062,exito,15068,2307.93,05,subwp,123
63,goal_063,exito,15447,2347.25,05,subwp,123
64,goal_064,exito,15209,2322.71,05,subwp,123
65,goal_065,exito,15683,2377.52,05,subwp,123
66,goal_066,exito,15445,2348.55,05,subwp,123
67,goal_067,exito,15939,2412.76,05,subwp,123
68,goal_068,exito,15697,2383.44,05,subwp,123
69,goal_069,exito,16154,2442.11,05,subwp,123
70,goal_070,exito,15905,2412.25,05,subwp,123
71,goal_071,exito,16405,2477.52,05,subwp,123
72,goal_072,exito,16163,2445.41,05,subwp,123
73,goal_073,exito,16625,2505.78,05,subwp,123
74,goal_074,exito,16387,2475.75,05,subwp,123
75,goal_075,exito,16879,2540.4,05,subwp,123
76,goal_076,exito,16645,2510.64,05,subwp,123
77,goal_077,exito,17127,2575.73,05,subwp,123
78,goal_078,exito,16897,2544.55,05,subwp,123
79,goal_079,exito,17344,2605.14,05,subwp,123
80,goal_080,exito,17120,2572.61,05,subwp,123
