episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,11347,1757.58,04,subwp,123
2,goal_002,exito,11202,1755.26,04,subwp,123
3,goal_003,exito,11206,1752.73,04,subwp,123
4,goal_004,exito,11168,1747.41,04,subwp,123
5,goal_005,exito,11159,1743.53,04,subwp,123
6,goal_006,exito,11159,1742.75,04,subwp,123
7,goal_007,exito,11166,1740.6,04,subwp,123
8,goal_008,exito,11166,1744.88,04,subwp,123
9,goal_009,exito,11173,1746.29,04,subwp,123
10,goal_010,exito,11163,1745.2,04,subwp,123
11,goal_011,exito,11174,1746.08,04,subwp,123
12,goal_012,exito,11168,1745.3,04,subwp,123
13,goal_013,exito,11173,1746.22,04,subwp,123
14,goal_014,exito,11167,1743.86,04,subwp,123
15,goal_015,exito,11171,1746.09,04,subwp,123
16,goal_016,exito,11176,1746.42,04,subwp,123
17,goal_017,exito,11173,1743.61,04,subwp,123
18,goal_018,exito,11169,1741.43,04,subwp,123
19,goal_019,exito,11176,1743.93,04,subwp,123
20,goal_020,exito,11177,1743.38,04,subwp,123
21,goal_021,exito,11174,1743.12,04,subwp,123
22,goal_022,exito,11180,1743.3,04,subwp,123
23,goal_023,exito,11177,1743.71,04,subwp,123
24,goal_024,exito,11178,1743.48,04,subwp,123
25,goal_025,exito,11170,1743.27,04,subwp,123
26,goal_026,exito,11186,1743.17,04,subwp,123
27,goal_027,exito,11186,1740.16,04,subwp,123
28,goal_028,exito,11210,1744.66,04,subwp,123
29,goal_029,exito,11194,1741.79,04,subwp,123
30,goal_030,exito,11184,1742.29,04,subwp,123
31,goal_031,exito,11182,1740.12,04,subwp,123
32,goal_032,exito,11184,1741.87,04,subwp,123
33,goal_033,exito,11172,1760.16,04,subwp,123
34,goal_034,exito,11203,1749.46,04,subwp,123
35,goal_035,exito,11168,1766.51,04,subwp,123
36,goal_036,exito,11187,1772.21,04,subwp,123
37,goal_037,exito,11176,1781.37,04,subwp,123
38,goal_038,exito,11143,1777.45,04,subwp,123
39,goal_039,exito,11124,1773.11,04,subwp,123
40,goal_040,exito,11129,1774.21,04,subwp,123
41,goal_041,exito,11133,1776.15,04,subwp,123
42,goal_042,exito,11156,1779.52,04,subwp,123
43,goal_043,exito,11164,1780.67,04,subwp,123
44,goal_044,exito,11163,1781.25,04,subwp,123
45,goal_045,exito,11165,1781.07,04,subwp,123
46,goal_046,exito,11163,1780.82,04,subwp,123
47,goal_047,exito,11165,1780.52,04,subwp,123
48,goal_048,exito,11163,1780.85,04,subwp,123
49,goal_049,exito,11167,1779.91,04,subwp,123
50,goal_050,exito,11170,1783.24,04,subwp,123
51,goal_051,exito,11164,1780.45,04,subwp,123
52,goal_052,exito,11162,1780.45,04,subwp,123
53,goal_053,exito,11168,1780.52,04,subwp,123
54,goal_054,exito,11163,1779.83,04,subwp,123
55,goal_055,exito,11166,1780.43,04,subwp,123
56,goal_056,exito,11166,1780.38,04,subwp,123
57,goal_057,exito,11169,1780.12,04,subwp,123
58,goal_058,exito,11164,1779.68,04,subwp,123
59,goal_059,exito,11168,1781.72,04,subwp,123
60,goal_060,exito,11172,1781.02,04,subwp,123
61,goal_061,exito,11175,1780.11,04,subwp,123
62,goal_062,exito,11200,1783.69,04,subwp,123
63,goal_063,exito,11196,1782.91,04,subwp,123
64,goal_064,exito,11182,1780.01,04,subwp,123
65,goal_065,exito,11171,1780.55,04,subwp,123
66,goal_066,exito,11169,1780.08,04,subwp,123
67,goal_067,exito,11186,1789.09,04,subwp,123
68,goal_068,exito,11166,1767.85,04,subwp,123
69,goal_069,exito,11106,1730.76,04,subwp,123
70,goal_070,exito,11133,1738.98,04,subwp,123
71,goal_071,exito,11135,1737.83,04,subwp,123
72,goal_072,exito,11136,1738.08,04,subwp,123
73,goal_073,exito,11141,1736.76,04,subwp,123
74,goal_074,exito,11146,1741.55,04,subwp,123
75,goal_075,exito,11147,1741.6,04,subwp,123
76,goal_076,exito,11141,1740.55,04,subwp,123
77,goal_077,exito,11149,1741.35,04,subwp,123
78,goal_078,exito,11142,1740.3,04,subwp,123
79,goal_079,exito,11149,1740.97,04,subwp,123
80,goal_080,exito,11145,1738.84,04,subwp,123
81,goal_081,exito,11149,1740.91,04,subwp,123
82,goal_082,exito,11143,1740.18,04,subwp,123
83,goal_083,exito,11148,1740.8,04,subwp,123
84,goal_084,exito,11146,1738.7,04,subwp,123
85,goal_085,exito,11149,1740.8,04,subwp,123
86,goal_086,exito,11151,1740.39,04,subwp,123
87,goal_087,exito,11150,1740.6,04,subwp,123
88,goal_088,exito,11151,1740.65,04,subwp,123
89,goal_089,exito,11150,1740.36,04,subwp,123
90,goal_090,exito,11153,1740.54,04,subwp,123
91,goal_091,exito,11146,1739.47,04,subwp,123
92,goal_092,exito,11153,1739.9,04,subwp,123
93,goal_093,exito,11166,1739.67,04,subwp,123
94,goal_094,exito,11193,1744.08,04,subwp,123
95,goal_095,exito,11167,1740.85,04,subwp,123
96,goal_096,exito,11152,1739.82,04,subwp,123
97,goal_097,exito,11150,1737.58,04,subwp,123
98,goal_098,exito,11110,1751.28,04,subwp,123
99,goal_099,exito,10378,1646.02,04,subwp,123
100,goal_100,exito,10362,1639.23,04,subwp,123
101,goal_101,exito,10342,1635.66,04,subwp,123
102,goal_102,exito,10341,1638.34,04,subwp,123
103,goal_103,exito,10352,1639.82,04,subwp,123
104,goal_104,exito,10355,1640.37,04,subwp,123
105,goal_105,exito,10353,1639.82,04,subwp,123
106,goal_106,exito,10348,1640.77,04,subwp,123
107,goal_107,exito,10348,1640.79,04,subwp,123
108,goal_108,exito,10350,1639.94,04,subwp,123
109,goal_109,exito,10349,1639.95,04,subwp,123
110,goal_110,exito,10348,1640.03,04,subwp,123
111,goal_111,exito,10355,1639.44,04,subwp,123
112,goal_112,exito,10354,1642.21,04,subwp,123
113,goal_113,exito,10360,1638.26,04,subwp,123
114,goal_114,exito,10351,1638.53,04,subwp,123
115,goal_115,exito,10358,1637.9,04,subwp,123
116,goal_116,exito,10354,1638.58,04,subwp,123
117,goal_117,exito,10361,1637.84,04,subwp,123
118,goal_118,exito,10353,1637.89,04,subwp,123
119,goal_119,exito,10359,1637.46,04,subwp,123
120,goal_120,exito,10368,1638.78,04,subwp,123
121,goal_121,exito,10393,1640.37,04,subwp,123
122,goal_122,exito,10378,1637.6,04,subwp,123
123,goal_123,exito,10362,1637.86,04,subwp,123
124,goal_124,exito,10366,1636.89,04,subwp,123
125,goal_125,exito,10359,1637.65,04,subwp,123
126,goal_126,exito,10366,1636.93,04,subwp,123
127,goal_127,exito,10363,1637.4,04,subwp,123
128,goal_128,exito,10340,1647.04,04,subwp,123
129,goal_129,exito,10293,1620.39,04,subwp,123
130,goal_130,exito,10325,1632.93,04,subwp,123
131,goal_131,exito,10317,1632.16,04,subwp,123
132,goal_132,exito,10333,1635.23,04,subwp,123
133,goal_133,exito,10326,1635.65,04,subwp,123
134,goal_134,exito,10331,1636.65,04,subwp,123
135,goal_135,exito,10326,1635.71,04,subwp,123
136,goal_136,exito,10322,1637.09,04,subwp,123
137,goal_137,exito,10328,1635.78,04,subwp,123
138,goal_138,exito,10323,1636.79,04,subwp,123
139,goal_139,exito,10327,1635.43,04,subwp,123
140,goal_140,exito,10323,1636.7,04,subwp,123
141,goal_141,exito,10333,1635.93,04,subwp,123
142,goal_142,exito,10324,1636.39,04,subwp,123
143,goal_143,exito,10334,1635.68,04,subwp,123
144,goal_144,exito,10324,1636.27,04,subwp,123
145,goal_145,exito,10334,1635.68,04,subwp,123
146,goal_146,exito,10329,1634.73,04,subwp,123
147,goal_147,exito,10335,1635.36,04,subwp,123
148,goal_148,exito,10331,1634.66,04,subwp,123
149,goal_149,exito,10341,1635.81,04,subwp,123
150,goal_150,exito,10353,1638.61,04,subwp,123
151,goal_151,exito,10365,1636.97,04,subwp,123
152,goal_152,exito,10338,1634.47,04,subwp,123
153,goal_153,exito,10327,1635.31,04,subwp,123
154,goal_154,exito,10328,1635.05,04,subwp,123
155,goal_155,exito,10328,1634.8,04,subwp,123
156,goal_156,exito,10337,1634.43,04,subwp,123
157,goal_157,exito,10328,1634.82,04,subwp,123
158,goal_158,exito,10302,1643.48,04,subwp,123
159,goal_159,exito,9546,1536.44,04,subwp,123
160,goal_160,exito,9516,1530.06,04,subwp,123
161,goal_161,exito,9503,1529.5,04,subwp,123
162,goal_162,exito,9498,1531.69,04,subwp,123
163,goal_163,exito,9498,1529.46,04,subwp,123
164,goal_164,exito,9501,1531.67,04,subwp,123
165,goal_165,exito,9501,1529.91,04,subwp,123
166,goal_166,exito,9499,1530.61,04,subwp,123
167,goal_167,exito,9502,1530.0,04,subwp,123
168,goal_168,exito,9497,1530.83,04,subwp,123
169,goal_169,exito,9500,1529.88,04,subwp,123
170,goal_170,exito,9504,1530.21,04,subwp,123
171,goal_171,exito,9506,1531.12,04,subwp,123
172,goal_172,exito,9507,1532.99,04,subwp,123
173,goal_173,exito,9504,1527.41,04,subwp,123
174,goal_174,exito,9503,1527.01,04,subwp,123
175,goal_175,exito,9509,1528.1,04,subwp,123
176,goal_176,exito,9524,1526.11,04,subwp,123
177,goal_177,exito,9549,1530.8,04,subwp,123
178,goal_178,exito,9539,1527.54,04,subwp,123
179,goal_179,exito,9521,1528.03,04,subwp,123
180,goal_180,exito,9519,1525.19,04,subwp,123
181,goal_181,exito,9518,1526.59,04,subwp,123
182,goal_182,exito,9499,1531.11,04,subwp,123
183,goal_183,exito,9511,1525.49,04,subwp,123
184,goal_184,exito,9520,1524.96,04,subwp,123
185,goal_185,exito,9518,1526.22,04,subwp,123
186,goal_186,exito,9519,1527.0,04,subwp,123
187,goal_187,exito,9514,1525.98,04,subwp,123
188,goal_188,exito,9519,1526.82,04,subwp,123
189,goal_189,exito,9454,1521.51,04,subwp,123
190,goal_190,exito,9450,1521.38,04,subwp,123
191,goal_191,exito,9468,1522.39,04,subwp,123
192,goal_192,exito,9467,1524.14,04,subwp,123
193,goal_193,exito,9468,1522.01,04,subwp,123
194,goal_194,exito,9468,1524.13,04,subwp,123
195,goal_195,exito,9468,1521.78,04,subwp,123
196,goal_196,exito,9465,1522.79,04,subwp,123
197,goal_197,exito,9470,1521.98,04,subwp,123
198,goal_198,exito,9465,1522.71,04,subwp,123
199,goal_199,exito,9470,1521.26,04,subwp,123
200,goal_200,exito,9466,1522.52,04,subwp,123
201,goal_201,exito,9470,1523.52,04,subwp,123
202,goal_202,exito,9467,1522.35,04,subwp,123
203,goal_203,exito,9470,1523.46,04,subwp,123
204,goal_204,exito,9467,1522.29,04,subwp,123
205,goal_205,exito,9471,1523.26,04,subwp,123
206,goal_206,exito,9488,1522.76,04,subwp,123
207,goal_207,exito,9511,1527.26,04,subwp,123
208,goal_208,exito,9490,1522.69,04,subwp,123
209,goal_209,exito,9485,1522.83,04,subwp,123
210,goal_210,exito,9473,1520.9,04,subwp,123
211,goal_211,exito,9470,1521.66,04,subwp,123
212,goal_212,exito,9474,1520.46,04,subwp,123
213,goal_213,exito,9470,1521.53,04,subwp,123
214,goal_214,exito,9474,1520.66,04,subwp,123
215,goal_215,exito,9470,1521.37,04,subwp,123
216,goal_216,exito,9474,1522.59,04,subwp,123
217,goal_217,exito,9471,1521.37,04,subwp,123
218,goal_218,exito,9458,1526.77,04,subwp,123
219,goal_219,exito,8734,1437.45,04,subwp,123
220,goal_220,exito,8709,1434.42,04,subwp,123
221,goal_221,exito,8705,1432.6,04,subwp,123
222,goal_222,exito,8698,1431.86,04,subwp,123
223,goal_223,exito,8704,1432.67,04,subwp,123
224,goal_224,exito,8705,1432.02,04,subwp,123
225,goal_225,exito,8706,1432.67,04,subwp,123
226,goal_226,exito,8705,1432.72,04,subwp,123
227,goal_227,exito,8705,1432.38,04,subwp,123
228,goal_228,exito,8705,1432.17,04,subwp,123
229,goal_229,exito,8704,1432.24,04,subwp,123
230,goal_230,exito,8703,1432.14,04,subwp,123
231,goal_231,exito,8705,1431.69,04,subwp,123
232,goal_232,exito,8710,1434.07,04,subwp,123
233,goal_233,exito,8694,1428.06,04,subwp,123
234,goal_234,exito,8704,1427.53,04,subwp,123
235,goal_235,exito,8703,1426.85,04,subwp,123
236,goal_236,exito,8699,1428.26,04,subwp,123
237,goal_237,exito,8694,1427.33,04,subwp,123
238,goal_238,exito,8696,1428.03,04,subwp,123
239,goal_239,exito,8699,1427.45,04,subwp,123
240,goal_240,exito,8699,1427.96,04,subwp,123
241,goal_241,exito,8702,1428.76,04,subwp,123
242,goal_242,exito,8701,1427.49,04,subwp,123
243,goal_243,exito,8707,1428.07,04,subwp,123
244,goal_244,exito,8711,1426.52,04,subwp,123
245,goal_245,exito,8706,1426.53,04,subwp,123
246,goal_246,exito,8711,1426.1,04,subwp,123
247,goal_247,exito,8710,1427.01,04,subwp,123
248,goal_248,exito,8709,1426.19,04,subwp,123
249,goal_249,exito,8671,1427.07,04,subwp,123
250,goal_250,exito,8668,1425.65,04,subwp,123
251,goal_251,exito,8671,1426.38,04,subwp,123
252,goal_252,exito,8669,1425.7,04,subwp,123
253,goal_253,exito,8672,1426.2,04,subwp,123
254,goal_254,exito,8669,1425.22,04,subwp,123
255,goal_255,exito,8671,1425.93,04,subwp,123
256,goal_256,exito,8672,1425.99,04,subwp,123
257,goal_257,exito,8672,1425.74,04,subwp,123
258,goal_258,exito,8672,1425.61,04,subwp,123
259,goal_259,exito,8673,1425.59,04,subwp,123
260,goal_260,exito,8672,1425.54,04,subwp,123
261,goal_261,exito,8672,1424.88,04,subwp,123
262,goal_262,exito,8673,1425.32,04,subwp,123
263,goal_263,exito,8667,1423.6,04,subwp,123
264,goal_264,exito,8682,1423.99,04,subwp,123
265,goal_265,exito,8675,1423.98,04,subwp,123
266,goal_266,exito,8675,1425.02,04,subwp,123
267,goal_267,exito,8672,1424.14,04,subwp,123
268,goal_268,exito,8676,1424.67,04,subwp,123
269,goal_269,exito,8673,1423.91,04,subwp,123
270,goal_270,exito,8677,1424.68,04,subwp,123
271,goal_271,exito,8675,1424.43,04,subwp,123
272,goal_272,exito,8677,1424.4,04,subwp,123
273,goal_273,exito,8676,1424.42,04,subwp,123
274,goal_274,exito,8678,1424.32,04,subwp,123
275,goal_275,exito,8677,1424.02,04,subwp,123
276,goal_276,exito,8676,1423.45,04,subwp,123
277,goal_277,exito,8677,1424.06,04,subwp,123
278,goal_278,exito,8676,1422.97,04,subwp,123
279,goal_279,exito,8274,1373.6,04,subwp,123
280,goal_280,exito,8276,1373.09,04,subwp,123
281,goal_281,exito,8275,1372.63,04,subwp,123
282,goal_282,exito,8276,1373.31,04,subwp,123
283,goal_283,exito,8277,1372.53,04,subwp,123
284,goal_284,exito,8276,1373.05,04,subwp,123
285,goal_285,exito,8276,1372.42,04,subwp,123
286,goal_286,exito,8275,1373.48,04,subwp,123
287,goal_287,exito,8279,1372.82,04,subwp,123
288,goal_288,exito,8274,1373.76,04,subwp,123
289,goal_289,exito,8277,1372.54,04,subwp,123
290,goal_290,exito,8276,1373.66,04,subwp,123
291,goal_291,exito,8279,1373.33,04,subwp,123
292,goal_292,exito,8275,1373.72,04,subwp,123
293,goal_293,exito,8278,1373.4,04,subwp,123
294,goal_294,exito,8276,1373.63,04,subwp,123
295,goal_295,exito,8280,1373.28,04,subwp,123
296,goal_296,exito,8278,1372.47,04,subwp,123
297,goal_297,exito,8279,1373.34,04,subwp,123
298,goal_298,exito,8281,1372.77,04,subwp,123
299,goal_299,exito,8280,1373.4,04,subwp,123
300,goal_300,exito,8279,1372.55,04,subwp,123
301,goal_301,exito,8278,1373.58,04,subwp,123
302,goal_302,exito,8280,1372.74,04,subwp,123
