episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,14442,2311.01,05,subwp,42,1
2,goal_001,2,exito,14440,2310.94,05,subwp,42,1
3,goal_001,3,exito,14437,2310.5,05,subwp,42,1
4,goal_001,4,exito,14438,2310.55,05,subwp,42,1
5,goal_001,5,exito,14439,2310.69,05,subwp,42,1
6,goal_001,6,exito,14438,2310.34,05,subwp,42,1
7,goal_001,7,exito,14438,2310.28,05,subwp,42,1
8,goal_001,8,exito,14440,2310.25,05,subwp,42,1
9,goal_001,9,exito,14440,2310.9,05,subwp,42,1
10,goal_001,10,col_return,8680,1212.92,05,subwp,42,1
11,goal_002,1,exito,14329,2295.18,05,subwp,42,1
12,goal_002,2,exito,14335,2289.47,05,subwp,42,1
13,goal_002,3,col_return,8713,1209.77,05,subwp,42,1
14,goal_002,4,exito,14328,2294.88,05,subwp,42,1
15,goal_002,5,exito,14333,2212.13,05,subwp,42,1
16,goal_002,6,col_return,8774,1222.19,05,subwp,42,1
17,goal_002,7,exito,14329,2295.08,05,subwp,42,1
18,goal_002,8,exito,14334,1976.13,05,subwp,42,1
19,goal_002,9,col_return,8806,1222.85,05,subwp,42,1
20,goal_002,10,exito,14329,2295.11,05,subwp,42,1
21,goal_003,1,col_return,8420,1181.41,05,subwp,42,1
22,goal_003,2,exito,14189,2288.76,05,subwp,42,1
23,goal_003,3,col_return,8364,1170.18,05,subwp,42,1
24,goal_003,4,exito,14189,2288.49,05,subwp,42,1
25,goal_003,5,exito,14201,2002.23,05,subwp,42,1
26,goal_003,6,col_return,8734,1229.26,05,subwp,42,1
27,goal_003,7,exito,14189,2288.59,05,subwp,42,1
28,goal_003,8,col_return,8523,1196.99,05,subwp,42,1
29,goal_003,9,exito,14189,2288.63,05,subwp,42,1
30,goal_003,10,col_return,8416,1180.89,05,subwp,42,1
31,goal_004,1,exito,14156,2283.25,05,subwp,42,1
32,goal_004,2,col_return,8359,1172.08,05,subwp,42,1
33,goal_004,3,exito,14154,2283.36,05,subwp,42,1
34,goal_004,4,col_return,8347,1171.54,05,subwp,42,1
35,goal_004,5,exito,14154,2283.4,05,subwp,42,1
36,goal_004,6,col_return,8355,1168.41,05,subwp,42,1
37,goal_004,7,exito,14156,2283.25,05,subwp,42,1
38,goal_004,8,col_return,8349,1167.32,05,subwp,42,1
39,goal_004,9,exito,14156,2283.33,05,subwp,42,1
40,goal_004,10,col_return,8344,1167.2,05,subwp,42,1
41,goal_005,1,exito,14145,2281.67,05,subwp,42,1
42,goal_005,2,col_return,8346,1166.87,05,subwp,42,1
43,goal_005,3,exito,14145,2281.59,05,subwp,42,1
44,goal_005,4,col_return,8349,1167.74,05,subwp,42,1
45,goal_005,5,exito,14145,2281.6,05,subwp,42,1
46,goal_005,6,col_return,8351,1168.29,05,subwp,42,1
47,goal_005,7,exito,14145,2281.68,05,subwp,42,1
48,goal_005,8,col_return,8350,1169.38,05,subwp,42,1
49,goal_005,9,exito,14145,2281.46,05,subwp,42,1
50,goal_005,10,col_return,8351,1169.9,05,subwp,42,1
51,goal_006,1,exito,14132,2279.89,05,subwp,42,1
52,goal_006,2,col_return,8353,1170.38,05,subwp,42,1
53,goal_006,3,exito,14133,2279.83,05,subwp,42,1
54,goal_006,4,col_return,8360,1171.07,05,subwp,42,1
55,goal_006,5,exito,14135,2280.8,05,subwp,42,1
56,goal_006,6,col_return,8360,1171.78,05,subwp,42,1
57,goal_006,7,exito,14133,2279.73,05,subwp,42,1
58,goal_006,8,col_return,8362,1172.69,05,subwp,42,1
59,goal_006,9,exito,14133,2279.83,05,subwp,42,1
60,goal_006,10,col_return,8363,1172.9,05,subwp,42,1
61,goal_007,1,exito,14150,2276.29,05,subwp,42,1
62,goal_007,2,col_return,8354,1169.29,05,subwp,42,1
63,goal_007,3,exito,14150,2276.31,05,subwp,42,1
64,goal_007,4,col_return,8349,1168.78,05,subwp,42,1
65,goal_007,5,exito,14150,2276.25,05,subwp,42,1
66,goal_007,6,col_return,8357,1166.75,05,subwp,42,1
67,goal_007,7,exito,14150,2276.42,05,subwp,42,1
68,goal_007,8,col_return,8354,1165.24,05,subwp,42,1
69,goal_007,9,exito,14150,2276.19,05,subwp,42,1
70,goal_007,10,col_return,8350,1164.78,05,subwp,42,1
71,goal_008,1,exito,14159,2281.0,05,subwp,42,1
72,goal_008,2,col_return,8345,1168.72,05,subwp,42,1
73,goal_008,3,exito,14159,2280.99,05,subwp,42,1
74,goal_008,4,col_return,8339,1168.98,05,subwp,42,1
75,goal_008,5,exito,14159,2280.98,05,subwp,42,1
76,goal_008,6,col_return,8338,1169.12,05,subwp,42,1
77,goal_008,7,exito,14157,2280.99,05,subwp,42,1
78,goal_008,8,col_return,8338,1169.42,05,subwp,42,1
79,goal_008,9,exito,14157,2281.0,05,subwp,42,1
80,goal_008,10,col_return,8347,1168.46,05,subwp,42,1
81,goal_009,1,exito,14210,2283.02,05,subwp,42,1
82,goal_009,2,exito,14216,2068.02,05,subwp,42,1
83,goal_009,3,col_return,8732,1223.07,05,subwp,42,1
84,goal_009,4,exito,14210,2282.9,05,subwp,42,1
85,goal_009,5,col_return,8506,1189.94,05,subwp,42,1
86,goal_009,6,exito,14209,2282.95,05,subwp,42,1
87,goal_009,7,col_return,8397,1172.98,05,subwp,42,1
88,goal_009,8,exito,14210,2282.89,05,subwp,42,1
89,goal_009,9,exito,14216,1991.05,05,subwp,42,1
90,goal_009,10,col_return,8740,1224.24,05,subwp,42,1
91,goal_010,1,exito,14283,2291.96,05,subwp,42,1
92,goal_010,2,col_return,8516,1187.62,05,subwp,42,1
93,goal_010,3,exito,14282,2291.95,05,subwp,42,1
94,goal_010,4,exito,14288,2270.24,05,subwp,42,1
95,goal_010,5,col_return,8721,1218.51,05,subwp,42,1
96,goal_010,6,exito,14282,2291.95,05,subwp,42,1
97,goal_010,7,col_return,8462,1180.09,05,subwp,42,1
98,goal_010,8,exito,14283,2292.19,05,subwp,42,1
99,goal_010,9,exito,14288,2283.3,05,subwp,42,1
100,goal_010,10,col_return,8701,1214.74,05,subwp,42,1
101,goal_011,1,exito,14343,2300.84,05,subwp,42,1
102,goal_011,2,exito,14348,2208.06,05,subwp,42,1
103,goal_011,3,col_return,8774,1230.38,05,subwp,42,1
