episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,14660,2262.34,05,sthwp,524
2,goal_002,exito,14489,2263.77,05,sthwp,524
3,goal_003,exito,14332,2263.47,05,sthwp,524
4,goal_004,exito,14270,2265.86,05,sthwp,524
5,goal_005,exito,14245,2263.34,05,sthwp,524
6,goal_006,exito,14225,2260.55,05,sthwp,524
7,goal_007,exito,14233,2262.37,05,sthwp,524
8,goal_008,exito,14273,2267.03,05,sthwp,524
9,goal_009,exito,14317,2271.57,05,sthwp,524
10,goal_010,exito,14387,2280.42,05,sthwp,524
11,goal_011,exito,14451,2290.33,05,sthwp,524
12,goal_012,exito,14527,2301.86,05,sthwp,524
13,goal_013,exito,14599,2315.95,05,sthwp,524
14,goal_014,exito,14693,2332.26,05,sthwp,524
15,goal_015,exito,14794,2347.2,05,sthwp,524
16,goal_016,exito,14891,2362.26,05,sthwp,524
17,goal_017,exito,14974,2375.92,05,sthwp,524
18,goal_018,exito,15073,2391.22,05,sthwp,524
19,goal_019,exito,14948,2430.6,05,sthwp,524
20,goal_020,exito,15068,2453.53,05,sthwp,524
21,goal_021,exito,15241,2480.25,05,sthwp,524
22,goal_022,exito,15361,2497.75,05,sthwp,524
23,goal_023,exito,15504,2518.81,05,sthwp,524
24,goal_024,exito,15638,2537.77,05,sthwp,524
25,goal_025,exito,15787,2557.01,05,sthwp,524
26,goal_026,exito,15949,2578.62,05,sthwp,524
27,goal_027,exito,16099,2600.35,05,sthwp,524
28,goal_028,exito,16280,2627.68,05,sthwp,524
29,goal_029,exito,16442,2652.23,05,sthwp,524
30,goal_030,exito,16640,2675.56,05,sthwp,524
31,goal_031,exito,16855,2705.21,05,sthwp,524
32,goal_032,exito,17068,2735.71,05,sthwp,524
33,goal_033,exito,17318,2772.56,05,sthwp,524
34,goal_034,exito,17536,2804.48,05,sthwp,524
35,goal_035,exito,17786,2841.53,05,sthwp,524
36,goal_036,exito,18035,2876.5,05,sthwp,524
37,goal_037,exito,14483,2288.14,05,sthwp,524
38,goal_038,exito,16950,2592.64,05,sthwp,524
39,goal_039,exito,14430,2276.48,05,sthwp,524
40,goal_040,exito,16885,2586.36,05,sthwp,524
41,goal_041,exito,14288,2264.16,05,sthwp,524
42,goal_042,exito,16619,2552.56,05,sthwp,524
43,goal_043,exito,14194,2254.04,05,sthwp,524
44,goal_044,exito,16365,2515.51,05,sthwp,524
45,goal_045,exito,14134,2248.53,05,sthwp,524
46,goal_046,exito,16141,2481.78,05,sthwp,524
47,goal_047,exito,14080,2242.6,05,sthwp,524
48,goal_048,exito,15894,2444.95,05,sthwp,524
49,goal_049,exito,14057,2240.57,05,sthwp,524
50,goal_050,exito,15672,2412.12,05,sthwp,524
51,goal_051,exito,14036,2236.59,05,sthwp,524
52,goal_052,exito,15420,2374.78,05,sthwp,524
53,goal_053,exito,14015,2232.91,05,sthwp,524
54,goal_054,exito,15158,2335.59,05,sthwp,524
55,goal_055,exito,13996,2229.28,05,sthwp,524
56,goal_056,exito,14947,2304.77,05,sthwp,524
57,goal_057,exito,13991,2228.34,05,sthwp,524
58,goal_058,exito,14691,2265.38,05,sthwp,524
59,goal_059,exito,13987,2227.35,05,sthwp,524
60,goal_060,exito,14463,2236.24,05,sthwp,524
61,goal_061,exito,15151,2451.38,05,sthwp,524
62,goal_062,exito,14994,2439.41,05,sthwp,524
63,goal_063,exito,15349,2476.53,05,sthwp,524
64,goal_064,exito,15147,2458.82,05,sthwp,524
65,goal_065,exito,15589,2512.68,05,sthwp,524
66,goal_066,exito,15342,2484.08,05,sthwp,524
67,goal_067,exito,15837,2549.32,05,sthwp,524
68,goal_068,exito,15583,2518.94,05,sthwp,524
69,goal_069,exito,16055,2581.46,05,sthwp,524
70,goal_070,exito,15797,2550.47,05,sthwp,524
71,goal_071,exito,16305,2618.44,05,sthwp,524
72,goal_072,exito,16046,2587.31,05,sthwp,524
73,goal_073,exito,16526,2651.41,05,sthwp,524
74,goal_074,exito,16277,2622.1,05,sthwp,524
75,goal_075,exito,16773,2687.62,05,sthwp,524
76,goal_076,exito,16532,2659.81,05,sthwp,524
77,goal_077,exito,17025,2724.91,05,sthwp,524
78,goal_078,exito,16782,2696.75,05,sthwp,524
79,goal_079,exito,17243,2757.18,05,sthwp,524
80,goal_080,exito,17000,2728.96,05,sthwp,524
81,goal_081,exito,17494,2794.52,05,sthwp,524
82,goal_082,exito,17250,2765.86,05,sthwp,524
83,goal_083,exito,17714,2827.26,05,sthwp,524
84,goal_084,exito,17471,2798.09,05,sthwp,524
85,goal_085,col_exit,3367,330.93,05,sthwp,524
86,goal_086,exito,16918,2587.55,05,sthwp,524
87,goal_087,col_exit,3330,323.54,05,sthwp,524
88,goal_088,exito,16813,2578.44,05,sthwp,524
89,goal_089,exito,16532,2567.14,05,sthwp,524
90,goal_090,exito,16550,2542.27,05,sthwp,524
91,goal_091,exito,16269,2527.49,05,sthwp,524
92,goal_092,exito,16298,2505.21,05,sthwp,524
93,goal_093,exito,16043,2493.43,05,sthwp,524
94,goal_094,exito,16081,2473.23,05,sthwp,524
95,goal_095,exito,15793,2456.29,05,sthwp,524
96,goal_096,exito,15830,2435.74,05,sthwp,524
97,goal_097,exito,15572,2423.4,05,sthwp,524
98,goal_098,exito,15607,2403.6,05,sthwp,524
99,goal_099,exito,15323,2387.04,05,sthwp,524
100,goal_100,exito,15363,2366.23,05,sthwp,524
101,goal_101,exito,15076,2350.45,05,sthwp,524
102,goal_102,exito,15107,2329.88,05,sthwp,524
103,goal_103,exito,14872,2319.8,05,sthwp,524
104,goal_104,exito,14897,2298.79,05,sthwp,524
105,goal_105,col_exit,2254,172.29,05,sthwp,524
106,goal_106,exito,14664,2259.89,05,sthwp,524
107,goal_107,exito,14464,2260.51,05,sthwp,524
108,goal_108,exito,14436,2233.65,05,sthwp,524
109,goal_109,exito,14887,2410.31,05,sthwp,524
110,goal_110,exito,14689,2390.75,05,sthwp,524
111,goal_111,exito,15097,2439.16,05,sthwp,524
112,goal_112,exito,14840,2409.99,05,sthwp,524
113,goal_113,exito,15339,2474.91,05,sthwp,524
114,goal_114,exito,15038,2435.87,05,sthwp,524
115,goal_115,exito,15570,2508.53,05,sthwp,524
116,goal_116,exito,15282,2471.59,05,sthwp,524
117,goal_117,exito,15778,2538.19,05,sthwp,524
118,goal_118,exito,15491,2502.01,05,sthwp,524
119,goal_119,exito,16026,2574.04,05,sthwp,524
120,goal_120,exito,15738,2537.95,05,sthwp,524
121,goal_121,exito,16245,2606.4,05,sthwp,524
122,goal_122,exito,15959,2570.62,05,sthwp,524
123,goal_123,exito,16497,2643.88,05,sthwp,524
124,goal_124,exito,16220,2610.09,05,sthwp,524
125,goal_125,exito,16747,2680.9,05,sthwp,524
126,goal_126,exito,16484,2649.74,05,sthwp,524
127,goal_127,exito,16971,2714.35,05,sthwp,524
128,goal_128,exito,16718,2684.49,05,sthwp,524
