episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,14392,2291.55,05,sthwp,123,1
2,goal_001,2,exito,14391,2291.51,05,sthwp,123,1
3,goal_001,3,exito,14391,2291.52,05,sthwp,123,1
4,goal_001,4,exito,14391,2291.51,05,sthwp,123,1
5,goal_001,5,exito,14391,2291.52,05,sthwp,123,1
6,goal_001,6,exito,14391,2291.52,05,sthwp,123,1
7,goal_001,7,exito,14391,2291.51,05,sthwp,123,1
8,goal_001,8,exito,14391,2291.52,05,sthwp,123,1
9,goal_001,9,col_return,8586,1186.75,05,sthwp,123,1
10,goal_001,10,exito,14382,2292.27,05,sthwp,123,1
11,goal_002,1,exito,14296,2277.24,05,sthwp,123,1
12,goal_002,2,col_return,8658,1195.36,05,sthwp,123,1
13,goal_002,3,exito,14287,2276.94,05,sthwp,123,1
14,goal_002,4,exito,14297,2169.16,05,sthwp,123,1
15,goal_002,5,col_return,8776,1216.75,05,sthwp,123,1
16,goal_002,6,exito,14288,2277.2,05,sthwp,123,1
17,goal_002,7,col_return,8503,1172.34,05,sthwp,123,1
18,goal_002,8,exito,14287,2276.94,05,sthwp,123,1
19,goal_002,9,exito,14296,2277.24,05,sthwp,123,1
20,goal_002,10,col_return,8710,1201.69,05,sthwp,123,1
21,goal_003,1,exito,14101,2267.25,05,sthwp,123,1
22,goal_003,2,col_return,8457,1184.09,05,sthwp,123,1
23,goal_003,3,exito,14101,2267.26,05,sthwp,123,1
24,goal_003,4,col_return,8428,1179.4,05,sthwp,123,1
25,goal_003,5,exito,14101,2267.15,05,sthwp,123,1
26,goal_003,6,col_return,8411,1177.39,05,sthwp,123,1
27,goal_003,7,exito,14101,2267.25,05,sthwp,123,1
28,goal_003,8,col_return,8400,1178.02,05,sthwp,123,1
29,goal_003,9,exito,14101,2267.15,05,sthwp,123,1
30,goal_003,10,col_return,8397,1177.73,05,sthwp,123,1
31,goal_004,1,exito,14041,2267.76,05,sthwp,123,1
32,goal_004,2,col_return,8397,1187.65,05,sthwp,123,1
33,goal_004,3,exito,14041,2267.78,05,sthwp,123,1
34,goal_004,4,col_return,8435,1189.63,05,sthwp,123,1
35,goal_004,5,exito,14041,2268.15,05,sthwp,123,1
36,goal_004,6,col_return,8446,1190.92,05,sthwp,123,1
37,goal_004,7,exito,14041,2268.17,05,sthwp,123,1
38,goal_004,8,col_return,8453,1191.43,05,sthwp,123,1
39,goal_004,9,exito,14041,2268.17,05,sthwp,123,1
40,goal_004,10,col_return,8453,1192.54,05,sthwp,123,1
41,goal_005,1,exito,14015,2267.41,05,sthwp,123,1
42,goal_005,2,col_return,8446,1199.15,05,sthwp,123,1
43,goal_005,3,exito,14015,2267.4,05,sthwp,123,1
44,goal_005,4,col_return,8470,1200.14,05,sthwp,123,1
45,goal_005,5,exito,14015,2267.4,05,sthwp,123,1
46,goal_005,6,col_return,8476,1201.54,05,sthwp,123,1
47,goal_005,7,exito,14015,2267.4,05,sthwp,123,1
48,goal_005,8,col_return,8480,1201.36,05,sthwp,123,1
49,goal_005,9,exito,14015,2267.4,05,sthwp,123,1
50,goal_005,10,col_return,8479,1202.24,05,sthwp,123,1
51,goal_006,1,exito,14004,2265.77,05,sthwp,123,1
52,goal_006,2,col_return,8485,1201.42,05,sthwp,123,1
53,goal_006,3,exito,14004,2265.77,05,sthwp,123,1
54,goal_006,4,col_return,8489,1202.43,05,sthwp,123,1
55,goal_006,5,exito,14004,2265.77,05,sthwp,123,1
56,goal_006,6,col_return,8491,1203.05,05,sthwp,123,1
57,goal_006,7,exito,14004,2265.77,05,sthwp,123,1
58,goal_006,8,col_return,8490,1203.95,05,sthwp,123,1
59,goal_006,9,exito,14004,2265.77,05,sthwp,123,1
60,goal_006,10,col_return,8492,1204.35,05,sthwp,123,1
61,goal_007,1,exito,14010,2268.17,05,sthwp,123,1
62,goal_007,2,col_return,8489,1206.77,05,sthwp,123,1
63,goal_007,3,exito,14010,2268.16,05,sthwp,123,1
64,goal_007,4,col_return,8497,1204.77,05,sthwp,123,1
65,goal_007,5,exito,14010,2268.17,05,sthwp,123,1
66,goal_007,6,col_return,8495,1203.03,05,sthwp,123,1
67,goal_007,7,exito,14010,2268.16,05,sthwp,123,1
68,goal_007,8,col_return,8490,1202.88,05,sthwp,123,1
69,goal_007,9,exito,14010,2268.16,05,sthwp,123,1
70,goal_007,10,col_return,8489,1202.69,05,sthwp,123,1
71,goal_008,1,exito,14040,2272.44,05,sthwp,123,1
72,goal_008,2,col_return,8490,1201.89,05,sthwp,123,1
73,goal_008,3,exito,14041,2272.21,05,sthwp,123,1
74,goal_008,4,col_return,8470,1201.29,05,sthwp,123,1
75,goal_008,5,exito,14040,2272.41,05,sthwp,123,1
76,goal_008,6,col_return,8462,1200.65,05,sthwp,123,1
77,goal_008,7,exito,14041,2272.22,05,sthwp,123,1
78,goal_008,8,col_return,8456,1201.59,05,sthwp,123,1
79,goal_008,9,exito,14041,2272.22,05,sthwp,123,1
80,goal_008,10,col_return,8456,1201.77,05,sthwp,123,1
81,goal_009,1,exito,14086,2274.73,05,sthwp,123,1
82,goal_009,2,col_return,8459,1197.06,05,sthwp,123,1
83,goal_009,3,exito,14086,2274.74,05,sthwp,123,1
84,goal_009,4,col_return,8443,1191.28,05,sthwp,123,1
85,goal_009,5,exito,14086,2274.73,05,sthwp,123,1
86,goal_009,6,col_return,8421,1191.49,05,sthwp,123,1
87,goal_009,7,exito,14086,2274.73,05,sthwp,123,1
88,goal_009,8,col_return,8414,1191.07,05,sthwp,123,1
89,goal_009,9,exito,14086,2274.73,05,sthwp,123,1
90,goal_009,10,col_return,8416,1190.32,05,sthwp,123,1
91,goal_010,1,exito,14154,2284.24,05,sthwp,123,1
92,goal_010,2,col_return,8419,1187.78,05,sthwp,123,1
93,goal_010,3,exito,14154,2284.24,05,sthwp,123,1
94,goal_010,4,col_return,8381,1182.13,05,sthwp,123,1
95,goal_010,5,exito,14154,2284.23,05,sthwp,123,1
96,goal_010,6,col_return,8360,1180.76,05,sthwp,123,1
97,goal_010,7,exito,14154,2284.24,05,sthwp,123,1
98,goal_010,8,col_return,8348,1180.88,05,sthwp,123,1
99,goal_010,9,exito,14154,2284.22,05,sthwp,123,1
100,goal_010,10,col_return,8343,1181.0,05,sthwp,123,1
101,goal_011,1,exito,14224,2294.0,05,sthwp,123,1
102,goal_011,2,exito,14234,2249.12,05,sthwp,123,1
103,goal_011,3,col_return,8733,1234.41,05,sthwp,123,1
104,goal_011,4,exito,14224,2293.98,05,sthwp,123,1
105,goal_011,5,col_return,8506,1200.03,05,sthwp,123,1
106,goal_011,6,exito,14224,2293.99,05,sthwp,123,1
