episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,4152,839.72,03,sthwp,42
2,goal_002,exito,4146,837.5,03,sthwp,42
3,goal_003,exito,4146,837.56,03,sthwp,42
4,goal_004,exito,4146,837.55,03,sthwp,42
5,goal_005,exito,4146,837.55,03,sthwp,42
6,goal_006,exito,4146,837.53,03,sthwp,42
7,goal_007,exito,4146,837.53,03,sthwp,42
8,goal_008,exito,4146,837.55,03,sthwp,42
9,goal_009,exito,4146,837.54,03,sthwp,42
10,goal_010,exito,4146,837.54,03,sthwp,42
11,goal_011,exito,4146,837.55,03,sthwp,42
12,goal_012,exito,4146,837.54,03,sthwp,42
13,goal_013,exito,4146,837.62,03,sthwp,42
14,goal_014,exito,4147,837.8,03,sthwp,42
15,goal_015,exito,4298,850.13,03,sthwp,42
16,goal_016,exito,4484,877.79,03,sthwp,42
17,goal_017,exito,4711,909.27,03,sthwp,42
18,goal_018,exito,4888,943.28,03,sthwp,42
19,goal_019,exito,4286,850.72,03,sthwp,42
20,goal_020,exito,4485,870.66,03,sthwp,42
21,goal_021,exito,4703,905.61,03,sthwp,42
22,goal_022,exito,4921,937.64,03,sthwp,42
23,goal_023,exito,5551,1040.09,03,sthwp,42
24,goal_024,exito,5777,1070.59,03,sthwp,42
25,goal_025,exito,5991,1101.92,03,sthwp,42
26,goal_026,exito,6238,1138.32,03,sthwp,42
27,goal_027,exito,5366,1011.35,03,sthwp,42
28,goal_028,exito,5596,1039.58,03,sthwp,42
29,goal_029,exito,5813,1071.45,03,sthwp,42
30,goal_030,exito,6043,1107.1,03,sthwp,42
31,goal_031,exito,4264,838.27,03,sthwp,42
32,goal_032,exito,4469,871.7,03,sthwp,42
33,goal_033,exito,4696,903.83,03,sthwp,42
34,goal_034,exito,4912,935.46,03,sthwp,42
35,goal_035,exito,4285,850.51,03,sthwp,42
36,goal_036,exito,4482,869.02,03,sthwp,42
37,goal_037,exito,4700,905.17,03,sthwp,42
38,goal_038,exito,4918,937.13,03,sthwp,42
39,goal_039,exito,5388,1009.74,03,sthwp,42
40,goal_040,exito,5616,1043.25,03,sthwp,42
41,goal_041,exito,5828,1074.05,03,sthwp,42
42,goal_042,exito,6062,1108.16,03,sthwp,42
43,goal_043,exito,5325,1005.47,03,sthwp,42
44,goal_044,exito,5614,1042.61,03,sthwp,42
45,goal_045,exito,5815,1072.71,03,sthwp,42
46,goal_046,exito,6064,1109.03,03,sthwp,42
47,goal_047,exito,4291,844.11,03,sthwp,42
48,goal_048,exito,4466,870.0,03,sthwp,42
49,goal_049,exito,4693,903.5,03,sthwp,42
50,goal_050,exito,4911,935.3,03,sthwp,42
51,goal_051,exito,4275,846.19,03,sthwp,42
52,goal_052,exito,4484,869.42,03,sthwp,42
53,goal_053,exito,4702,904.43,03,sthwp,42
54,goal_054,exito,4918,936.21,03,sthwp,42
55,goal_055,exito,5340,1000.86,03,sthwp,42
56,goal_056,exito,5593,1040.0,03,sthwp,42
57,goal_057,exito,5808,1070.97,03,sthwp,42
58,goal_058,exito,6060,1107.42,03,sthwp,42
59,goal_059,exito,5342,1008.61,03,sthwp,42
60,goal_060,exito,5578,1035.93,03,sthwp,42
61,goal_061,exito,5804,1071.41,03,sthwp,42
62,goal_062,exito,6073,1110.91,03,sthwp,42
63,goal_063,exito,4284,840.43,03,sthwp,42
64,goal_064,exito,4459,866.23,03,sthwp,42
65,goal_065,exito,4695,902.56,03,sthwp,42
66,goal_066,exito,4911,934.32,03,sthwp,42
67,goal_067,exito,4274,856.3,03,sthwp,42
68,goal_068,exito,4465,877.97,03,sthwp,42
69,goal_069,exito,4687,911.24,03,sthwp,42
70,goal_070,exito,4909,944.9,03,sthwp,42
71,goal_071,exito,5351,1003.09,03,sthwp,42
72,goal_072,exito,5573,1035.67,03,sthwp,42
73,goal_073,exito,5782,1066.63,03,sthwp,42
74,goal_074,exito,6068,1110.01,03,sthwp,42
75,goal_075,exito,5544,1038.47,03,sthwp,42
76,goal_076,exito,5852,1064.8,03,sthwp,42
77,goal_077,exito,6065,1098.07,03,sthwp,42
78,goal_078,exito,6312,1134.24,03,sthwp,42
79,goal_079,exito,4847,928.62,03,sthwp,42
80,goal_080,exito,5068,960.33,03,sthwp,42
81,goal_081,exito,5283,991.72,03,sthwp,42
82,goal_082,exito,5531,1028.01,03,sthwp,42
83,goal_083,exito,5662,1053.27,03,sthwp,42
84,goal_084,exito,5845,1080.27,03,sthwp,42
85,goal_085,exito,6026,1106.94,03,sthwp,42
86,goal_086,exito,6237,1137.14,03,sthwp,42
87,goal_087,exito,6466,1173.61,03,sthwp,42
88,goal_088,exito,4794,928.58,03,sthwp,42
89,goal_089,exito,5034,965.36,03,sthwp,42
90,goal_090,exito,5231,993.55,03,sthwp,42
91,goal_091,exito,5461,1026.92,03,sthwp,42
92,goal_092,exito,5647,1055.75,03,sthwp,42
93,goal_093,exito,5813,1079.55,03,sthwp,42
94,goal_094,exito,6023,1110.77,03,sthwp,42
95,goal_095,exito,6224,1138.92,03,sthwp,42
96,goal_096,exito,6449,1170.87,03,sthwp,42
