episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,14327,2296.14,05,sthwp,42
2,goal_002,exito,14175,2289.1,05,sthwp,42
3,goal_003,exito,14070,2277.63,05,sthwp,42
4,goal_004,exito,14017,2277.75,05,sthwp,42
5,goal_005,exito,13996,2275.86,05,sthwp,42
6,goal_006,exito,13985,2273.62,05,sthwp,42
7,goal_007,exito,13995,2276.84,05,sthwp,42
8,goal_008,exito,14027,2281.12,05,sthwp,42
9,goal_009,exito,14073,2284.4,05,sthwp,42
10,goal_010,exito,14139,2293.79,05,sthwp,42
11,goal_011,exito,14208,2303.8,05,sthwp,42
12,goal_012,exito,14283,2315.8,05,sthwp,42
13,goal_013,exito,14368,2328.29,05,sthwp,42
14,goal_014,exito,14464,2347.24,05,sthwp,42
15,goal_015,exito,14562,2363.81,05,sthwp,42
16,goal_016,exito,14659,2379.5,05,sthwp,42
17,goal_017,exito,14746,2393.94,05,sthwp,42
18,goal_018,exito,14843,2409.48,05,sthwp,42
19,goal_019,exito,14942,2420.45,05,sthwp,42
20,goal_020,exito,15061,2440.09,05,sthwp,42
21,goal_021,exito,15231,2466.7,05,sthwp,42
22,goal_022,exito,15344,2483.89,05,sthwp,42
23,goal_023,exito,15489,2503.48,05,sthwp,42
24,goal_024,exito,15621,2521.7,05,sthwp,42
25,goal_025,exito,15775,2542.53,05,sthwp,42
26,goal_026,exito,15949,2565.01,05,sthwp,42
27,goal_027,exito,16100,2586.5,05,sthwp,42
28,goal_028,exito,16282,2613.68,05,sthwp,42
29,goal_029,exito,16445,2638.57,05,sthwp,42
30,goal_030,exito,16622,2665.17,05,sthwp,42
31,goal_031,exito,16831,2694.1,05,sthwp,42
32,goal_032,exito,17042,2724.79,05,sthwp,42
33,goal_033,exito,17290,2761.24,05,sthwp,42
34,goal_034,exito,17509,2793.57,05,sthwp,42
35,goal_035,exito,17757,2830.1,05,sthwp,42
36,goal_036,exito,18006,2867.34,05,sthwp,42
37,goal_037,exito,14253,2305.56,05,sthwp,42
38,goal_038,exito,16535,2637.53,05,sthwp,42
39,goal_039,exito,14185,2296.19,05,sthwp,42
40,goal_040,exito,16428,2622.35,05,sthwp,42
41,goal_041,exito,14060,2278.11,05,sthwp,42
42,goal_042,exito,16178,2586.75,05,sthwp,42
43,goal_043,exito,13966,2267.95,05,sthwp,42
44,goal_044,exito,15927,2550.13,05,sthwp,42
45,goal_045,exito,13903,2262.22,05,sthwp,42
46,goal_046,exito,15703,2517.06,05,sthwp,42
47,goal_047,exito,13851,2256.54,05,sthwp,42
48,goal_048,exito,15454,2480.54,05,sthwp,42
49,goal_049,exito,13832,2253.7,05,sthwp,42
50,goal_050,exito,15235,2448.49,05,sthwp,42
51,goal_051,exito,13813,2250.03,05,sthwp,42
52,goal_052,exito,14979,2410.62,05,sthwp,42
53,goal_053,exito,13791,2245.55,05,sthwp,42
54,goal_054,exito,14718,2371.59,05,sthwp,42
55,goal_055,exito,13771,2242.21,05,sthwp,42
56,goal_056,exito,14509,2341.31,05,sthwp,42
57,goal_057,exito,13765,2242.61,05,sthwp,42
58,goal_058,exito,14261,2305.16,05,sthwp,42
59,goal_059,exito,13763,2242.11,05,sthwp,42
60,goal_060,exito,14064,2278.07,05,sthwp,42
61,goal_061,exito,15157,2451.14,05,sthwp,42
62,goal_062,exito,14969,2428.1,05,sthwp,42
63,goal_063,exito,15326,2471.01,05,sthwp,42
