episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,11159,1862.57,04,subwp,42,1
2,goal_001,2,exito,11153,1862.15,04,subwp,42,1
3,goal_001,3,exito,11153,1862.02,04,subwp,42,1
4,goal_001,4,exito,11153,1845.85,04,subwp,42,1
5,goal_001,5,exito,11153,1862.02,04,subwp,42,1
6,goal_001,6,exito,11153,1862.36,04,subwp,42,1
7,goal_001,7,exito,11153,1862.33,04,subwp,42,1
8,goal_001,8,exito,11153,1862.03,04,subwp,42,1
9,goal_001,9,exito,11153,1862.12,04,subwp,42,1
10,goal_001,10,exito,11149,1862.09,04,subwp,42,1
11,goal_002,1,exito,11114,1865.06,04,subwp,42,1
12,goal_002,2,exito,11114,1865.46,04,subwp,42,1
13,goal_002,3,exito,11114,1865.32,04,subwp,42,1
14,goal_002,4,exito,11113,1865.38,04,subwp,42,1
15,goal_002,5,exito,11113,1865.44,04,subwp,42,1
16,goal_002,6,exito,11112,1865.21,04,subwp,42,1
17,goal_002,7,exito,11113,1865.43,04,subwp,42,1
18,goal_002,8,exito,11113,1865.34,04,subwp,42,1
19,goal_002,9,exito,11113,1865.23,04,subwp,42,1
20,goal_002,10,exito,11114,1842.08,04,subwp,42,1
21,goal_003,1,exito,11121,1877.9,04,subwp,42,1
22,goal_003,2,exito,11122,1877.33,04,subwp,42,1
23,goal_003,3,exito,11121,1877.78,04,subwp,42,1
24,goal_003,4,exito,11121,1877.61,04,subwp,42,1
25,goal_003,5,exito,11122,1877.82,04,subwp,42,1
26,goal_003,6,exito,11121,1877.84,04,subwp,42,1
27,goal_003,7,exito,11122,1877.81,04,subwp,42,1
28,goal_003,8,exito,11121,1877.77,04,subwp,42,1
29,goal_003,9,exito,11121,1877.77,04,subwp,42,1
30,goal_003,10,exito,11121,1877.6,04,subwp,42,1
31,goal_004,1,exito,11085,1871.21,04,subwp,42,1
32,goal_004,2,exito,11085,1871.22,04,subwp,42,1
33,goal_004,3,exito,11085,1871.28,04,subwp,42,1
34,goal_004,4,exito,11085,1871.21,04,subwp,42,1
35,goal_004,5,exito,11085,1871.25,04,subwp,42,1
36,goal_004,6,exito,11085,1871.39,04,subwp,42,1
