episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,5808,1011.85,02,sthwp,123,1
2,goal_001,2,exito,5771,1019.87,02,sthwp,123,1
3,goal_001,3,exito,5770,977.12,02,sthwp,123,1
4,goal_001,4,exito,5771,1020.57,02,sthwp,123,1
5,goal_001,5,exito,5770,1020.14,02,sthwp,123,1
6,goal_001,6,col_exit,2944,279.21,02,sthwp,123,1
7,goal_001,7,col_exit,3122,250.74,02,sthwp,123,1
8,goal_001,8,col_exit,2985,-53.92,02,sthwp,123,1
9,goal_001,9,exito,5772,1019.82,02,sthwp,123,1
10,goal_001,10,exito,5770,1020.22,02,sthwp,123,1
11,goal_002,1,exito,5750,1003.66,02,sthwp,123,1
12,goal_002,2,col_exit,3045,297.33,02,sthwp,123,1
13,goal_002,3,col_exit,2919,-408.97,02,sthwp,123,1
14,goal_002,4,exito,5753,1015.08,02,sthwp,123,1
15,goal_002,5,exito,5750,1004.27,02,sthwp,123,1
16,goal_002,6,exito,5750,1003.73,02,sthwp,123,1
17,goal_002,7,col_exit,3076,284.65,02,sthwp,123,1
18,goal_002,8,col_exit,2952,-235.13,02,sthwp,123,1
19,goal_002,9,exito,5752,1014.94,02,sthwp,123,1
20,goal_002,10,exito,5751,1004.61,02,sthwp,123,1
21,goal_003,1,exito,5693,1046.79,02,sthwp,123,1
22,goal_003,2,exito,5693,1040.38,02,sthwp,123,1
23,goal_003,3,exito,5693,1050.73,02,sthwp,123,1
24,goal_003,4,exito,5693,1050.73,02,sthwp,123,1
25,goal_003,5,exito,5693,1050.73,02,sthwp,123,1
26,goal_003,6,exito,5693,1050.76,02,sthwp,123,1
27,goal_003,7,exito,5693,1050.78,02,sthwp,123,1
28,goal_003,8,exito,5693,1045.1,02,sthwp,123,1
29,goal_003,9,exito,5693,1034.17,02,sthwp,123,1
30,goal_003,10,exito,5693,1050.8,02,sthwp,123,1
31,goal_004,1,exito,5619,1041.6,02,sthwp,123,1
32,goal_004,2,exito,5618,1041.53,02,sthwp,123,1
33,goal_004,3,exito,5618,1041.46,02,sthwp,123,1
34,goal_004,4,exito,5619,1041.56,02,sthwp,123,1
35,goal_004,5,exito,5618,1041.48,02,sthwp,123,1
36,goal_004,6,exito,5618,1041.53,02,sthwp,123,1
37,goal_004,7,exito,5619,1041.57,02,sthwp,123,1
38,goal_004,8,exito,5619,1035.59,02,sthwp,123,1
39,goal_004,9,exito,5618,1039.18,02,sthwp,123,1
40,goal_004,10,exito,5618,1041.48,02,sthwp,123,1
41,goal_005,1,exito,5593,1039.13,02,sthwp,123,1
