episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,col_exit,2457,184.81,02,subwp,123,1
2,goal_001,2,col_exit,2872,256.91,02,subwp,123,1
3,goal_001,3,col_exit,3115,279.44,02,subwp,123,1
4,goal_001,4,col_exit,3244,45.66,02,subwp,123,1
5,goal_001,5,col_exit,1582,75.74,02,subwp,123,1
6,goal_001,6,col_exit,2438,202.21,02,subwp,123,1
7,goal_001,7,col_exit,2907,250.02,02,subwp,123,1
8,goal_001,8,col_exit,3117,280.52,02,subwp,123,1
9,goal_001,9,col_exit,3254,57.13,02,subwp,123,1
10,goal_001,10,col_exit,1645,47.95,02,subwp,123,1
11,goal_002,1,col_exit,2403,190.04,02,subwp,123,1
12,goal_002,2,col_exit,2865,252.74,02,subwp,123,1
13,goal_002,3,col_exit,3097,273.33,02,subwp,123,1
14,goal_002,4,col_exit,1614,38.7,02,subwp,123,1
15,goal_002,5,col_exit,2396,190.26,02,subwp,123,1
16,goal_002,6,col_exit,2861,253.46,02,subwp,123,1
17,goal_002,7,col_exit,3102,269.84,02,subwp,123,1
18,goal_002,8,col_exit,1548,69.95,02,subwp,123,1
19,goal_002,9,col_exit,2439,189.44,02,subwp,123,1
20,goal_002,10,col_exit,2869,256.5,02,subwp,123,1
21,goal_003,1,exito,5732,992.2,02,subwp,123,1
22,goal_003,2,exito,5739,1004.31,02,subwp,123,1
23,goal_003,3,exito,5739,1004.31,02,subwp,123,1
24,goal_003,4,exito,5739,1004.31,02,subwp,123,1
25,goal_003,5,exito,5737,993.59,02,subwp,123,1
26,goal_003,6,exito,5739,1004.34,02,subwp,123,1
27,goal_003,7,exito,5739,1004.27,02,subwp,123,1
28,goal_003,8,exito,5739,1004.28,02,subwp,123,1
29,goal_003,9,exito,5739,1004.35,02,subwp,123,1
30,goal_003,10,exito,5739,1004.28,02,subwp,123,1
31,goal_004,1,exito,5676,985.59,02,subwp,123,1
32,goal_004,2,col_exit,3123,276.08,02,subwp,123,1
33,goal_004,3,exito,5662,987.22,02,subwp,123,1
34,goal_004,4,exito,5676,993.7,02,subwp,123,1
35,goal_004,5,exito,5676,993.21,02,subwp,123,1
36,goal_004,6,exito,5676,989.97,02,subwp,123,1
37,goal_004,7,exito,5676,993.76,02,subwp,123,1
38,goal_004,8,exito,5676,993.72,02,subwp,123,1
39,goal_004,9,exito,5676,993.67,02,subwp,123,1
40,goal_004,10,exito,5676,993.66,02,subwp,123,1
41,goal_005,1,exito,5638,989.4,02,subwp,123,1
42,goal_005,2,exito,5639,963.11,02,subwp,123,1
43,goal_005,3,exito,5638,961.07,02,subwp,123,1
44,goal_005,4,exito,5639,989.25,02,subwp,123,1
45,goal_005,5,exito,5639,989.19,02,subwp,123,1
46,goal_005,6,exito,5638,986.79,02,subwp,123,1
47,goal_005,7,exito,5639,989.25,02,subwp,123,1
48,goal_005,8,exito,5639,989.25,02,subwp,123,1
49,goal_005,9,exito,5638,989.4,02,subwp,123,1
50,goal_005,10,exito,5638,989.39,02,subwp,123,1
51,goal_006,1,exito,5641,990.26,02,subwp,123,1
52,goal_006,2,exito,5642,972.72,02,subwp,123,1
53,goal_006,3,exito,5641,985.63,02,subwp,123,1
54,goal_006,4,exito,5640,989.94,02,subwp,123,1
55,goal_006,5,exito,5641,988.24,02,subwp,123,1
56,goal_006,6,exito,5642,973.54,02,subwp,123,1
57,goal_006,7,exito,5640,989.95,02,subwp,123,1
58,goal_006,8,exito,5641,990.24,02,subwp,123,1
59,goal_006,9,exito,5642,990.21,02,subwp,123,1
60,goal_006,10,exito,5640,989.96,02,subwp,123,1
61,goal_007,1,exito,5636,992.08,02,subwp,123,1
62,goal_007,2,exito,5637,988.31,02,subwp,123,1
63,goal_007,3,exito,5636,992.09,02,subwp,123,1
64,goal_007,4,exito,5636,992.02,02,subwp,123,1
65,goal_007,5,exito,5636,978.29,02,subwp,123,1
66,goal_007,6,col_exit,3103,279.87,02,subwp,123,1
67,goal_007,7,exito,5638,990.26,02,subwp,123,1
68,goal_007,8,exito,5636,992.07,02,subwp,123,1
69,goal_007,9,exito,5636,986.59,02,subwp,123,1
70,goal_007,10,col_exit,3056,275.94,02,subwp,123,1
71,goal_008,1,exito,5634,988.07,02,subwp,123,1
72,goal_008,2,exito,5632,990.52,02,subwp,123,1
73,goal_008,3,exito,5633,986.31,02,subwp,123,1
74,goal_008,4,exito,5635,956.89,02,subwp,123,1
75,goal_008,5,exito,5633,990.76,02,subwp,123,1
76,goal_008,6,exito,5633,990.78,02,subwp,123,1
77,goal_008,7,exito,5633,990.78,02,subwp,123,1
78,goal_008,8,exito,5633,990.75,02,subwp,123,1
79,goal_008,9,exito,5632,990.71,02,subwp,123,1
80,goal_008,10,exito,5633,990.24,02,subwp,123,1
81,goal_009,1,exito,5630,991.66,02,subwp,123,1
82,goal_009,2,exito,5630,991.67,02,subwp,123,1
83,goal_009,3,exito,5630,961.58,02,subwp,123,1
