episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,5730,1023.34,02,subwp,42,1
2,goal_001,2,exito,5726,1019.02,02,subwp,42,1
3,goal_001,3,exito,5726,1022.79,02,subwp,42,1
4,goal_001,4,exito,5724,1023.23,02,subwp,42,1
5,goal_001,5,exito,5725,1023.61,02,subwp,42,1
6,goal_001,6,col_exit,3047,295.56,02,subwp,42,1
7,goal_001,7,col_exit,2946,-79.51,02,subwp,42,1
8,goal_001,8,exito,5723,1023.65,02,subwp,42,1
9,goal_001,9,exito,5724,1023.56,02,subwp,42,1
10,goal_001,10,exito,5726,1022.88,02,subwp,42,1
11,goal_002,1,col_exit,3096,167.82,02,subwp,42,1
12,goal_002,2,exito,5720,873.13,02,subwp,42,1
13,goal_002,3,col_exit,2011,159.62,02,subwp,42,1
14,goal_002,4,col_exit,2668,252.13,02,subwp,42,1
15,goal_002,5,col_exit,2996,302.62,02,subwp,42,1
16,goal_002,6,col_exit,2005,-94.09,02,subwp,42,1
17,goal_002,7,col_exit,2148,183.66,02,subwp,42,1
18,goal_002,8,col_exit,2741,269.65,02,subwp,42,1
19,goal_002,9,col_exit,3035,301.46,02,subwp,42,1
20,goal_002,10,col_exit,2101,3.02,02,subwp,42,1
21,goal_003,1,exito,5659,1068.59,02,subwp,42,1
22,goal_003,2,exito,5704,1064.27,02,subwp,42,1
23,goal_003,3,exito,5704,1060.83,02,subwp,42,1
24,goal_003,4,exito,5704,1073.07,02,subwp,42,1
25,goal_003,5,exito,5703,1072.97,02,subwp,42,1
26,goal_003,6,exito,5704,1072.95,02,subwp,42,1
27,goal_003,7,exito,5703,1072.96,02,subwp,42,1
28,goal_003,8,exito,5704,1073.11,02,subwp,42,1
29,goal_003,9,exito,5704,1066.97,02,subwp,42,1
30,goal_003,10,exito,5704,1065.35,02,subwp,42,1
31,goal_004,1,exito,5643,1063.29,02,subwp,42,1
32,goal_004,2,exito,5644,1063.56,02,subwp,42,1
33,goal_004,3,exito,5643,1063.29,02,subwp,42,1
34,goal_004,4,exito,5643,1063.33,02,subwp,42,1
35,goal_004,5,exito,5644,1063.33,02,subwp,42,1
36,goal_004,6,exito,5643,1060.6,02,subwp,42,1
37,goal_004,7,exito,5644,1062.49,02,subwp,42,1
38,goal_004,8,exito,5644,1063.49,02,subwp,42,1
39,goal_004,9,exito,5644,1059.69,02,subwp,42,1
40,goal_004,10,exito,5644,1040.43,02,subwp,42,1
41,goal_005,1,exito,5588,1056.81,02,subwp,42,1
42,goal_005,2,exito,5588,1056.77,02,subwp,42,1
43,goal_005,3,exito,5588,1053.9,02,subwp,42,1
44,goal_005,4,exito,9169,1498.14,02,subwp,42,1
45,goal_005,5,exito,5588,1056.78,02,subwp,42,1
46,goal_005,6,exito,5588,1056.79,02,subwp,42,1
47,goal_005,7,exito,5588,1056.79,02,subwp,42,1
48,goal_005,8,exito,5588,1056.77,02,subwp,42,1
49,goal_005,9,exito,5588,1051.61,02,subwp,42,1
50,goal_005,10,exito,5588,1056.77,02,subwp,42,1
51,goal_006,1,exito,5610,1057.08,02,subwp,42,1
52,goal_006,2,exito,5614,1045.03,02,subwp,42,1
53,goal_006,3,exito,8981,1440.08,02,subwp,42,1
54,goal_006,4,exito,5614,1051.73,02,subwp,42,1
55,goal_006,5,exito,8968,1463.5,02,subwp,42,1
56,goal_006,6,exito,8966,574.53,02,subwp,42,1
57,goal_006,7,exito,5612,1051.89,02,subwp,42,1
58,goal_006,8,exito,5613,1051.61,02,subwp,42,1
59,goal_006,9,exito,5613,1051.81,02,subwp,42,1
60,goal_006,10,exito,8980,1463.17,02,subwp,42,1
61,goal_007,1,exito,8740,1425.35,02,subwp,42,1
62,goal_007,2,exito,8740,1425.94,02,subwp,42,1
63,goal_007,3,exito,8741,1425.69,02,subwp,42,1
64,goal_007,4,exito,5612,1050.39,02,subwp,42,1
65,goal_007,5,exito,5612,1050.37,02,subwp,42,1
66,goal_007,6,exito,5612,1050.4,02,subwp,42,1
67,goal_007,7,exito,5612,1050.45,02,subwp,42,1
68,goal_007,8,exito,5612,1050.47,02,subwp,42,1
69,goal_007,9,exito,5613,1050.53,02,subwp,42,1
70,goal_007,10,exito,5616,1055.96,02,subwp,42,1
71,goal_008,1,exito,5607,1046.18,02,subwp,42,1
72,goal_008,2,exito,5608,1049.95,02,subwp,42,1
73,goal_008,3,exito,5607,1050.26,02,subwp,42,1
74,goal_008,4,exito,5611,1039.93,02,subwp,42,1
75,goal_008,5,exito,5611,1040.98,02,subwp,42,1
76,goal_008,6,exito,5611,1056.3,02,subwp,42,1
